id,purchase_order_id,product_variant_id,quantity_ordered,unit_cost,line_total
1492,489,809,26,1507.74,39201.24
1493,489,796,20,1078.83,21576.60
1494,490,811,45,1807.58,81341.10
1495,490,615,38,1208.84,45935.92
1496,490,510,12,196.00,2352.00
1497,490,988,43,66.40,2855.20
1498,490,677,45,368.91,16600.95
1499,491,486,29,950.74,27571.46
1500,492,892,36,952.88,34303.68
1501,492,210,49,1776.15,87031.35
1502,493,112,49,287.55,14089.95
1503,493,492,16,1893.78,30300.48
1504,493,815,28,1100.76,30821.28
1505,493,587,5,1116.24,5581.20
1506,494,456,48,616.86,29609.28
1507,494,968,47,952.62,44773.14
1508,494,23,33,775.04,25576.32
1509,494,866,46,392.81,18069.26
1510,495,76,27,542.54,14648.58
1511,495,417,31,1257.43,38980.33
1512,495,475,25,1527.99,38199.75
1513,495,633,42,704.56,29591.52
1514,496,875,19,578.42,10989.98
1515,496,413,25,1145.39,28634.75
1516,496,397,34,739.00,25126.00
1517,496,394,6,1684.29,10105.74
1518,496,642,30,1919.34,57580.20
1519,497,985,24,1458.02,34992.48
1520,497,875,12,578.42,6941.04
1521,497,515,41,677.55,27779.55
1522,497,433,1,1326.90,1326.90
1523,497,526,47,1686.65,79272.55
1524,498,705,25,728.91,18222.75
1525,498,281,45,1093.89,49225.05
1526,498,694,18,906.57,16318.26
1527,498,461,7,661.20,4628.40
1528,499,671,5,656.16,3280.80
1529,499,56,42,1529.97,64258.74
1530,499,319,31,949.50,29434.50
1531,499,140,45,430.87,19389.15
1532,500,635,45,2082.57,93715.65
1533,500,116,47,1345.21,63224.87
1534,500,360,7,762.52,5337.64
1535,500,494,35,967.94,33877.90
1536,500,795,24,773.27,18558.48
1537,501,644,4,1248.91,4995.64
1538,501,167,23,279.05,6418.15
1539,502,495,22,1462.27,32169.94
1540,502,243,41,202.56,8304.96
1541,502,266,32,1900.39,60812.48
1542,502,204,28,37.40,1047.20
1543,503,33,46,348.23,16018.58
1544,504,138,39,1605.44,62612.16
1545,505,53,20,1022.00,20440.00
1546,505,531,19,668.66,12704.54
1547,506,304,29,1618.18,46927.22
1548,506,274,46,1248.50,57431.00
1549,506,253,11,1488.67,16375.37
1550,507,894,14,32.94,461.16
1551,507,757,35,454.77,15916.95
1552,508,485,18,988.47,17792.46
1553,509,85,41,1680.85,68914.85
1554,510,924,49,1381.24,67680.76
1555,510,47,44,1938.64,85300.16
1556,511,81,20,1164.65,23293.00
1557,511,698,26,757.22,19687.72
1558,512,490,31,1350.86,41876.66
1559,512,619,36,531.56,19136.16
1560,512,242,20,357.53,7150.60
1561,512,172,30,280.42,8412.60
1562,513,249,14,1272.84,17819.76
1563,513,1005,28,992.71,27795.88
1564,513,472,16,1256.84,20109.44
1565,513,357,2,166.51,333.02
1566,513,706,30,1490.15,44704.50
1567,514,153,2,162.66,325.32
1568,514,706,17,1504.62,25578.54
1569,514,538,48,1235.30,59294.40
1570,514,394,23,1493.61,34353.03
1571,514,428,46,1998.99,91953.54
1572,515,297,39,383.24,14946.36
1573,515,781,39,470.29,18341.31
1574,515,76,7,598.47,4189.29
1575,515,8,4,416.78,1667.12
1576,515,449,27,1945.36,52524.72
1577,516,836,23,2021.55,46495.65
1578,516,695,38,1397.43,53102.34
1579,516,252,41,683.38,28018.58
1580,516,419,48,557.82,26775.36
1581,516,686,16,1941.79,31068.64
1582,517,524,46,1672.86,76951.56
1583,517,253,5,1397.53,6987.65
1584,518,124,47,605.60,28463.20
1585,518,48,33,837.15,27625.95
1586,518,798,14,1431.81,20045.34
1587,518,228,39,975.55,38046.45
1588,519,40,13,868.22,11286.86
1589,519,531,20,654.43,13088.60
1590,519,224,16,1472.49,23559.84
1591,519,470,6,98.48,590.88
1592,519,685,6,404.38,2426.28
1593,520,226,29,842.09,24420.61
1594,520,375,29,1374.55,39861.95
1595,520,731,2,1428.83,2857.66
1596,521,347,40,1207.42,48296.80
1597,522,257,43,41.68,1792.24
1598,523,627,39,416.97,16261.83
1599,523,686,43,1980.63,85167.09
1600,524,693,38,1679.23,63810.74
1601,525,226,35,729.81,25543.35
1602,525,121,24,1420.28,34086.72
1603,525,894,29,36.23,1050.67
1604,525,664,33,124.42,4105.86
1605,525,349,33,416.90,13757.70
1606,526,61,6,1350.76,8104.56
1607,527,651,9,829.30,7463.70
1608,527,393,49,971.65,47610.85
1609,527,776,31,1623.32,50322.92
1610,527,72,9,1371.26,12341.34
1611,527,515,31,583.44,18086.64
1612,528,217,1,280.19,280.19
1613,529,751,48,1105.25,53052.00
1614,530,344,42,1794.47,75367.74
1615,530,712,20,962.20,19244.00
1616,531,323,11,1636.81,18004.91
1617,531,745,1,52.12,52.12
1618,531,6,6,2030.73,12184.38
1619,532,808,30,253.39,7601.70
1620,532,98,16,1780.66,28490.56
1621,532,395,48,2070.35,99376.80
1622,533,690,38,1206.32,45840.16
1623,533,650,23,330.90,7610.70
1624,533,253,26,1655.76,43049.76
1625,534,75,30,106.75,3202.50
1626,534,8,5,363.73,1818.65
1627,535,28,20,961.23,19224.60
1628,535,1008,33,1394.01,46002.33
1629,535,784,4,1168.42,4673.68
1630,535,863,2,882.61,1765.22
1631,536,606,47,1661.56,78093.32
1632,536,798,21,1530.08,32131.68
1633,536,842,44,581.18,25571.92
1634,537,260,9,932.20,8389.80
1635,537,542,42,213.70,8975.40
1636,537,426,30,625.49,18764.70
1637,538,607,13,1149.37,14941.81
1638,538,869,2,1920.64,3841.28
1639,538,103,18,472.16,8498.88
1640,538,391,41,807.27,33098.07
1641,539,181,2,839.40,1678.80
1642,539,859,17,1017.24,17293.08
1643,540,307,27,453.78,12252.06
1644,540,346,16,899.72,14395.52
1645,540,223,39,1736.00,67704.00
1646,540,483,39,1343.22,52385.58
1647,541,884,16,938.52,15016.32
1648,541,776,48,1656.79,79525.92
1649,541,494,42,941.55,39545.10
1650,541,247,27,1968.75,53156.25
1651,542,250,29,253.80,7360.20
1652,542,451,10,91.65,916.50
1653,542,103,5,515.97,2579.85
1654,542,62,49,1231.53,60344.97
1655,543,535,41,1693.72,69442.52
1656,543,246,16,1536.59,24585.44
1657,543,423,33,166.80,5504.40
1658,543,194,5,1465.16,7325.80
1659,543,446,4,193.05,772.20
1660,544,373,39,1410.01,54990.39
1661,544,947,45,1022.48,46011.60
1662,545,250,50,256.27,12813.50
1663,545,803,26,1698.55,44162.30
1664,546,468,38,312.98,11893.24
1665,546,387,8,1515.03,12120.24
1666,546,721,25,1175.19,29379.75
1667,546,749,13,1135.57,14762.41
1668,547,866,36,424.55,15283.80
1669,547,31,22,213.12,4688.64
1670,547,396,32,329.01,10528.32
1671,547,292,24,1217.61,29222.64
1672,548,490,24,1309.92,31438.08
1673,548,368,48,1861.52,89352.96
1674,548,547,27,1391.82,37579.14
1675,548,567,45,103.08,4638.60
1676,549,445,8,2091.06,16728.48
1677,549,131,40,668.30,26732.00
1678,549,391,31,899.77,27892.87
1679,550,988,23,61.93,1424.39
1680,550,450,13,1053.28,13692.64
1681,550,566,29,149.57,4337.53
1682,550,187,50,1749.77,87488.50
1683,551,448,22,1226.01,26972.22
1684,551,40,6,825.66,4953.96
1685,551,908,40,1122.73,44909.20
1686,552,297,20,446.41,8928.20
1687,552,204,40,35.26,1410.40
1688,553,347,36,1356.79,48844.44
1689,553,43,36,602.37,21685.32
1690,553,507,8,93.74,749.92
1691,553,526,5,1463.89,7319.45
1692,553,259,30,212.21,6366.30
1693,554,727,47,724.72,34061.84
1694,554,649,25,1628.09,40702.25
1695,555,920,3,967.27,2901.81
1696,555,247,13,2006.61,26085.93
1697,555,228,49,985.81,48304.69
1698,555,455,48,1280.69,61473.12
1699,555,572,21,1779.90,37377.90
1700,556,495,26,1241.55,32280.30
1701,557,950,14,473.37,6627.18
1702,557,288,50,19.25,962.50
1703,558,106,7,661.52,4630.64
1704,558,441,30,340.65,10219.50
1705,559,171,22,1291.90,28421.80
1706,559,746,10,1065.67,10656.70
1707,559,671,39,736.36,28718.04
1708,559,588,32,1414.12,45251.84
1709,559,204,16,34.20,547.20
1710,560,997,33,2032.67,67078.11
1711,560,28,9,1047.74,9429.66
1712,560,83,48,1801.70,86481.60
1713,560,749,16,1020.97,16335.52
1714,560,472,41,1194.62,48979.42
1715,561,118,46,427.69,19673.74
1716,561,681,45,754.42,33948.90
1717,561,429,27,54.07,1459.89
1718,561,774,12,744.47,8933.64
1719,562,72,34,1597.29,54307.86
1720,562,473,1,797.74,797.74
1721,562,670,38,1080.46,41057.48
1722,563,804,37,842.23,31162.51
1723,564,20,1,1658.62,1658.62
1724,565,55,13,1204.94,15664.22
1725,565,291,37,1073.77,39729.49
1726,565,843,24,1906.94,45766.56
1727,565,860,37,1215.49,44973.13
1728,566,124,14,574.06,8036.84
1729,567,381,35,1235.41,43239.35
1730,567,353,14,202.19,2830.66
1731,568,695,25,1411.99,35299.75
1732,568,985,1,1530.19,1530.19
1733,568,875,8,589.54,4716.32
1734,569,48,35,760.35,26612.25
1735,570,166,1,2078.50,2078.50
1736,570,700,38,719.68,27347.84
1737,570,668,11,366.95,4036.45
1738,570,411,40,1698.61,67944.40
1739,571,636,35,345.72,12100.20
1740,571,611,18,1384.81,24926.58
1741,571,875,40,539.48,21579.20
1742,571,931,48,1513.24,72635.52
1743,571,971,31,870.91,26998.21
1744,572,43,24,533.53,12804.72
1745,572,412,30,1005.70,30171.00
1746,572,366,14,1263.02,17682.28
1747,572,300,44,571.82,25160.08
1748,573,756,18,1654.32,29777.76
1749,573,455,7,1243.74,8706.18
1750,573,353,35,219.58,7685.30
1751,574,584,23,789.10,18149.30
1752,574,573,10,384.23,3842.30
1753,574,450,43,1001.14,43049.02
1754,574,182,20,1013.87,20277.40
1755,575,57,14,1517.57,21245.98
1756,575,137,37,784.20,29015.40
1757,575,719,3,417.38,1252.14
1758,575,84,4,427.85,1711.40
1759,575,199,48,1036.34,49744.32
1760,576,256,12,1048.04,12576.48
1761,576,283,14,1412.37,19773.18
1762,577,266,33,1881.76,62098.08
1763,578,696,13,1603.17,20841.21
1764,578,62,35,1133.99,39689.65
1765,578,943,29,1245.18,36110.22
1766,578,435,39,1836.94,71640.66
1767,578,192,50,2076.29,103814.50
1768,579,686,15,2000.04,30000.60
1769,579,741,21,1219.57,25610.97
1770,579,486,11,960.25,10562.75
1771,579,752,14,1438.50,20139.00
1772,579,214,5,490.44,2452.20
1773,580,796,45,947.76,42649.20
1774,581,589,29,963.23,27933.67
1775,581,1005,40,1012.56,40502.40
1776,581,21,35,353.61,12376.35
1777,581,595,44,1371.91,60364.04
1778,582,376,10,632.50,6325.00
1779,582,100,18,2021.82,36392.76
1780,582,484,21,263.29,5529.09
1781,582,673,14,1230.52,17227.28
1782,583,992,33,742.64,24507.12
1783,583,127,13,668.28,8687.64
1784,583,251,27,285.58,7710.66
1785,583,626,40,1327.54,53101.60
1786,583,784,11,1155.99,12715.89
1787,584,826,8,632.16,5057.28
1788,584,356,22,257.88,5673.36
1789,584,775,36,961.58,34616.88
1790,584,151,3,897.54,2692.62
1791,584,292,33,1360.10,44883.30
1792,585,228,38,924.20,35119.60
1793,585,994,20,80.09,1601.80
1794,585,316,38,2041.74,77586.12
1795,586,417,14,1353.10,18943.40
1796,586,369,42,1512.33,63517.86
1797,586,114,28,307.11,8599.08
1798,587,448,49,1280.50,62744.50
1799,587,515,5,671.28,3356.40
1800,587,223,49,1662.91,81482.59
1801,588,107,12,1576.90,18922.80
1802,589,2,31,453.98,14073.38
1803,590,97,12,1337.50,16050.00
1804,590,246,33,1597.45,52715.85
1805,590,874,43,1902.00,81786.00
1806,590,702,19,1101.05,20919.95
1807,590,66,18,861.04,15498.72
1808,591,390,40,253.70,10148.00
1809,591,85,4,1680.85,6723.40
1810,591,125,19,1999.26,37985.94
1811,591,779,6,46.73,280.38
1812,591,61,18,1437.91,25882.38
1813,592,780,48,150.98,7247.04
1814,593,797,25,60.31,1507.75
1815,593,545,14,278.46,3898.44
1816,593,221,9,1055.30,9497.70
1817,594,139,46,1566.62,72064.52
1818,595,10,38,675.48,25668.24
1819,595,914,49,1322.79,64816.71
1820,596,543,44,795.17,34987.48
1821,596,893,19,1831.02,34789.38
1822,596,849,25,251.52,6288.00
1823,596,41,26,1014.04,26365.04
1824,597,118,48,389.20,18681.60
1825,597,285,41,284.37,11659.17
1826,597,137,38,776.94,29523.72
1827,598,11,22,1192.41,26233.02
1828,598,477,39,2086.13,81359.07
1829,598,949,22,1133.92,24946.24
1830,598,449,41,2080.19,85287.79
1831,599,752,12,1465.13,17581.56
1832,599,533,37,1036.18,38338.66
1833,599,69,19,137.59,2614.21
1834,599,721,38,1231.15,46783.70
1835,599,572,7,2004.73,14033.11
1836,600,116,16,1315.96,21055.36
1837,600,166,50,1923.09,96154.50
1838,600,715,47,1377.47,64741.09
1839,601,707,20,218.00,4360.00
1840,601,357,18,156.99,2825.82
1841,601,378,19,1897.67,36055.73
1842,602,999,2,2101.87,4203.74
1843,602,695,35,1572.11,55023.85
1844,602,460,36,1216.54,43795.44
1845,602,203,22,773.33,17013.26
1846,602,541,21,251.34,5278.14
1847,603,463,33,1169.22,38584.26
1848,603,321,14,1628.86,22804.04
1849,603,638,48,1321.62,63437.76
1850,603,288,14,21.18,296.52
1851,604,285,4,253.40,1013.60
1852,604,845,40,1270.98,50839.20
1853,605,248,44,675.81,29735.64
1854,605,668,43,440.34,18934.62
1855,605,705,35,713.23,24963.05
1856,605,671,30,772.81,23184.30
1857,605,553,15,1409.06,21135.90
1858,606,27,12,1823.78,21885.36
1859,606,754,45,1801.94,81087.30
1860,606,742,46,1220.26,56131.96
1861,606,277,9,960.60,8645.40
1862,607,567,30,118.26,3547.80
1863,607,406,37,1809.40,66947.80
1864,607,968,26,1003.30,26085.80
1865,607,811,38,1702.28,64686.64
1866,607,496,32,808.03,25856.96
1867,608,81,20,1081.46,21629.20
1868,608,994,29,66.26,1921.54
1869,608,146,16,954.84,15277.44
1870,608,841,1,1768.06,1768.06
1871,608,138,34,1561.25,53082.50
1872,609,353,30,236.98,7109.40
1873,609,958,48,483.82,23223.36
1874,609,727,37,704.77,26076.49
1875,609,983,28,1862.90,52161.20
1876,609,490,48,1405.44,67461.12
1877,610,25,32,348.97,11167.04
1878,610,719,39,429.78,16761.42
1879,610,706,12,1519.09,18229.08
1880,610,165,1,333.99,333.99
1881,610,178,42,1261.23,52971.66
1882,611,252,4,726.54,2906.16
1883,611,637,6,733.10,4398.60
1884,611,987,49,1707.61,83672.89
1885,611,707,43,222.28,9558.04
1886,611,692,20,1003.46,20069.20
1887,612,523,21,1944.28,40829.88
1888,612,266,35,1900.39,66513.65
1889,612,737,10,1857.04,18570.40
1890,612,42,12,1051.05,12612.60
1891,612,325,7,142.49,997.43
1892,613,39,38,1523.45,57891.10
1893,613,495,23,1269.14,29190.22
1894,613,448,46,1266.87,58276.02
1895,614,453,15,948.92,14233.80
1896,614,300,1,587.85,587.85
1897,614,430,8,257.85,2062.80
1898,614,429,32,55.08,1762.56
1899,615,975,2,1214.85,2429.70
1900,616,397,1,723.77,723.77
1901,616,784,20,1342.44,26848.80
1902,616,843,37,1963.03,72632.11
1903,616,214,9,405.72,3651.48
1904,617,221,27,1025.44,27686.88
1905,617,805,30,1929.18,57875.40
1906,617,462,41,1018.17,41744.97
1907,617,99,17,795.32,13520.44
1908,618,691,42,1515.36,63645.12
1909,618,3,4,24.71,98.84
1910,618,197,24,213.63,5127.12
1911,618,79,13,532.70,6925.10
1912,618,106,12,589.47,7073.64
1913,619,604,35,285.88,10005.80
1914,619,265,17,2104.42,35775.14
1915,620,240,44,908.38,39968.72
1916,620,639,44,1613.77,71005.88
1917,620,44,38,96.86,3680.68
1918,621,469,38,1203.88,45747.44
1919,621,679,10,1118.58,11185.80
1920,621,843,22,1738.68,38250.96
1921,621,907,36,2104.88,75775.68
1922,622,691,15,1467.51,22012.65
1923,622,253,20,1503.86,30077.20
1924,622,112,22,304.63,6701.86
1925,622,221,24,1065.26,25566.24
1926,622,486,43,874.68,37611.24
1927,623,173,10,615.87,6158.70
1928,624,217,47,266.85,12541.95
1929,624,116,18,1345.21,24213.78
1930,625,149,25,270.07,6751.75
1931,625,580,30,766.60,22998.00
1932,626,92,45,1103.39,49652.55
1933,626,123,50,1159.66,57983.00
1934,627,165,13,292.24,3799.12
1935,627,884,19,1006.96,19132.24
1936,627,389,8,1329.75,10638.00
1937,627,474,8,1661.02,13288.16
1938,628,866,21,376.94,7915.74
1939,628,687,4,834.72,3338.88
1940,628,355,44,236.80,10419.20
1941,628,408,32,274.25,8776.00
1942,629,749,28,1083.48,30337.44
1943,629,993,42,1167.49,49034.58
1944,629,19,44,1081.00,47564.00
1945,629,303,33,1166.36,38489.88
1946,629,677,20,340.80,6816.00
1947,630,120,45,830.00,37350.00
1948,631,732,35,1011.52,35403.20
1949,631,874,23,1902.00,43746.00
1950,632,799,49,247.93,12148.57
1951,633,467,40,419.42,16776.80
1952,633,879,42,1939.31,81451.02
1953,633,143,32,569.13,18212.16
1954,633,493,29,752.27,21815.83
1955,634,464,28,105.86,2964.08
1956,635,360,9,811.71,7305.39
1957,636,300,13,534.41,6947.33
1958,636,634,3,1393.39,4180.17
1959,636,604,23,304.53,7004.19
1960,636,335,15,830.40,12456.00
1961,636,36,47,1358.98,63872.06
1962,637,988,16,68.96,1103.36
1963,637,883,14,265.73,3720.22
1964,637,162,42,642.09,26967.78
1965,637,50,44,294.77,12969.88
1966,637,636,7,303.71,2125.97
1967,638,364,14,634.59,8884.26
1968,638,750,41,519.90,21315.90
1969,638,346,33,1038.14,34258.62
1970,638,539,50,1189.60,59480.00
1971,639,674,38,826.94,31423.72
1972,639,621,14,348.66,4881.24
1973,640,946,35,1465.92,51307.20
1974,640,986,21,198.72,4173.12
1975,640,516,36,234.71,8449.56
1976,640,893,28,1849.71,51791.88
1977,640,660,6,1003.98,6023.88
1978,641,53,29,1171.04,33960.16
1979,641,898,34,608.56,20691.04
1980,641,913,15,220.17,3302.55
1981,641,835,3,495.15,1485.45
1982,641,728,42,1094.25,45958.50
1983,642,476,45,1570.98,70694.10
1984,642,884,8,967.85,7742.80
1985,642,540,19,1420.28,26985.32
1986,643,655,12,715.49,8585.88
1987,643,670,16,972.42,15558.72
1988,643,695,38,1557.56,59187.28
1989,643,391,15,891.36,13370.40
1990,644,276,30,873.88,26216.40
1991,644,154,7,1570.20,10991.40
1992,645,783,38,1438.45,54661.10
1993,645,847,13,267.59,3478.67
1994,646,654,17,427.82,7272.94
1995,646,357,30,166.51,4995.30
1996,646,880,41,619.78,25410.98
1997,647,312,13,637.73,8290.49
1998,647,10,42,718.60,30181.20
1999,648,48,25,844.83,21120.75
2000,648,830,4,1493.02,5972.08
2001,648,710,36,1796.04,64657.44
2002,649,139,43,1566.62,67364.66
2003,650,810,14,718.25,10055.50
2004,650,220,23,645.33,14842.59
2005,650,905,42,639.39,26854.38
2006,650,721,13,1219.96,15859.48
2007,650,605,38,549.07,20864.66
2008,651,564,21,1306.12,27428.52
2009,652,1005,26,1082.05,28133.30
2010,652,86,22,2084.21,45852.62
2011,652,807,45,277.37,12481.65
2012,653,907,5,1846.74,9233.70
2013,653,793,43,859.77,36970.11
2014,653,178,28,1344.39,37642.92
2015,653,204,39,33.13,1292.07
2016,653,533,28,1045.68,29279.04
2017,654,944,32,1902.14,60868.48
2018,654,950,28,451.65,12646.20
2019,655,201,7,163.81,1146.67
2020,655,747,49,1624.32,79591.68
2021,655,56,10,1384.25,13842.50
2022,655,37,42,79.94,3357.48
2023,656,366,43,1213.97,52200.71
2024,657,820,14,1364.77,19106.78
2025,657,659,22,813.13,17888.86
2026,657,67,2,1189.15,2378.30
2027,658,795,35,773.27,27064.45
2028,658,316,27,1883.16,50845.32
2029,658,74,18,1247.22,22449.96
2030,658,525,23,2176.76,50065.48
2031,659,712,26,1018.80,26488.80
2032,659,624,19,1938.29,36827.51
2033,659,693,4,1679.23,6716.92
2034,659,1002,19,1609.82,30586.58
2035,660,739,1,1202.25,1202.25
2036,660,523,20,2038.66,40773.20
2037,660,637,21,633.13,13295.73
2038,660,979,31,1118.81,34683.11
2039,661,501,44,1819.58,80061.52
2040,661,352,46,1353.07,62241.22
2041,661,769,33,57.88,1910.04
2042,661,82,47,1224.94,57572.18
2043,661,85,48,1464.96,70318.08
2044,662,445,24,1900.96,45623.04
2045,663,923,15,1996.16,29942.40
2046,663,375,47,1268.81,59634.07
2047,663,770,28,25.89,724.92
2048,663,432,8,667.80,5342.40
2049,664,206,48,169.80,8150.40
2050,664,584,50,780.71,39035.50
2051,664,21,7,328.10,2296.70
2052,664,658,35,1920.18,67206.30
2053,664,929,31,106.43,3299.33
2054,665,788,19,535.72,10178.68
2055,665,912,8,727.73,5821.84
2056,665,719,1,433.91,433.91
2057,665,920,12,1169.22,14030.64
2058,665,918,14,590.33,8264.62
2059,666,666,41,1433.25,58763.25
2060,666,893,29,1718.92,49848.68
2061,666,192,5,2076.29,10381.45
2062,666,795,15,846.53,12697.95
2063,666,512,43,150.62,6476.66
2064,667,113,32,27.72,887.04
2065,667,634,41,1298.70,53246.70
2066,667,328,47,1697.74,79793.78
2067,667,630,40,1115.81,44632.40
2068,668,234,40,611.79,24471.60
2069,668,515,37,646.18,23908.66
2070,668,996,17,923.48,15699.16
2071,669,584,43,847.86,36457.98
2072,669,855,45,143.93,6476.85
2073,669,737,45,1688.22,75969.90
2074,669,290,18,710.05,12780.90
2075,670,418,4,891.10,3564.40
2076,670,884,15,928.75,13931.25
2077,670,111,38,545.46,20727.48
2078,671,562,17,1594.47,27105.99
2079,671,398,20,497.93,9958.60
2080,671,36,7,1527.10,10689.70
2081,672,425,29,1381.49,40063.21
2082,672,242,23,338.03,7774.69
2083,672,700,18,758.79,13658.22
2084,672,689,31,1436.45,44529.95
2085,673,476,30,1729.67,51890.10
2086,674,451,50,92.67,4633.50
2087,674,416,46,621.60,28593.60
2088,674,858,9,1229.27,11063.43
2089,674,43,28,602.37,16866.36
2090,674,816,25,1388.29,34707.25
2091,675,726,30,109.48,3284.40
2092,675,567,34,98.74,3357.16
2093,675,808,14,266.19,3726.66
2094,675,853,32,123.57,3954.24
2095,676,363,18,323.01,5814.18
2096,676,711,8,597.48,4779.84
2097,677,658,10,1706.82,17068.20
2098,678,804,18,842.23,15160.14
2099,679,985,11,1356.97,14926.67
2100,679,728,45,1105.77,49759.65
2101,680,525,21,1977.06,41518.26
2102,680,116,33,1535.29,50664.57
2103,681,180,8,1534.70,12277.60
2104,681,926,39,490.92,19145.88
2105,681,709,47,704.30,33102.10
2106,681,623,17,964.01,16388.17
2107,682,799,7,285.25,1996.75
2108,682,584,41,847.86,34762.26
2109,682,228,34,975.55,33168.70
2110,682,875,25,600.66,15016.50
2111,682,317,29,207.84,6027.36
2112,683,165,47,314.72,14791.84
2113,683,972,17,423.57,7200.69
2114,683,645,33,1285.05,42406.65
2115,683,308,9,1149.96,10349.64
2116,684,855,14,149.36,2091.04
2117,684,804,35,874.02,30590.70
2118,684,932,13,1054.00,13702.00
2119,685,373,49,1286.80,63053.20
2120,685,692,50,1112.53,55626.50
2121,685,121,16,1530.75,24492.00
2122,685,837,45,718.00,32310.00
2123,686,799,25,274.59,6864.75
2124,686,719,45,421.52,18968.40
2125,686,89,22,516.53,11363.66
2126,686,510,43,204.08,8775.44
2127,686,113,9,25.91,233.19
2128,687,1006,27,1557.63,42056.01
2129,687,206,28,164.32,4600.96
2130,688,376,6,650.23,3901.38
2131,688,465,29,998.36,28952.44
2132,688,610,8,944.01,7552.08
2133,689,850,20,299.70,5994.00
2134,690,335,9,777.56,6998.04
2135,691,337,44,506.38,22280.72
2136,691,885,22,460.24,10125.28
2137,691,461,30,668.02,20040.60
2138,691,438,31,820.68,25441.08
2139,692,518,3,1026.51,3079.53
2140,693,720,4,1580.59,6322.36
2141,693,274,30,1090.93,32727.90
2142,694,32,50,628.26,31413.00
2143,695,311,1,2151.86,2151.86
2144,695,270,26,55.02,1430.52
2145,696,379,18,1828.86,32919.48
2146,696,408,37,250.97,9285.89
2147,696,596,36,1363.66,49091.76
2148,696,994,4,71.35,285.40
2149,696,930,25,1609.56,40239.00
2150,697,674,3,928.01,2784.03
2151,698,899,23,1457.15,33514.45
2152,699,838,9,1312.08,11808.72
2153,699,759,43,769.43,33085.49
2154,700,588,10,1443.58,14435.80
2155,700,239,21,274.01,5754.21
2156,701,370,29,965.59,28002.11
2157,702,346,5,959.04,4795.20
2158,702,420,36,1251.59,45057.24
2159,702,821,21,1360.34,28567.14
2160,703,624,46,1648.46,75829.16
2161,703,998,12,1772.25,21267.00
2162,703,740,27,1353.65,36548.55
2163,704,702,48,1089.46,52294.08
2164,704,12,41,446.99,18326.59
2165,704,115,30,1387.60,41628.00
2166,704,485,50,842.03,42101.50
2167,704,962,34,1556.58,52923.72
2168,705,495,45,1393.30,62698.50
2169,705,381,26,1175.44,30561.44
2170,705,997,18,1994.67,35904.06
2171,706,493,11,784.97,8634.67
2172,706,186,32,1080.79,34585.28
2173,706,21,18,328.10,5905.80
2174,706,42,40,949.01,37960.40
2175,707,855,8,131.71,1053.68
2176,707,332,6,1968.25,11809.50
2177,707,782,2,799.04,1598.08
2178,707,763,45,940.76,42334.20
2179,708,918,46,583.84,26856.64
2180,708,829,50,1208.74,60437.00
2181,709,25,46,315.42,14509.32
2182,709,570,25,1223.98,30599.50
2183,709,328,19,1432.96,27226.24
2184,709,969,44,548.27,24123.88
2185,709,602,2,1681.75,3363.50
2186,710,754,29,1515.65,43953.85
2187,711,445,45,1977.00,88965.00
2188,711,990,41,539.88,22135.08
2189,711,894,43,35.87,1542.41
2190,712,137,5,660.76,3303.80
2191,712,715,24,1482.28,35574.72
2192,712,944,27,1556.30,42020.10
2193,712,798,47,1333.55,62676.85
2194,713,355,15,254.07,3811.05
2195,713,104,38,574.26,21821.88
2196,713,742,11,1158.00,12738.00
2197,713,73,35,366.28,12819.80
2198,713,740,18,1606.53,28917.54
2199,714,70,7,66.81,467.67
2200,715,369,38,1629.96,61938.48
2201,715,59,3,1585.08,4755.24
2202,716,62,3,1231.53,3694.59
2203,716,73,27,343.39,9271.53
2204,717,158,6,1398.55,8391.30
2205,717,508,23,1398.33,32161.59
2206,718,897,16,97.63,1562.08
2207,718,200,46,1533.53,70542.38
2208,718,593,31,1396.18,43281.58
2209,719,327,5,1249.62,6248.10
2210,719,649,12,1663.10,19957.20
2211,720,67,47,1092.08,51327.76
2212,720,901,15,1160.75,17411.25
2213,721,865,43,810.86,34866.98
2214,721,762,5,1988.82,9944.10
2215,722,810,9,689.52,6205.68
2216,722,113,30,27.98,839.40
2217,722,558,18,1283.66,23105.88
2218,723,836,9,2021.55,18193.95
2219,723,941,9,1120.54,10084.86
2220,724,705,15,760.26,11403.90
2221,724,710,12,2052.62,24631.44
2222,725,91,37,1821.88,67409.56
2223,725,336,1,1741.72,1741.72
2224,725,902,17,1478.60,25136.20
2225,726,768,4,1202.94,4811.76
2226,727,584,38,923.42,35089.96
2227,727,248,30,714.80,21444.00
2228,728,274,41,1333.35,54667.35
2229,729,81,31,1271.61,39419.91
2230,729,337,38,581.00,22078.00
2231,729,740,44,1383.40,60869.60
2232,729,354,44,303.19,13340.36
2233,730,307,28,485.54,13595.12
2234,730,618,48,1370.86,65801.28
2235,730,831,39,891.28,34759.92
2236,730,789,7,433.70,3035.90
2237,730,415,24,1333.89,32013.36
2238,731,903,24,1478.31,35479.44
2239,732,318,41,734.11,30098.51
2240,732,52,23,344.78,7929.94
2241,732,213,20,181.78,3635.60
2242,732,222,24,947.31,22735.44
2243,733,877,8,515.48,4123.84
2244,733,893,45,1718.92,77351.40
2245,733,717,17,387.17,6581.89
2246,733,201,47,185.17,8702.99
2247,733,536,10,1465.43,14654.30
