id,purchase_order_id,received_by_employee_id,received_at,notes,created_at
422,550,1,2026-09-22 21:51:18,,2026-09-22 21:51:18
423,551,15,2021-12-22 03:34:43,,2021-12-22 03:34:43
424,552,11,2026-08-23 13:09:28,,2026-08-23 13:09:28
425,553,11,2022-11-27 11:35:24,,2022-11-27 11:35:24
426,554,11,2024-07-20 06:32:17,,2024-07-20 06:32:17
427,555,4,2024-10-19 22:02:00,,2024-10-19 22:02:00
428,556,4,2022-01-22 12:05:30,,2022-01-22 12:05:30
429,557,11,2025-10-20 17:59:42,,2025-10-20 17:59:42
430,558,14,2025-09-27 13:31:47,,2025-09-27 13:31:47
431,559,11,2025-02-11 08:03:15,,2025-02-11 08:03:15
432,560,3,2021-07-05 03:28:17,,2021-07-05 03:28:17
433,561,14,2025-09-07 00:45:45,,2025-09-07 00:45:45
434,562,15,2023-12-31 10:42:53,,2023-12-31 10:42:53
435,564,3,2026-11-20 05:34:25,,2026-11-20 05:34:25
436,565,14,2024-02-04 00:08:24,,2024-02-04 00:08:24
437,566,3,2026-11-29 21:46:33,,2026-11-29 21:46:33
438,567,11,2026-10-06 08:14:36,,2026-10-06 08:14:36
439,569,4,2025-01-24 13:16:14,,2025-01-24 13:16:14
440,570,13,2021-10-13 00:23:06,,2021-10-13 00:23:06
441,571,4,2025-08-17 09:40:54,,2025-08-17 09:40:54
442,572,7,2020-01-27 11:45:41,,2020-01-27 11:45:41
443,573,3,2025-10-12 16:20:03,,2025-10-12 16:20:03
444,574,1,2025-02-25 21:48:24,,2025-02-25 21:48:24
445,575,7,2025-10-08 04:35:41,,2025-10-08 04:35:41
446,578,1,2021-08-19 08:50:49,,2021-08-19 08:50:49
447,579,7,2025-05-28 01:17:53,,2025-05-28 01:17:53
448,580,13,2026-02-23 09:44:10,,2026-02-23 09:44:10
449,581,7,2023-07-07 02:23:38,,2023-07-07 02:23:38
450,582,1,2023-10-29 16:00:56,,2023-10-29 16:00:56
451,583,4,2025-10-06 09:21:19,,2025-10-06 09:21:19
452,584,2,2023-09-16 06:19:53,,2023-09-16 06:19:53
453,585,11,2020-11-05 14:18:45,,2020-11-05 14:18:45
454,588,5,2023-10-04 18:19:46,,2023-10-04 18:19:46
455,590,2,2021-10-13 18:31:56,,2021-10-13 18:31:56
456,591,5,2023-02-01 20:08:46,,2023-02-01 20:08:46
457,592,13,2022-06-20 17:16:36,,2022-06-20 17:16:36
458,594,11,2024-02-02 12:59:24,,2024-02-02 12:59:24
459,595,15,2020-08-31 23:15:24,,2020-08-31 23:15:24
460,596,14,2023-07-09 19:01:05,,2023-07-09 19:01:05
461,597,14,2023-09-04 01:00:14,—,2023-09-04 01:00:14
462,598,1,2020-11-16 23:13:14,,2020-11-16 23:13:14
463,599,7,2025-12-01 04:13:14,,2025-12-01 04:13:14
464,600,14,2022-05-01 07:40:15,,2022-05-01 07:40:15
465,602,1,2026-10-14 00:51:07,,2026-10-14 00:51:07
466,604,1,2023-07-24 20:12:03,,2023-07-24 20:12:03
467,605,14,2023-03-09 06:19:20,,2023-03-09 06:19:20
468,607,3,2025-10-08 06:12:13,,2025-10-08 06:12:13
469,609,4,2026-01-23 16:34:52,,2026-01-23 16:34:52
470,613,15,2024-03-20 04:27:42,,2024-03-20 04:27:42
471,614,13,2025-10-04 15:17:45,,2025-10-04 15:17:45
472,616,1,2026-01-18 13:44:54,,2026-01-18 13:44:54
473,617,15,2025-06-10 08:00:01,,2025-06-10 08:00:01
474,618,15,2026-12-16 09:02:21,,2026-12-16 09:02:21
475,619,14,2023-01-26 09:38:54,,2023-01-26 09:38:54
476,621,3,2020-11-21 04:02:17,,2020-11-21 04:02:17
477,622,7,2026-11-20 07:59:12,,2026-11-20 07:59:12
478,623,4,2025-06-17 18:11:21,,2025-06-17 18:11:21
479,624,14,2024-10-31 20:21:12,ok!,2024-10-31 20:21:12
480,625,7,2025-09-01 18:54:35,,2025-09-01 18:54:35
481,627,1,2022-06-22 21:00:45,,2022-06-22 21:00:45
482,628,11,2020-08-30 02:51:05,,2020-08-30 02:51:05
483,629,14,2025-06-29 04:48:39,,2025-06-29 04:48:39
484,631,14,2022-11-05 15:56:04,,2022-11-05 15:56:04
485,632,13,2025-11-14 20:39:09,,2025-11-14 20:39:09
486,633,15,2025-05-31 00:43:15,,2025-05-31 00:43:15
487,635,13,2022-07-25 08:49:01,,2022-07-25 08:49:01
488,636,1,2021-10-12 12:45:16,,2021-10-12 12:45:16
489,637,2,2021-01-04 03:19:35,,2021-01-04 03:19:35
490,638,15,2024-03-14 01:05:48,ver com gerente,2024-03-14 01:05:48
491,641,3,2025-08-17 07:14:06,ok!,2025-08-17 07:14:06
492,642,2,2026-11-24 19:51:21,,2026-11-24 19:51:21
493,643,11,2025-10-26 06:50:09,,2025-10-26 06:50:09
494,645,4,2024-11-20 01:41:53,,2024-11-20 01:41:53
495,646,11,2023-01-03 16:55:10,,2023-01-03 16:55:10
496,647,15,2021-08-18 16:47:17,,2021-08-18 16:47:17
497,648,5,2023-12-23 10:27:31,,2023-12-23 10:27:31
498,649,2,2023-07-09 03:56:06,,2023-07-09 03:56:06
499,650,4,2024-08-01 21:27:51,,2024-08-01 21:27:51
500,652,15,2026-12-19 04:00:38,ok!,2026-12-19 04:00:38
501,653,15,2025-02-07 07:26:50,,2025-02-07 07:26:50
502,655,14,2025-03-19 22:38:52,,2025-03-19 22:38:52
503,656,5,2022-12-22 14:14:55,,2022-12-22 14:14:55
504,657,2,2025-04-26 08:07:25,,2025-04-26 08:07:25
505,659,2,2026-09-21 23:33:38,,2026-09-21 23:33:38
506,660,15,2025-04-24 18:40:47,,2025-04-24 18:40:47
507,661,5,2022-06-06 18:17:36,,2022-06-06 18:17:36
508,662,7,2022-11-02 21:56:27,,2022-11-02 21:56:27
509,663,1,2026-12-15 23:39:54,,2026-12-15 23:39:54
510,665,11,2025-06-23 06:39:37,,2025-06-23 06:39:37
511,666,5,2025-08-17 10:39:32,,2025-08-17 10:39:32
512,667,5,2026-06-25 04:46:52,,2026-06-25 04:46:52
513,668,3,2022-04-22 15:08:29,,2022-04-22 15:08:29
514,669,14,2024-08-11 19:04:05,,2024-08-11 19:04:05
515,670,15,2023-09-09 12:15:02,,2023-09-09 12:15:02
516,671,15,2021-10-12 14:28:46,,2021-10-12 14:28:46
517,672,15,2024-11-07 03:04:02,,2024-11-07 03:04:02
518,673,3,2027-01-19 16:49:35,,2027-01-19 16:49:35
519,674,7,2021-03-14 18:50:39,,2021-03-14 18:50:39
520,675,11,2021-06-03 01:18:53,,2021-06-03 01:18:53
521,678,13,2025-01-05 03:56:11,,2025-01-05 03:56:11
522,680,15,2022-11-21 01:37:16,,2022-11-21 01:37:16
523,681,14,2026-09-16 10:31:10,,2026-09-16 10:31:10
524,682,7,2023-12-27 16:01:26,,2023-12-27 16:01:26
525,683,3,2020-08-18 15:55:31,,2020-08-18 15:55:31
526,684,2,2026-02-08 08:16:27,,2026-02-08 08:16:27
527,685,7,2026-03-20 16:52:25,,2026-03-20 16:52:25
528,687,4,2021-11-24 08:50:05,,2021-11-24 08:50:05
529,688,14,2021-02-04 05:19:43,,2021-02-04 05:19:43
530,689,5,2025-06-26 07:16:06,,2025-06-26 07:16:06
531,690,7,2024-03-08 08:35:53,,2024-03-08 08:35:53
532,691,14,2022-04-19 00:57:38,,2022-04-19 00:57:38
533,692,3,2026-12-31 21:38:56,,2026-12-31 21:38:56
534,694,5,2024-03-06 04:45:26,,2024-03-06 04:45:26
535,695,13,2025-04-06 18:39:43,,2025-04-06 18:39:43
536,696,3,2025-07-30 15:17:08,,2025-07-30 15:17:08
537,697,11,2025-12-09 22:47:45,,2025-12-09 22:47:45
538,698,2,2021-05-20 22:40:23,,2021-05-20 22:40:23
539,699,4,2026-09-05 20:20:44,,2026-09-05 20:20:44
540,700,7,2020-09-11 02:28:47,,2020-09-11 02:28:47
541,702,15,2023-10-18 18:52:13,,2023-10-18 18:52:13
542,704,1,2024-08-24 05:53:14,,2024-08-24 05:53:14
543,705,11,2025-11-22 21:17:34,,2025-11-22 21:17:34
544,706,15,2023-01-25 07:54:29,,2023-01-25 07:54:29
545,708,14,2020-08-11 00:31:13,,2020-08-11 00:31:13
546,709,15,2021-10-05 11:35:48,,2021-10-05 11:35:48
547,710,5,2025-09-10 22:46:16,,2025-09-10 22:46:16
548,712,5,2026-08-25 21:37:08,ver com gerente,2026-08-25 21:37:08
549,713,5,2022-03-05 13:59:11,,2022-03-05 13:59:11
550,715,3,2022-08-27 11:55:09,,2022-08-27 11:55:09
551,716,2,2025-03-13 02:24:33,,2025-03-13 02:24:33
552,717,7,2024-09-15 19:53:30,,2024-09-15 19:53:30
553,718,2,2023-11-17 00:28:22,,2023-11-17 00:28:22
554,719,15,2023-03-27 09:52:20,,2023-03-27 09:52:20
555,720,1,2023-11-03 21:21:47,,2023-11-03 21:21:47
556,721,5,2022-06-15 19:24:40,,2022-06-15 19:24:40
557,723,14,2025-07-28 21:57:58,,2025-07-28 21:57:58
558,724,13,2020-09-15 11:33:12,,2020-09-15 11:33:12
559,725,7,2025-11-18 21:59:36,,2025-11-18 21:59:36
560,726,2,2023-12-15 20:43:57,...,2023-12-15 20:43:57
561,727,13,2022-08-14 17:33:09,,2022-08-14 17:33:09
562,729,1,2024-10-14 04:49:46,,2024-10-14 04:49:46
563,730,15,2022-10-13 19:36:59,,2022-10-13 19:36:59
564,731,13,2023-01-30 19:44:38,,2023-01-30 19:44:38
565,732,11,2024-12-13 19:33:29,,2024-12-13 19:33:29
566,733,2,2024-01-28 19:03:54,ok!,2024-01-28 19:03:54
567,734,13,2026-11-03 06:58:12,,2026-11-03 06:58:12
568,735,13,2025-09-10 14:14:44,,2025-09-10 14:14:44
569,737,5,2022-12-28 15:01:39,,2022-12-28 15:01:39
570,738,14,2021-06-20 17:36:56,,2021-06-20 17:36:56
571,739,5,2023-03-10 06:51:19,,2023-03-10 06:51:19
572,743,13,2026-09-29 16:43:16,,2026-09-29 16:43:16
573,744,4,2022-10-17 00:42:47,,2022-10-17 00:42:47
574,745,5,2025-08-22 11:27:51,,2025-08-22 11:27:51
575,746,13,2025-10-06 17:01:35,,2025-10-06 17:01:35
576,747,13,2026-10-21 20:09:55,,2026-10-21 20:09:55
577,748,7,2023-12-19 11:20:44,,2023-12-19 11:20:44
578,749,2,2022-12-22 07:14:55,,2022-12-22 07:14:55
579,750,3,2025-06-21 21:36:02,,2025-06-21 21:36:02
580,751,4,2024-08-13 19:23:41,...,2024-08-13 19:23:41
581,752,3,2024-02-01 13:07:26,,2024-02-01 13:07:26
582,753,7,2024-10-12 04:32:39,,2024-10-12 04:32:39
583,754,15,2023-01-08 00:00:20,,2023-01-08 00:00:20
584,756,14,2026-01-19 07:38:42,,2026-01-19 07:38:42
585,757,4,2024-11-25 11:37:02,,2024-11-25 11:37:02
586,758,4,2022-02-01 09:02:33,,2022-02-01 09:02:33
587,759,13,2022-09-09 13:56:18,,2022-09-09 13:56:18
588,760,14,2026-12-19 17:45:31,,2026-12-19 17:45:31
589,761,14,2020-11-06 06:38:58,,2020-11-06 06:38:58
590,762,3,2024-08-15 15:36:59,,2024-08-15 15:36:59
591,763,1,2024-07-17 19:17:21,,2024-07-17 19:17:21
592,766,4,2025-09-03 21:16:16,,2025-09-03 21:16:16
593,767,2,2022-06-12 00:19:26,,2022-06-12 00:19:26
594,768,2,2026-11-02 21:22:54,,2026-11-02 21:22:54
595,770,11,2026-09-27 06:08:21,,2026-09-27 06:08:21
596,771,7,2026-08-21 03:47:19,,2026-08-21 03:47:19
597,773,11,2021-06-04 04:46:58,,2021-06-04 04:46:58
598,774,3,2022-08-13 10:49:00,ok,2022-08-13 10:49:00
599,776,3,2021-11-07 08:38:59,,2021-11-07 08:38:59
600,778,3,2025-12-06 00:36:48,,2025-12-06 00:36:48
601,780,2,2020-12-19 05:21:54,,2020-12-19 05:21:54
602,782,14,2026-01-20 10:53:16,,2026-01-20 10:53:16
603,784,13,2026-12-10 17:52:38,,2026-12-10 17:52:38
604,785,14,2026-01-10 21:47:44,,2026-01-10 21:47:44
605,786,2,2025-04-26 03:07:30,,2025-04-26 03:07:30
606,787,3,2023-11-15 02:49:12,,2023-11-15 02:49:12
607,788,14,2026-12-22 03:46:59,,2026-12-22 03:46:59
608,790,13,2026-01-19 17:49:27,,2026-01-19 17:49:27
609,791,7,2023-09-09 13:14:57,,2023-09-09 13:14:57
610,792,13,2023-02-16 23:38:07,,2023-02-16 23:38:07
611,793,14,2022-06-05 14:54:46,,2022-06-05 14:54:46
612,795,7,2021-10-21 09:07:53,—,2021-10-21 09:07:53
613,796,15,2025-12-20 03:27:58,,2025-12-20 03:27:58
614,799,7,2025-09-09 05:30:45,,2025-09-09 05:30:45
615,801,15,2025-11-25 22:04:25,,2025-11-25 22:04:25
616,802,3,2025-12-13 21:26:46,,2025-12-13 21:26:46
617,803,4,2025-12-24 20:40:47,,2025-12-24 20:40:47
618,805,7,2024-09-11 21:22:46,,2024-09-11 21:22:46
619,806,4,2022-11-25 03:08:30,,2022-11-25 03:08:30
620,807,15,2025-11-27 00:48:29,,2025-11-27 00:48:29
621,808,13,2024-07-03 20:59:53,,2024-07-03 20:59:53
622,809,13,2026-11-08 09:26:26,,2026-11-08 09:26:26
623,810,1,2025-11-07 14:23:14,,2025-11-07 14:23:14
624,812,15,2025-10-17 07:19:23,,2025-10-17 07:19:23
625,815,5,2022-12-22 09:53:45,,2022-12-22 09:53:45
626,816,15,2020-09-11 23:48:01,,2020-09-11 23:48:01
627,817,2,2026-07-05 08:31:39,,2026-07-05 08:31:39
628,818,7,2024-11-12 06:30:23,,2024-11-12 06:30:23
629,819,7,2024-07-10 00:52:41,,2024-07-10 00:52:41
630,821,2,2022-09-13 07:55:18,,2022-09-13 07:55:18
631,822,3,2025-10-12 04:54:26,,2025-10-12 04:54:26
632,823,13,2023-03-26 13:35:53,,2023-03-26 13:35:53
633,824,15,2020-09-06 20:55:05,,2020-09-06 20:55:05
634,825,1,2025-11-13 00:00:53,,2025-11-13 00:00:53
635,826,15,2021-04-18 14:44:28,,2021-04-18 14:44:28
636,828,4,2025-08-13 03:01:01,,2025-08-13 03:01:01
637,829,1,2024-11-16 05:05:51,conferido,2024-11-16 05:05:51
638,831,13,2022-09-07 06:22:09,,2022-09-07 06:22:09
639,832,5,2025-05-03 21:08:08,,2025-05-03 21:08:08
640,833,15,2024-07-31 02:33:39,,2024-07-31 02:33:39
641,834,11,2025-08-08 00:19:42,,2025-08-08 00:19:42
642,835,13,2020-02-08 07:25:08,,2020-02-08 07:25:08
643,836,5,2026-11-29 04:28:51,,2026-11-29 04:28:51
644,837,1,2025-09-20 05:43:15,,2025-09-20 05:43:15
645,838,15,2024-01-26 09:26:35,,2024-01-26 09:26:35
646,839,5,2023-12-19 04:44:03,,2023-12-19 04:44:03
647,840,15,2020-04-15 04:25:46,,2020-04-15 04:25:46
648,841,14,2026-09-23 18:53:27,,2026-09-23 18:53:27
649,843,15,2026-06-06 17:36:14,,2026-06-06 17:36:14
650,846,7,2021-04-08 22:20:10,,2021-04-08 22:20:10
651,847,11,2026-01-27 23:54:08,,2026-01-27 23:54:08
652,848,7,2024-10-28 12:35:57,—,2024-10-28 12:35:57
653,849,4,2023-10-10 05:30:55,,2023-10-10 05:30:55
654,850,13,2026-12-11 20:03:34,,2026-12-11 20:03:34
655,852,3,2024-09-14 00:24:10,,2024-09-14 00:24:10
656,853,5,2021-09-17 08:37:36,,2021-09-17 08:37:36
657,854,14,2022-09-11 14:44:29,,2022-09-11 14:44:29
658,855,7,2024-11-03 06:41:40,,2024-11-03 06:41:40
659,856,5,2021-01-19 16:39:47,,2021-01-19 16:39:47
660,857,13,2021-02-17 06:13:10,OK,2021-02-17 06:13:10
661,859,3,2022-04-10 11:35:59,,2022-04-10 11:35:59
662,860,1,2023-12-07 19:33:31,,2023-12-07 19:33:31
663,861,13,2024-10-27 15:06:00,,2024-10-27 15:06:00
664,862,5,2026-01-02 15:57:57,,2026-01-02 15:57:57
665,864,14,2023-01-05 07:41:58,,2023-01-05 07:41:58
666,865,2,2024-10-10 02:53:17,,2024-10-10 02:53:17
667,866,7,2025-09-12 03:18:10,,2025-09-12 03:18:10
668,867,14,2027-01-06 08:11:20,,2027-01-06 08:11:20
669,868,7,2025-09-01 20:12:12,,2025-09-01 20:12:12
670,869,7,2025-01-10 11:02:44,,2025-01-10 11:02:44
671,870,7,2023-05-04 12:58:15,,2023-05-04 12:58:15
672,871,4,2024-06-20 13:23:54,,2024-06-20 13:23:54
673,872,14,2020-03-13 11:55:34,,2020-03-13 11:55:34
674,873,2,2026-09-02 12:23:36,,2026-09-02 12:23:36
675,874,14,2023-03-28 21:53:25,,2023-03-28 21:53:25
676,876,3,2024-10-10 05:39:57,,2024-10-10 05:39:57
677,877,2,2022-05-14 05:00:49,,2022-05-14 05:00:49
678,878,5,2026-11-29 04:23:16,,2026-11-29 04:23:16
679,879,1,2025-12-22 08:33:18,,2025-12-22 08:33:18
680,880,1,2023-06-13 08:47:04,,2023-06-13 08:47:04
681,883,11,2024-10-07 05:02:19,ok!,2024-10-07 05:02:19
682,884,11,2026-10-27 14:15:09,,2026-10-27 14:15:09
683,885,11,2024-11-22 11:07:27,,2024-11-22 11:07:27
684,886,4,2026-12-16 15:30:24,,2026-12-16 15:30:24
685,887,13,2026-10-14 11:17:44,,2026-10-14 11:17:44
686,888,15,2024-12-17 16:16:58,,2024-12-17 16:16:58
687,889,13,2025-02-10 15:52:36,,2025-02-10 15:52:36
688,890,13,2021-01-23 18:06:56,,2021-01-23 18:06:56
689,891,2,2020-08-11 14:33:42,,2020-08-11 14:33:42
690,893,2,2024-02-18 06:47:03,,2024-02-18 06:47:03
691,894,13,2025-09-27 00:24:55,,2025-09-27 00:24:55
692,895,4,2025-04-18 09:01:01,,2025-04-18 09:01:01
693,896,3,2023-08-30 16:28:34,,2023-08-30 16:28:34
694,897,14,2025-09-08 07:56:12,,2025-09-08 07:56:12
695,898,2,2024-02-10 17:21:11,,2024-02-10 17:21:11
696,900,11,2026-12-16 16:39:44,,2026-12-16 16:39:44
697,901,5,2026-02-19 06:18:26,ver com gerente,2026-02-19 06:18:26
698,902,15,2025-08-13 09:05:20,,2025-08-13 09:05:20
699,904,7,2023-01-07 15:03:08,,2023-01-07 15:03:08
700,905,13,2026-12-06 12:26:40,,2026-12-06 12:26:40
701,906,1,2024-12-22 08:20:38,,2024-12-22 08:20:38
702,908,4,2023-11-18 10:26:07,,2023-11-18 10:26:07
703,909,5,2026-12-16 14:03:15,,2026-12-16 14:03:15
704,910,4,2024-10-27 11:48:11,,2024-10-27 11:48:11
705,911,7,2026-08-28 10:23:48,,2026-08-28 10:23:48
706,913,5,2025-01-07 00:00:34,,2025-01-07 00:00:34
707,914,2,2023-12-04 01:24:15,OK,2023-12-04 01:24:15
708,915,3,2021-01-07 11:37:11,,2021-01-07 11:37:11
709,916,2,2023-10-14 14:21:18,,2023-10-14 14:21:18
710,917,3,2021-11-23 11:36:30,,2021-11-23 11:36:30
711,918,4,2022-09-28 00:21:49,,2022-09-28 00:21:49
712,919,2,2025-06-09 07:20:33,,2025-06-09 07:20:33
713,921,7,2024-01-12 11:37:51,,2024-01-12 11:37:51
714,922,3,2024-01-29 20:44:16,,2024-01-29 20:44:16
715,924,1,2025-11-03 14:30:09,,2025-11-03 14:30:09
716,926,3,2026-11-30 20:00:17,,2026-11-30 20:00:17
717,927,2,2026-01-13 06:56:17,,2026-01-13 06:56:17
718,929,4,2023-07-30 23:08:50,,2023-07-30 23:08:50
719,930,13,2021-01-27 12:44:39,,2021-01-27 12:44:39
720,931,1,2020-08-03 21:22:35,,2020-08-03 21:22:35
721,932,1,2024-07-08 18:25:53,,2024-07-08 18:25:53
722,933,3,2025-09-29 12:56:36,,2025-09-29 12:56:36
723,934,5,2024-10-22 11:51:29,,2024-10-22 11:51:29
724,935,15,2023-05-20 02:53:41,,2023-05-20 02:53:41
725,936,15,2024-08-21 06:17:50,,2024-08-21 06:17:50
726,937,2,2025-11-15 04:03:43,,2025-11-15 04:03:43
727,940,4,2024-01-03 14:19:54,,2024-01-03 14:19:54
728,941,13,2025-08-01 16:17:10,,2025-08-01 16:17:10
729,942,13,2020-11-14 21:00:47,,2020-11-14 21:00:47
730,943,2,2024-02-01 20:40:45,,2024-02-01 20:40:45
731,945,15,2021-10-02 15:12:59,,2021-10-02 15:12:59
732,946,7,2026-10-26 19:25:00,,2026-10-26 19:25:00
733,947,14,2023-06-11 17:31:21,,2023-06-11 17:31:21
734,948,11,2024-05-25 14:37:09,,2024-05-25 14:37:09
735,949,13,2026-02-09 04:54:39,,2026-02-09 04:54:39
736,950,7,2025-07-21 03:53:27,,2025-07-21 03:53:27
737,952,2,2026-01-07 11:58:00,,2026-01-07 11:58:00
738,953,4,2026-10-26 14:55:27,,2026-10-26 14:55:27
739,954,2,2026-09-08 16:21:46,,2026-09-08 16:21:46
740,955,14,2026-11-18 05:36:41,,2026-11-18 05:36:41
741,956,5,2026-10-01 04:00:57,,2026-10-01 04:00:57
742,960,2,2022-12-02 00:35:28,,2022-12-02 00:35:28
743,961,15,2025-08-19 09:42:46,,2025-08-19 09:42:46
744,962,2,2021-10-05 07:59:35,,2021-10-05 07:59:35
745,964,13,2020-11-05 13:08:18,,2020-11-05 13:08:18
746,965,4,2026-11-08 17:21:04,,2026-11-08 17:21:04
747,966,11,2026-12-01 04:38:23,,2026-12-01 04:38:23
748,967,5,2025-01-17 20:52:53,,2025-01-17 20:52:53
749,968,2,2024-11-04 20:16:49,,2024-11-04 20:16:49
750,969,2,2025-10-04 14:08:50,,2025-10-04 14:08:50
751,970,3,2024-07-03 08:32:20,,2024-07-03 08:32:20
752,973,3,2025-08-13 05:52:19,,2025-08-13 05:52:19
753,974,1,2021-07-28 07:04:20,,2021-07-28 07:04:20
754,975,15,2026-04-18 02:03:00,,2026-04-18 02:03:00
755,976,5,2021-11-13 14:55:38,,2021-11-13 14:55:38
756,977,15,2021-08-15 22:13:02,,2021-08-15 22:13:02
757,978,15,2026-07-09 17:22:29,,2026-07-09 17:22:29
758,979,15,2021-11-14 09:57:56,,2021-11-14 09:57:56
759,980,7,2024-10-12 06:37:27,,2024-10-12 06:37:27
760,981,1,2025-12-06 20:01:29,,2025-12-06 20:01:29
761,982,5,2026-12-04 07:09:51,,2026-12-04 07:09:51
762,983,14,2020-09-29 00:36:12,,2020-09-29 00:36:12
763,984,14,2025-02-14 18:31:10,,2025-02-14 18:31:10
764,985,4,2024-07-03 16:14:54,,2024-07-03 16:14:54
765,986,13,2026-03-23 10:37:00,,2026-03-23 10:37:00
766,987,3,2026-01-13 16:33:16,,2026-01-13 16:33:16
767,989,13,2024-12-24 02:34:01,,2024-12-24 02:34:01
768,990,15,2025-09-09 22:07:40,,2025-09-09 22:07:40
769,991,15,2025-01-31 05:52:23,,2025-01-31 05:52:23
770,994,11,2026-12-04 13:57:55,,2026-12-04 13:57:55
771,995,4,2026-05-16 06:00:29,,2026-05-16 06:00:29
772,996,2,2025-02-04 01:51:39,,2025-02-04 01:51:39
773,997,14,2022-10-09 06:06:41,ok!,2022-10-09 06:06:41
774,998,15,2023-09-26 00:13:46,,2023-09-26 00:13:46
775,999,11,2020-09-13 07:18:16,,2020-09-13 07:18:16
776,1000,15,2026-07-10 13:54:58,,2026-07-10 13:54:58
777,1001,3,2027-01-09 18:08:15,,2027-01-09 18:08:15
778,1002,1,2021-02-06 21:19:58,,2021-02-06 21:19:58
779,1003,7,2024-10-20 11:15:49,,2024-10-20 11:15:49
780,1004,1,2022-08-16 12:55:30,,2022-08-16 12:55:30
781,1005,1,2024-08-26 20:49:33,...,2024-08-26 20:49:33
782,1006,3,2022-03-10 15:09:49,,2022-03-10 15:09:49
783,1007,13,2020-12-28 15:24:01,,2020-12-28 15:24:01
784,1008,13,2026-10-21 00:18:27,,2026-10-21 00:18:27
785,1009,7,2026-11-02 12:21:54,conferido,2026-11-02 12:21:54
786,1010,2,2024-10-24 22:51:32,checar,2024-10-24 22:51:32
787,1011,13,2025-02-06 16:25:16,,2025-02-06 16:25:16
788,1013,2,2023-11-16 06:45:54,,2023-11-16 06:45:54
789,1014,15,2024-09-16 15:04:36,,2024-09-16 15:04:36
790,1015,11,2025-12-04 00:30:10,,2025-12-04 00:30:10
791,1016,7,2023-09-22 15:15:31,ver com gerente,2023-09-22 15:15:31
792,1018,2,2024-12-29 14:04:42,,2024-12-29 14:04:42
793,1019,2,2022-09-13 20:30:41,,2022-09-13 20:30:41
794,1021,4,2026-11-04 12:41:30,,2026-11-04 12:41:30
795,1022,7,2027-01-08 05:11:49,,2027-01-08 05:11:49
796,1024,1,2024-08-22 00:43:51,,2024-08-22 00:43:51
797,1025,14,2023-12-23 18:38:05,,2023-12-23 18:38:05
798,1027,2,2020-12-15 09:11:07,,2020-12-15 09:11:07
799,1028,5,2026-11-22 16:10:26,,2026-11-22 16:10:26
800,1029,2,2025-10-22 13:34:45,,2025-10-22 13:34:45
801,1030,11,2025-10-17 19:52:35,,2025-10-17 19:52:35
802,1031,1,2023-03-01 02:07:01,,2023-03-01 02:07:01
803,1032,14,2024-08-20 06:04:23,,2024-08-20 06:04:23
804,1033,15,2024-09-21 13:09:36,,2024-09-21 13:09:36
805,1034,1,2023-09-04 13:32:06,,2023-09-04 13:32:06
806,1036,15,2022-12-01 14:16:00,,2022-12-01 14:16:00
807,1037,14,2025-02-14 13:46:01,,2025-02-14 13:46:01
808,1039,15,2022-08-24 18:39:37,,2022-08-24 18:39:37
809,1040,2,2026-01-16 16:09:04,,2026-01-16 16:09:04
810,1041,5,2025-01-09 03:18:42,,2025-01-09 03:18:42
811,1042,5,2021-12-11 15:06:11,,2021-12-11 15:06:11
812,1043,14,2021-10-25 14:46:02,,2021-10-25 14:46:02
813,1044,4,2022-10-22 06:36:58,,2022-10-22 06:36:58
814,1045,2,2020-08-11 13:45:20,,2020-08-11 13:45:20
815,1046,2,2026-05-01 12:55:37,,2026-05-01 12:55:37
816,1048,1,2023-09-20 15:34:29,,2023-09-20 15:34:29
817,1049,15,2020-10-06 21:29:30,,2020-10-06 21:29:30
818,1051,1,2024-11-16 13:24:30,,2024-11-16 13:24:30
819,1053,2,2024-02-24 14:44:55,,2024-02-24 14:44:55
820,1054,15,2022-10-24 09:32:09,,2022-10-24 09:32:09
821,1055,2,2027-01-08 21:58:36,,2027-01-08 21:58:36
822,1056,11,2020-04-03 03:52:36,,2020-04-03 03:52:36
823,1057,2,2024-10-12 19:33:43,,2024-10-12 19:33:43
824,1058,7,2025-10-17 09:56:20,,2025-10-17 09:56:20
825,1059,1,2022-01-22 00:31:00,,2022-01-22 00:31:00
826,1060,13,2025-07-17 12:02:43,,2025-07-17 12:02:43
827,1062,14,2022-05-29 17:52:17,,2022-05-29 17:52:17
828,1065,5,2024-10-26 17:18:17,,2024-10-26 17:18:17
829,1067,7,2024-01-07 00:24:22,,2024-01-07 00:24:22
830,1068,4,2026-10-19 21:05:53,,2026-10-19 21:05:53
831,1070,2,2026-11-10 14:37:13,,2026-11-10 14:37:13
832,1071,13,2023-09-26 04:37:08,,2023-09-26 04:37:08
833,1072,1,2025-09-04 01:45:24,,2025-09-04 01:45:24
834,1073,14,2020-09-11 09:34:11,,2020-09-11 09:34:11
835,1074,3,2026-11-20 18:04:23,,2026-11-20 18:04:23
836,1075,1,2023-11-21 12:35:31,tudo certo,2023-11-21 12:35:31
837,1076,7,2020-03-31 09:06:13,,2020-03-31 09:06:13
838,1077,3,2025-10-17 09:29:18,,2025-10-17 09:29:18
839,1078,3,2026-11-30 21:12:16,,2026-11-30 21:12:16
840,1079,11,2024-03-06 13:04:42,,2024-03-06 13:04:42
