id,product_id,sku,barcode_ean,sale_price,cost_price,weight_kg,icms_rate,ipi_rate,is_active,created_at,updated_at
204,100,LHN-296616,,62.69,35.62,14.013,18.00,10.00,TRUE,2021-02-20 18:15:36,2026-02-01 21:37:45
205,100,LHN-523996,4274280957491,2217.71,1468.68,47.414,17.00,0.00,TRUE,2022-01-13 17:23:31,2026-03-29 18:45:24
206,101,LHN-550481,8561927946519,253.79,182.58,39.694,17.00,5.00,TRUE,2022-01-10 16:24:40,2023-02-10 22:53:28
207,101,LHN-249879,6471059426280,3733.72,1839.27,30.336,17.00,5.00,TRUE,2026-04-27 04:11:57,2026-08-08 14:05:01
208,102,LHN-410602,0099637365682,711.87,497.81,1.227,17.00,0.00,TRUE,2020-11-13 15:54:05,2026-10-08 02:48:30
209,103,LHN-485834,7113708720088,1476.81,749.65,22.872,18.00,5.00,TRUE,2025-11-03 05:05:44,2026-06-17 15:07:46
210,103,LHN-259372,1784567090900,2795.79,1644.58,48.425,12.00,10.00,TRUE,2024-12-24 09:04:01,2026-08-31 04:24:03
211,103,LHN-583542,0380067038759,1981.38,1208.16,20.381,12.00,10.00,TRUE,2023-11-13 22:27:43,2025-09-15 04:22:50
212,104,LHN-012185,8285851950359,2138.38,1319.99,30.53,18.00,10.00,TRUE,2024-05-31 11:50:24,2025-01-04 21:03:11
213,105,LHN-417099,3750141175064,349.73,197.59,4.635,17.00,10.00,TRUE,2020-11-06 01:20:14,2024-08-28 16:00:48
214,106,LHN-531344,9360837639875,713.36,445.85,11.218,12.00,5.00,TRUE,2023-12-09 17:19:27,2026-08-21 19:15:56
215,106,LHN-639347,3635609942191,1052.21,706.18,17.719,18.00,10.00,TRUE,2024-01-11 03:32:12,2024-07-06 14:34:35
216,107,LHN-721988,7680923943368,3139.00,1814.45,2.466,18.00,5.00,TRUE,2025-12-24 12:28:32,2026-07-28 02:49:26
217,108,LHN-235392,4655073727291,531.03,266.85,25.469,17.00,10.00,TRUE,2025-03-18 09:55:07,2026-07-04 05:32:59
218,108,LHN-640623,1225736078089,208.08,115.60,49.266,18.00,5.00,TRUE,2023-08-24 04:32:50,2025-05-27 18:17:37
219,108,LHN-990985,6809286180741,2189.02,1359.64,9.502,12.00,5.00,TRUE,2022-10-12 06:19:01,2024-07-23 21:13:40
220,109,LHN-338809,,1370.50,665.29,33.327,18.00,0.00,TRUE,2022-09-28 17:58:22,2024-07-20 16:28:02
221,110,LHN-129715,5386715763443,1543.13,995.57,15.888,12.00,0.00,TRUE,2020-08-28 05:36:08,2026-07-28 14:32:08
222,110,LHN-828849,2340342651644,1843.68,1018.61,21.025,12.00,5.00,TRUE,2026-03-30 09:03:55,2026-04-09 18:51:26
223,110,LHN-800976,1882558574993,3033.43,1827.37,40.008,17.00,10.00,TRUE,2022-04-21 07:14:47,2026-02-15 06:41:19
224,111,LHN-462788,,3157.67,1636.10,19.04,17.00,10.00,TRUE,2022-09-03 19:58:52,2025-09-18 04:16:29
225,111,LHN-196507,,1568.66,772.74,17.771,18.00,10.00,TRUE,2025-05-07 03:11:48,2026-11-07 21:44:27
226,111,LHN-912435,5608263575249,1724.28,801.99,24.95,12.00,0.00,TRUE,2025-01-18 07:05:15,2025-06-28 02:14:44
227,112,LHN-334183,6374103204493,3893.89,1927.67,25.781,12.00,5.00,TRUE,2022-11-18 22:25:02,2024-09-15 11:37:55
228,113,LHN-258023,4765491279194,1458.18,1026.89,6.368,18.00,5.00,TRUE,2022-04-18 21:52:54,2023-12-07 19:55:37
229,114,LHN-485571,2987987693327,3854.29,1826.68,32.953,12.00,0.00,TRUE,2024-06-15 07:14:14,2025-04-06 02:40:13
230,114,LHN-156424,3527464699528,1744.87,953.48,26.916,18.00,10.00,TRUE,2026-10-18 04:30:19,2026-12-31 00:40:04
231,114,LHN-753573,4812695665190,2803.89,1832.61,28.85,17.00,0.00,TRUE,2024-05-30 16:44:56,2026-06-19 09:45:22
232,115,LHN-949615,9576458852603,2403.32,1195.68,29.095,12.00,0.00,TRUE,2022-06-01 19:48:23,2026-03-08 15:27:53
233,115,LHN-244263,,2415.40,1219.90,32.764,17.00,5.00,TRUE,2025-05-25 07:42:27,2026-08-09 15:14:21
234,115,LHN-740101,8805671854615,1089.75,637.28,48.419,17.00,0.00,TRUE,2025-08-09 14:02:18,2026-01-17 16:25:24
235,116,LHN-391937,9156606684807,947.52,430.69,5.172,12.00,5.00,TRUE,2026-01-16 15:45:24,2026-09-16 01:31:34
236,116,LHN-360466,5126385134767,465.47,236.28,34.04,17.00,0.00,TRUE,2020-03-28 15:05:20,2025-06-12 23:36:01
237,117,LHN-931901,0630138776289,3281.12,1562.44,36.442,17.00,10.00,TRUE,2022-08-15 02:42:37,2025-06-06 15:37:19
238,117,LHN-207525,6822300666953,477.39,304.07,24.808,17.00,5.00,TRUE,2021-07-11 01:42:00,2024-03-14 13:34:06
239,118,LHN-959770,3067592164623,624.14,304.46,3.988,18.00,10.00,TRUE,2024-01-29 15:33:03,2025-12-18 11:29:27
240,118,LHN-133301,,1433.22,1009.31,10.902,17.00,5.00,TRUE,2020-10-17 19:35:29,2026-03-03 10:50:51
241,118,LHN-543582,2061500180454,1048.92,659.70,0.72,17.00,5.00,TRUE,2021-08-20 07:04:42,2025-07-11 00:53:11
242,119,LHN-599210,1739975386619,542.80,325.03,15.308,18.00,0.00,TRUE,2020-10-12 10:49:30,2024-06-17 03:53:23
243,120,LHN-524024,7299569696769,400.85,213.22,11.12,18.00,10.00,TRUE,2026-04-07 07:32:32,2026-05-14 21:59:50
244,121,LHN-704201,7558827886657,3983.40,1971.98,43.667,17.00,5.00,FALSE,2020-01-09 23:31:05,2024-03-20 05:36:48
245,121,LHN-508411,2445236907576,2325.80,1426.87,36.994,12.00,5.00,TRUE,2020-06-19 16:36:23,2021-07-04 18:19:17
246,122,LHN-220102,6621071553543,2844.98,1521.38,2.433,17.00,0.00,TRUE,2025-04-14 07:54:50,2026-12-05 00:50:45
247,123,LHN-136796,9672126841303,3483.18,1893.03,30.853,17.00,10.00,TRUE,2021-06-22 11:40:30,2026-07-07 18:33:57
248,123,LHN-438034,7972369155963,1429.60,649.82,6.626,18.00,10.00,TRUE,2022-06-16 01:15:14,2024-05-07 10:51:53
249,124,LHN-392790,4556855419659,2147.93,1325.88,41.624,18.00,0.00,TRUE,2026-08-23 15:24:55,2026-10-04 10:25:20
250,124,LHN-644841,,347.44,246.41,36.944,17.00,0.00,TRUE,2025-03-12 11:40:15,2026-08-13 12:21:55
251,125,LHN-163314,,539.43,317.31,29.131,12.00,0.00,TRUE,2022-11-10 07:54:20,2025-08-13 01:31:40
252,125,LHN-399930,0611528036176,1266.06,719.35,21.864,17.00,10.00,TRUE,2025-06-27 04:58:22,2026-11-03 20:19:20
253,126,LHN-237052,7804743460625,3083.67,1519.05,6.303,12.00,10.00,TRUE,2023-01-11 13:17:26,2026-06-04 23:09:04
254,126,LHN-818024,3812279400927,1278.83,659.19,10.66,17.00,5.00,TRUE,2026-02-15 10:51:48,2026-11-03 22:28:42
255,127,LHN-513044,0128979094049,3662.67,1840.54,40.316,17.00,5.00,TRUE,2025-08-04 11:17:07,2026-07-21 21:28:13
256,127,LHN-812832,,1360.44,1007.73,20.352,18.00,10.00,TRUE,2020-12-05 19:36:49,2025-12-27 13:10:03
257,128,LHN-263950,8643397477202,69.33,41.27,41.884,18.00,10.00,TRUE,2021-04-28 03:25:26,2025-10-25 20:18:54
258,128,LHN-762559,9387401295336,2498.44,1747.16,19.572,18.00,10.00,TRUE,2020-08-30 19:18:45,2023-11-05 19:21:11
259,129,LHN-715346,9663624388056,356.80,233.20,48.7,17.00,5.00,TRUE,2023-06-16 09:30:21,2023-08-14 03:47:38
260,129,LHN-967929,4768446085369,1489.60,961.03,35.376,17.00,10.00,TRUE,2025-12-29 09:21:59,2026-02-25 04:06:13
261,130,LHN-744271,8062045188879,2489.83,1251.17,35.62,17.00,0.00,TRUE,2025-06-09 08:00:29,2025-08-10 01:40:47
262,130,LHN-141757,0387023463228,1403.13,783.87,25.648,12.00,5.00,TRUE,2020-07-06 04:54:48,2025-12-17 20:00:19
263,130,LHN-788016,3768154499510,2974.82,1859.26,7.245,12.00,0.00,TRUE,2022-12-25 12:06:48,2023-02-25 07:54:10
264,131,LHN-965938,,1981.04,925.72,14.807,17.00,0.00,TRUE,2021-10-02 02:24:56,2024-01-04 05:17:08
265,131,LHN-510659,9388217110455,2832.12,1966.75,31.082,17.00,0.00,TRUE,2025-07-29 13:03:09,2026-02-08 15:18:31
266,132,LHN-025829,3830861158209,3372.27,1863.13,13.534,17.00,10.00,TRUE,2020-05-25 05:00:29,2022-06-19 01:33:16
267,133,LHN-932582,9218867106150,839.41,505.67,20.615,12.00,0.00,TRUE,2025-10-30 05:15:18,2026-11-02 08:10:35
268,133,LHN-929459,,2402.23,1195.14,44.225,12.00,10.00,TRUE,2022-09-21 23:59:53,2025-07-03 10:12:44
269,134,LHN-917689,1532853184891,1022.89,581.19,45.623,17.00,5.00,TRUE,2025-06-05 07:53:55,2025-07-30 18:48:03
270,134,LHN-456796,4476188526308,103.60,58.53,28.267,17.00,0.00,TRUE,2025-05-18 00:00:14,2026-07-09 01:47:15
271,135,LHN-898040,5669514144195,46.79,35.18,2.07,18.00,10.00,TRUE,2020-10-19 19:52:37,2026-12-25 07:04:11
272,135,LHN-124007,,2485.36,1524.76,23.774,17.00,5.00,TRUE,2021-06-20 23:04:32,2026-04-06 10:51:59
273,136,LHN-878599,8392571256682,865.53,460.39,42.861,17.00,5.00,TRUE,2020-11-12 18:07:10,2024-06-28 03:55:05
274,137,LHN-626925,1129742732020,1636.39,1212.14,8.795,18.00,5.00,TRUE,2026-11-22 09:42:59,2026-12-19 17:05:27
275,138,LHN-542787,1841392532880,2249.39,1159.48,31.349,18.00,10.00,TRUE,2020-05-16 15:15:56,2020-11-03 13:15:22
276,138,LHN-714900,7602869068592,1828.85,900.91,32.269,18.00,5.00,TRUE,2025-07-06 19:05:52,2026-07-31 04:24:55
277,139,LHN-765491,2428091819901,1540.95,1000.62,3.972,17.00,10.00,TRUE,2022-02-15 15:39:40,2026-04-22 07:36:35
278,140,LHN-093091,9354803972820,1751.22,1006.45,12.44,12.00,5.00,TRUE,2025-01-03 18:27:17,2026-10-10 01:30:26
279,140,LHN-368563,3438473249959,3511.63,1664.28,24.111,17.00,0.00,TRUE,2020-11-07 00:07:13,2022-09-14 06:05:08
280,141,LHN-556664,0872880265424,2408.98,1771.31,14.357,12.00,10.00,TRUE,2023-08-30 20:36:32,2025-06-28 04:08:53
281,141,LHN-474181,0167265868940,1354.34,1041.80,13.985,18.00,10.00,TRUE,2023-05-29 04:21:17,2024-10-31 20:27:04
282,141,LHN-801931,9759201342075,612.32,325.70,18.357,12.00,5.00,TRUE,2024-10-20 08:56:15,2026-11-20 01:49:16
283,142,LHN-270820,3287867859973,2111.43,1426.64,9.765,17.00,5.00,FALSE,2020-07-21 10:09:55,2022-04-12 13:24:17
284,143,LHN-219421,0699008905587,2079.95,1333.30,47.438,18.00,10.00,TRUE,2021-10-21 22:29:51,2022-06-06 00:47:42
285,143,LHN-167095,6922396319679,380.09,281.55,0.108,12.00,5.00,TRUE,2020-06-29 02:03:26,2026-08-17 11:43:41
286,143,LHN-563391,0635727923099,2277.61,1150.31,43.244,17.00,0.00,TRUE,2023-08-09 09:04:09,2026-09-19 13:28:06
287,144,LHN-160223,9671139723507,996.89,493.51,26.019,17.00,0.00,TRUE,2025-01-01 03:26:21,2025-12-30 10:04:24
288,144,LHN-059232,9332866700086,45.56,21.39,24.734,12.00,5.00,TRUE,2023-09-06 01:21:11,2023-10-02 06:22:33
289,144,LHN-262711,5371561357465,3243.15,1715.95,33.966,18.00,0.00,TRUE,2022-10-11 05:17:06,2024-12-01 19:00:16
290,145,LHN-568743,2236269644398,1165.56,669.86,1.276,17.00,0.00,TRUE,2026-07-23 22:54:07,2026-11-26 21:27:41
291,145,LHN-768668,6634881163253,2264.25,1167.14,0.515,18.00,10.00,TRUE,2021-01-21 05:40:18,2023-01-28 07:56:09
292,146,LHN-331126,9760686010960,2409.31,1295.33,49.642,18.00,5.00,TRUE,2022-08-12 09:49:17,2025-12-19 12:08:01
293,146,LHN-019959,6702671959154,2398.41,1609.67,26.209,17.00,10.00,TRUE,2026-12-23 15:59:08,2026-12-29 22:13:23
294,147,LHN-945034,0765830894778,3564.11,1837.17,3.785,18.00,0.00,TRUE,2023-11-24 12:03:16,2024-01-22 01:34:13
295,147,LHN-237655,9966430460443,2261.84,1235.98,27.624,12.00,5.00,TRUE,2021-02-12 19:58:02,2022-09-05 07:11:22
296,148,LHN-244067,8664837169235,811.16,395.69,6.755,17.00,5.00,TRUE,2024-03-06 22:54:01,2026-06-12 13:05:28
297,149,LHN-406123,8717132254097,635.92,421.14,48.893,18.00,5.00,TRUE,2023-01-06 09:01:16,2023-03-29 10:22:43
298,149,LHN-224382,7403984742554,1028.21,761.64,24.974,17.00,10.00,TRUE,2020-02-02 07:09:26,2022-02-02 17:09:18
299,150,LHN-537793,5602853739196,266.31,149.61,39.424,12.00,0.00,TRUE,2023-09-25 19:20:17,2024-08-31 06:55:45
300,150,LHN-917754,0828582992960,764.21,534.41,26.779,12.00,0.00,TRUE,2023-12-10 03:05:42,2026-08-30 01:23:41
301,150,LHN-761774,0110117715121,1854.12,1116.94,29.513,17.00,0.00,TRUE,2025-08-15 11:26:02,2026-11-18 05:38:42
302,151,LHN-390007,3325714543375,2557.48,1588.50,1.346,17.00,10.00,TRUE,2023-07-19 00:55:54,2025-05-03 19:00:10
303,152,LHN-199903,2730414108006,2112.40,1295.95,36.314,12.00,10.00,TRUE,2024-06-24 16:01:46,2024-12-18 13:30:01
304,152,LHN-360573,5705066309795,2646.56,1512.32,17.138,18.00,10.00,TRUE,2023-06-27 18:59:31,2024-12-22 11:55:17
305,152,LHN-577354,,3102.51,1416.67,44.508,12.00,5.00,TRUE,2022-12-10 01:25:39,2023-02-19 22:56:58
306,153,LHN-189707,1685649801196,501.46,293.25,12.381,17.00,10.00,TRUE,2023-07-13 07:37:34,2024-02-13 08:51:25
307,153,LHN-383939,0161519627406,984.70,453.78,22.996,12.00,5.00,TRUE,2023-05-15 11:32:03,2024-02-15 18:26:02
308,153,LHN-018613,8442675119526,1905.32,1127.41,6.487,17.00,5.00,TRUE,2024-08-24 12:19:31,2024-12-13 18:19:22
309,154,LHN-267610,9452194334064,2422.30,1523.46,27.604,18.00,5.00,TRUE,2021-05-08 17:51:23,2026-08-09 02:06:54
310,154,LHN-301594,3517587496166,3447.79,1681.85,44.823,18.00,5.00,TRUE,2024-04-26 05:48:06,2026-09-06 03:13:35
311,154,LHN-774541,2280419448121,3755.98,1956.24,23.629,17.00,10.00,TRUE,2021-02-16 07:51:17,2026-12-09 05:42:28
312,155,LHN-353962,4339800498592,1186.18,637.73,38.573,17.00,10.00,TRUE,2022-02-14 20:07:48,2022-06-10 09:32:59
313,156,LHN-247083,7824582429423,2778.30,1560.84,28.598,12.00,10.00,TRUE,2026-03-16 16:48:22,2026-03-31 00:39:40
314,156,LHN-575869,8371021240419,2967.96,1658.08,22.814,17.00,0.00,TRUE,2020-03-18 02:01:38,2022-08-11 02:26:18
315,156,LHN-375360,7792177354019,3084.28,1742.53,28.232,18.00,0.00,TRUE,2025-09-24 10:09:23,2026-01-18 05:19:51
316,157,LHN-477634,8434301463837,4083.48,1982.27,46.653,17.00,0.00,TRUE,2024-06-18 13:49:50,2026-07-07 06:46:43
317,158,LHN-404411,9127092155775,253.19,188.95,17.727,17.00,5.00,TRUE,2024-04-01 15:18:38,2025-03-11 04:38:49
318,158,LHN-513250,1100746234932,1067.79,667.37,7.543,18.00,5.00,TRUE,2026-09-20 01:52:55,2026-12-08 16:11:39
319,158,LHN-302931,7871902750736,1890.29,871.10,20.436,18.00,5.00,TRUE,2026-03-31 04:00:28,2026-11-20 07:59:31
320,159,LHN-601489,,2487.22,1256.17,26.352,17.00,0.00,TRUE,2026-09-16 21:38:20,2026-12-21 01:37:04
321,159,LHN-278353,6755913253206,1972.57,1494.37,17.749,17.00,10.00,TRUE,2022-10-28 01:21:12,2025-05-09 16:54:46
322,160,LHN-029125,8524275787746,3581.44,1884.97,41.913,17.00,5.00,TRUE,2026-06-01 22:01:10,2026-07-23 17:36:50
323,160,LHN-617276,3913751365564,2902.38,1687.43,31.223,18.00,10.00,TRUE,2023-06-16 07:39:26,2024-07-19 06:43:38
324,160,LHN-561045,2099959103359,550.01,284.98,23.448,17.00,10.00,TRUE,2026-10-12 18:42:59,2026-12-16 23:56:51
325,161,LHN-720146,9905095049587,311.98,149.99,45.221,17.00,10.00,TRUE,2022-12-15 09:00:42,2024-12-19 09:34:19
326,161,LHN-320826,,2882.29,1322.15,21.805,17.00,0.00,TRUE,2026-04-07 22:28:57,2026-08-04 13:08:59
327,161,LHN-801131,5906847741432,2109.45,1146.44,33.924,12.00,5.00,TRUE,2023-05-31 15:54:46,2025-01-23 13:08:59
328,162,LHN-557467,7997913168787,2492.10,1557.56,33.814,18.00,10.00,TRUE,2025-03-12 11:42:10,2026-01-04 12:39:59
329,163,LHN-729636,2175541996797,2541.11,1358.88,4.914,12.00,5.00,TRUE,2024-12-24 21:44:09,2026-12-06 04:33:03
330,164,LHN-541810,9318720871093,1896.93,1193.04,34.495,12.00,5.00,TRUE,2026-11-19 20:11:26,2026-11-25 04:54:57
331,164,LHN-905808,6739073100808,1832.14,954.24,5.878,18.00,0.00,TRUE,2023-01-16 14:01:26,2026-02-10 21:14:39
332,165,LHN-759446,2743596002680,3680.63,1968.25,42.969,18.00,10.00,TRUE,2026-10-26 17:01:51,2026-10-28 13:38:13
333,165,LHN-149847,3655149773215,1071.58,595.32,44.759,18.00,0.00,TRUE,2026-01-22 09:09:42,2026-11-16 10:45:17
334,166,LHN-375294,1852500803846,1704.57,941.75,17.556,17.00,10.00,TRUE,2022-09-06 00:54:39,2025-08-16 09:58:05
335,167,LHN-982583,5651616226527,1034.23,754.91,33.956,12.00,10.00,TRUE,2023-06-28 13:40:04,2026-09-15 03:01:43
336,167,LHN-531503,7366355062005,3541.51,1935.25,0.125,17.00,5.00,TRUE,2026-02-01 10:20:47,2026-10-31 08:16:30
337,167,LHN-913107,1830267010370,1135.35,533.03,39.296,17.00,5.00,TRUE,2025-06-20 14:53:43,2026-03-31 08:34:10
338,168,LHN-368821,,311.37,184.24,9.273,17.00,10.00,TRUE,2020-10-08 00:19:17,2023-12-10 04:41:58
339,168,LHN-537386,3836621428964,2476.76,1226.12,26.787,17.00,5.00,TRUE,2026-12-07 14:45:05,2026-12-28 20:37:27
340,169,LHN-488524,4646566853047,1119.77,674.56,34.849,12.00,10.00,TRUE,2026-12-01 17:23:56,2026-12-18 19:43:12
341,170,LHN-042718,4541409567788,265.57,180.66,32.079,17.00,0.00,TRUE,2021-01-18 20:24:08,2025-05-11 23:58:47
342,170,LHN-201037,6490088301078,3063.56,1701.98,45.394,12.00,10.00,TRUE,2025-02-25 19:47:12,2026-06-24 11:41:29
343,171,LHN-616875,5704548549643,695.61,500.44,13.062,18.00,10.00,TRUE,2026-11-18 10:49:26,2026-12-13 07:08:55
344,171,LHN-757386,3682113485478,3685.42,1929.54,35.058,12.00,5.00,TRUE,2026-01-08 04:21:07,2026-02-19 17:56:19
345,171,LHN-605492,2152730712536,2661.46,1901.04,24.288,17.00,0.00,TRUE,2024-08-13 01:30:03,2025-05-12 12:43:31
346,172,LHN-564335,5411976131738,1779.66,988.70,2.724,12.00,5.00,TRUE,2021-05-18 15:45:23,2025-09-25 07:25:52
347,173,LHN-666608,5944466444587,2651.34,1244.76,42.09,12.00,0.00,TRUE,2021-01-15 11:00:29,2026-04-23 06:22:19
348,173,LHN-761270,2208054971149,2160.77,1028.94,37.278,12.00,0.00,TRUE,2026-07-08 09:36:55,2026-11-25 08:13:02
349,174,LHN-395321,2128042694624,770.28,397.05,29.542,12.00,5.00,TRUE,2025-11-06 02:02:02,2026-05-08 00:54:32
350,174,LHN-737351,6521274708118,3084.23,1623.28,49.967,18.00,10.00,TRUE,2025-01-06 10:11:46,2026-11-08 03:38:09
351,174,LHN-448636,3008317053471,3683.74,1991.21,11.693,17.00,5.00,TRUE,2025-12-05 14:23:27,2026-11-21 03:14:47
352,175,LHN-361210,6287588398079,2094.66,1301.03,24.494,18.00,5.00,TRUE,2020-10-09 17:19:17,2025-05-26 13:55:18
353,175,LHN-312680,5775994576552,371.77,217.41,17.533,18.00,5.00,TRUE,2021-11-01 01:40:12,2023-02-27 16:56:44
354,176,LHN-276763,8366555029364,543.46,286.03,10.396,17.00,10.00,TRUE,2024-01-07 12:21:54,2026-04-08 00:11:41
355,176,LHN-524292,,407.01,246.67,1.353,18.00,10.00,TRUE,2020-03-26 19:51:23,2026-11-09 05:16:17
356,176,LHN-721129,5000894353744,410.03,257.88,10.006,12.00,10.00,TRUE,2024-01-11 00:30:20,2025-05-31 13:50:31
357,177,LHN-509603,,323.50,158.58,27.801,17.00,10.00,TRUE,2025-10-24 21:23:49,2026-01-19 17:01:32
358,177,LHN-742849,5892467649015,274.35,157.67,33.362,18.00,0.00,TRUE,2023-08-27 05:29:19,2024-05-30 17:11:16
359,177,LHN-963869,9203665904114,2446.29,1867.40,32.545,12.00,10.00,TRUE,2021-05-19 19:25:03,2023-04-04 08:59:01
360,178,LHN-935624,6517503557596,1639.82,819.91,21.08,17.00,0.00,TRUE,2021-12-01 18:45:08,2024-06-01 10:38:32
361,178,LHN-906593,6691980328037,1153.05,674.30,1.469,18.00,0.00,TRUE,2026-10-09 22:04:20,2026-10-31 19:03:59
362,179,LHN-867120,2148559000626,1475.97,843.41,28.173,12.00,0.00,TRUE,2025-07-30 06:46:07,2026-04-07 07:29:04
363,179,LHN-182063,7321993454247,532.97,323.01,16.077,17.00,5.00,TRUE,2021-12-13 01:05:17,2024-10-06 19:19:47
364,180,LHN-132290,1571528855193,1049.51,610.18,37.93,18.00,0.00,TRUE,2021-05-26 23:39:23,2024-07-12 04:26:25
365,180,LHN-830083,8738551131516,131.14,81.96,8.087,17.00,0.00,TRUE,2024-04-06 19:13:36,2025-03-02 12:04:44
366,180,LHN-581742,3031582901963,2697.71,1226.23,31.939,17.00,10.00,TRUE,2021-07-13 00:29:29,2025-03-05 00:19:36
367,181,LHN-653353,5259160055848,1294.48,931.28,4.198,18.00,10.00,FALSE,2023-04-21 22:21:32,2026-12-20 09:02:13
368,181,LHN-929005,4820411553010,2939.24,1959.49,16.815,17.00,5.00,TRUE,2023-04-20 21:38:03,2024-07-03 04:26:41
369,182,LHN-581935,,3696.81,1680.37,28.518,18.00,10.00,TRUE,2023-02-03 00:14:03,2026-01-23 16:09:33
370,182,LHN-931968,7266494086477,1711.73,877.81,49.069,18.00,0.00,TRUE,2022-11-12 10:04:24,2025-04-16 19:37:35
371,183,LHN-455459,3605217263155,1309.93,779.72,18.287,17.00,10.00,TRUE,2021-02-04 15:17:59,2025-11-06 23:14:28
372,183,LHN-545542,3381585189388,2922.48,1826.55,22.461,18.00,5.00,TRUE,2024-03-10 21:33:23,2025-04-27 17:31:44
373,184,LHN-843761,5806760982069,2162.93,1368.94,47.031,17.00,5.00,TRUE,2026-11-10 05:33:34,2026-11-28 09:47:44
374,185,LHN-407465,7048809524634,873.94,526.47,19.984,12.00,10.00,TRUE,2024-12-31 07:22:41,2025-06-15 11:22:51
375,186,LHN-968944,2564250560564,2207.21,1321.68,31.564,17.00,5.00,TRUE,2020-04-28 06:21:07,2021-08-05 06:09:30
376,187,LHN-686992,,1276.82,591.12,43.269,17.00,5.00,FALSE,2021-03-16 04:37:02,2025-09-25 22:04:31
377,187,LHN-134712,5723499800009,1749.78,1335.71,21.753,12.00,5.00,TRUE,2023-01-13 06:22:07,2026-10-23 05:16:50
378,187,LHN-023205,8044246929062,3602.06,1757.10,6.672,17.00,0.00,TRUE,2021-03-30 07:55:50,2025-12-12 13:17:53
379,188,LHN-918614,5751387784957,3730.87,1828.86,12.248,17.00,5.00,TRUE,2023-11-20 01:22:17,2024-06-12 08:36:20
380,188,LHN-860529,1858693882026,1042.47,566.56,30.234,12.00,10.00,TRUE,2020-10-09 19:18:04,2022-11-18 09:00:57
381,188,LHN-770929,3435813959851,2111.00,1199.43,41.101,18.00,10.00,TRUE,2022-08-05 04:01:47,2022-11-08 21:30:13
382,189,LHN-617427,4678091853452,2579.96,1216.96,4.543,12.00,10.00,TRUE,2021-06-22 19:37:29,2025-10-13 17:06:01
383,190,LHN-727978,6610386514868,64.49,35.63,24.458,18.00,10.00,TRUE,2024-10-23 20:59:03,2024-12-24 06:45:08
384,190,LHN-799545,5691762082899,751.10,472.39,28.963,18.00,10.00,TRUE,2025-04-07 07:21:42,2025-11-02 09:27:16
385,190,LHN-686875,1940701647823,849.69,562.71,6.299,18.00,10.00,TRUE,2020-10-29 12:04:41,2021-03-06 23:30:45
386,191,LHN-684919,8365327768784,1069.38,763.84,4.735,18.00,0.00,TRUE,2025-01-20 04:09:28,2025-10-04 03:28:06
387,191,LHN-315705,,2704.24,1629.06,27.112,12.00,0.00,TRUE,2026-08-30 23:34:47,2026-11-07 12:25:13
388,191,LHN-503948,4758455236920,2589.27,1377.27,27.887,12.00,5.00,TRUE,2020-11-10 13:38:07,2021-05-26 15:35:52
389,192,LHN-786463,7455958700602,2211.43,1445.38,36.281,12.00,0.00,TRUE,2022-10-11 02:42:12,2026-03-16 02:57:48
390,192,LHN-193662,,308.23,237.10,0.34,18.00,10.00,TRUE,2025-04-10 03:09:52,2025-09-18 18:03:42
391,193,LHN-361341,5793629524228,1362.27,840.91,25.005,17.00,5.00,TRUE,2026-07-15 01:58:58,2026-08-26 02:46:32
392,194,LHN-364453,3916176425653,1043.87,656.52,27.646,12.00,0.00,TRUE,2020-12-20 03:22:56,2024-01-20 22:31:32
393,194,LHN-451869,5371993833513,1380.77,1022.79,14.648,18.00,10.00,TRUE,2023-02-05 17:28:07,2026-02-24 15:54:58
394,195,LHN-934253,,2510.54,1588.95,4.944,12.00,5.00,TRUE,2021-11-10 05:32:03,2026-10-05 05:13:56
395,195,LHN-410593,6722549347869,3373.90,1916.99,49.131,12.00,10.00,TRUE,2025-11-12 01:40:04,2026-01-20 14:49:05
396,195,LHN-182662,6960922925246,677.01,316.36,44.587,18.00,5.00,TRUE,2023-02-10 09:45:43,2026-10-08 10:33:37
397,196,LHN-010722,6873374798613,1211.36,761.86,31.679,18.00,5.00,TRUE,2023-10-05 21:06:25,2026-06-19 22:09:28
398,196,LHN-989289,8941756747752,960.29,508.09,1.692,12.00,10.00,TRUE,2025-01-19 18:35:40,2025-07-04 10:58:10
399,197,LHN-061300,3306800906199,807.78,416.38,30.772,17.00,10.00,TRUE,2021-02-28 04:39:12,2025-03-15 22:03:45
400,197,LHN-100901,0883493763047,2611.58,1492.33,7.648,17.00,5.00,TRUE,2026-02-24 06:08:20,2026-09-30 17:02:30
401,198,LHN-809076,8319544540029,2763.78,1695.57,30.628,18.00,5.00,TRUE,2024-11-24 12:36:01,2025-05-12 18:34:46
402,198,LHN-584100,6206517548194,1676.19,980.23,11.125,17.00,0.00,TRUE,2021-06-09 22:00:02,2021-12-09 16:16:56
403,199,LHN-481254,7554468404953,2942.90,1794.45,17.405,17.00,5.00,TRUE,2025-09-29 23:07:00,2026-10-25 05:47:13
404,200,LHN-350986,9755287928905,271.65,183.55,14.202,17.00,0.00,TRUE,2025-03-06 03:57:29,2026-11-12 14:40:01
405,201,LHN-852712,0544920829957,2954.61,1669.27,36.455,17.00,5.00,TRUE,2026-01-07 18:22:25,2026-04-24 10:00:47
406,201,LHN-758750,7903543077436,4130.15,1966.74,13.587,12.00,5.00,TRUE,2025-04-21 20:45:47,2026-06-16 07:38:46
