id,return_id,order_item_id,quantity,action,exchange_variant_id,unit_refund_amount
777,553,142392,2,refund,,2765.04
778,554,43381,1,refund,,1524.52
779,554,43379,2,refund,,380.09
780,555,74736,2,refund,,1458.18
781,556,38901,1,refund,,1359.18
782,556,38904,3,refund,,364.81
783,557,140567,3,exchange,111,0.00
784,558,92713,4,exchange,689,0.00
785,558,92711,1,refund,,178.58
786,559,136890,2,refund,,529.88
787,559,136893,1,refund,,3033.43
788,560,22488,6,exchange,960,0.00
789,561,46433,1,refund,,2428.81
790,561,46434,1,refund,,2637.92
791,562,21804,8,refund,,242.94
792,563,122248,1,exchange,925,0.00
793,564,136045,4,refund,,2719.62
794,564,136046,6,refund,,711.87
795,565,87149,4,refund,,1677.29
796,566,17479,1,refund,,3483.18
797,566,17478,1,exchange,993,0.00
798,567,100652,7,refund,,3154.28
799,568,61214,2,exchange,433,0.00
800,569,75764,3,refund,,376.66
801,570,93602,10,refund,,2109.81
802,571,147749,5,refund,,1310.13
803,572,62822,6,exchange,649,0.00
804,573,36884,1.000,exchange,141,0.00
805,574,69507,2,refund,,2126.12
806,575,112806,2,refund,,3285.82
807,576,30,2,refund,,1121.67
808,577,117760,4,refund,,2379.75
809,578,66042,6,refund,,1705.10
810,579,94731,2,exchange,553,0.00
811,579,94734,8,exchange,773,0.00
812,580,63774,5,exchange,142,0.00
813,580,63775,9,refund,,3785.94
814,581,117782,3,refund,,585.80
815,582,24614,5,refund,,874.41
816,582,24613,5,refund,,103.11
817,583,71212,1.000,exchange,321,0.00
818,584,13387,2,refund,,2522.95
819,585,75857,2,refund,,274.35
820,586,37831,1.000,refund,,2291.44
821,586,37834,1,refund,,1069.38
822,587,4477,1,exchange,905,0.00
823,587,4474,4,refund,,2734.36
824,588,61809,4,refund,,1189.10
825,588,61808,3,refund,,2643.99
826,589,63241,2,refund,,3471.18
827,590,61272,1,refund,,2326.21
828,591,77214,3,refund,,3372.44
829,592,1111,3,refund,,2219.71
830,593,66867,3,refund,,2942.90
831,593,66866,4,refund,,46.79
832,594,91502,5,exchange,733,0.00
833,594,91501,4,refund,,2650.73
834,595,104681,8,refund,,387.96
835,595,104680,4,refund,,2939.24
836,596,56867,6,refund,,2690.48
837,596,56864,3,refund,,656.94
838,597,115077,2,refund,,2765.04
839,598,16878,1.000,refund,,2611.58
840,598,16876,4,refund,,2393.05
841,599,11502,9,refund,,2409.31
842,599,11501,1,exchange,328,0.00
843,600,47678,3,exchange,299,0.00
844,601,131835,2,exchange,958,0.00
845,601,131834,3,refund,,3840.35
846,602,14056,8,refund,,439.93
847,602,14059,2,refund,,2866.84
848,603,143491,5,refund,,2250.91
849,604,16405,3,refund,,3854.29
850,605,23285,3,exchange,664,0.00
851,606,55460,3,refund,,136.02
852,607,22775,5,refund,,1052.78
853,608,71426,2,refund,,1251.47
854,608,71428,1.000,refund,,1251.11
855,609,131614,3,refund,,689.26
856,610,74729,3,refund,,2518.29
857,611,29055,3,exchange,872,0.00
858,611,29054,4,refund,,3426.88
859,612,102005,2,refund,,2632.87
860,612,102006,1.000,refund,,3599.89
861,613,129798,1.000,refund,,360.16
862,614,118239,1.000,refund,,293.35
863,614,118238,5,refund,,2147.93
864,615,28526,2,refund,,2799.66
865,615,28527,1,exchange,526,0.00
866,616,109989,1.000,refund,,1972.36
867,617,61819,7,refund,,1278.83
868,617,61821,3,exchange,100,0.00
869,618,112800,6,refund,,1294.48
870,619,71067,2,refund,,916.04
871,620,30707,5,refund,,3507.03
872,621,50420,3,refund,,1089.75
873,621,50418,1,refund,,45.75
874,622,49679,2,exchange,215,0.00
875,622,49678,3,refund,,500.79
876,623,11534,1,refund,,1761.91
877,624,24144,2,exchange,219,0.00
878,624,24146,6,refund,,1278.83
879,625,5706,4,exchange,1007,0.00
880,625,5707,2,refund,,501.46
881,626,79966,7,refund,,103.60
882,627,125915,2,refund,,259.10
883,628,126873,1.000,refund,,509.32
884,628,126872,7,refund,,1476.72
885,629,69954,5,exchange,277,0.00
886,629,69955,3,refund,,2632.87
887,630,15507,3,refund,,103.95
888,630,15504,4,refund,,4130.15
889,631,94809,5,refund,,2734.36
890,631,94810,3,exchange,824,0.00
891,632,127265,7,refund,,2117.41
892,633,34116,2,refund,,1915.60
893,633,34115,3,refund,,2643.99
894,634,95660,5,refund,,1096.27
895,634,95658,6,refund,,2641.36
896,635,23744,2,refund,,669.60
897,636,137707,2,refund,,2293.63
898,637,93837,9,refund,,2378.94
899,637,93836,4,exchange,677,0.00
900,638,15031,6,exchange,392,0.00
901,638,15033,1.000,refund,,3257.01
902,639,102873,3,refund,,1232.20
903,640,114365,3,exchange,977,0.00
904,641,21906,2,exchange,302,0.00
905,642,32446,2,refund,,3983.40
906,643,58260,3,exchange,592,0.00
907,644,53120,2,refund,,67.81
908,644,53121,5,refund,,2561.11
909,645,138120,2,refund,,1759.82
910,646,44063,9,refund,,1495.48
911,646,44062,3,refund,,2481.23
912,647,17390,1.000,exchange,669,0.00
913,648,83630,5,refund,,269.82
914,648,83631,2,exchange,969,0.00
915,649,73082,10,exchange,816,0.00
916,650,75189,1,refund,,742.58
917,650,75190,1.000,refund,,1517.55
918,651,99287,1,exchange,158,0.00
919,652,32293,2,refund,,2546.18
920,653,122044,3,exchange,333,0.00
921,654,106386,2,refund,,656.94
922,655,114149,3,refund,,3154.28
923,655,114151,5,exchange,342,0.00
924,656,98517,1.000,refund,,1970.92
925,657,135044,8,refund,,2487.22
926,657,135043,3,refund,,131.14
927,658,28307,2,refund,,1636.08
930,660,62811,1,refund,,1629.17
931,661,19771,3,refund,,1752.23
932,661,19773,10,refund,,2583.58
933,662,127735,2,exchange,450,0.00
934,662,127734,3,refund,,1568.66
935,663,4232,1,refund,,2249.39
936,664,22221,3,exchange,948,0.00
937,664,22222,1,refund,,1614.87
938,665,35961,1,refund,,311.37
939,666,85876,1,refund,,2822.45
940,666,85875,6,refund,,1077.71
941,667,102607,1,refund,,130.33
942,667,102605,3,refund,,983.07
943,668,87630,7,exchange,147,0.00
944,669,63724,7,refund,,1636.39
945,670,139211,1,refund,,496.50
946,671,128653,3,refund,,1601.47
947,671,128655,1,refund,,2753.33
948,672,63562,1,refund,,3179.38
949,672,63565,3,refund,,2646.56
950,673,48723,1,exchange,302,0.00
951,674,93048,2,refund,,1707.10
952,674,93050,3,refund,,637.52
953,675,85639,1,refund,,242.94
954,676,71671,2,exchange,786,0.00
955,676,71670,1.000,exchange,476,0.00
956,677,44185,1.000,exchange,12,0.00
957,678,5396,2,exchange,205,0.00
958,679,62064,3,refund,,3541.51
959,679,62065,1.000,refund,,1953.89
960,680,16968,1,refund,,293.35
961,681,33522,4,exchange,306,0.00
962,681,33523,3,refund,,1078.27
963,682,112220,6,refund,,500.79
964,682,112219,1,exchange,302,0.00
965,683,36000,3,refund,,1891.34
966,683,36002,1,refund,,2589.27
967,684,109836,9,refund,,1956.29
968,685,70483,1,refund,,1004.76
969,686,113206,2,refund,,1048.92
970,686,113205,2,exchange,776,0.00
971,687,59778,1.000,refund,,3134.40
972,688,133146,7,refund,,960.29
973,689,9489,1,exchange,460,0.00
974,690,51446,2,refund,,1389.22
975,691,47943,4,refund,,2100.65
976,691,47941,5,exchange,904,0.00
977,692,5555,2,refund,,696.24
978,692,5554,3,refund,,2637.92
979,693,24258,2,refund,,3683.74
980,694,38479,1,exchange,161,0.00
981,694,38478,1,refund,,1320.30
982,695,43638,1,refund,,1905.32
983,695,43639,1.000,refund,,45.75
984,696,57114,5,refund,,2309.76
985,696,57112,1,refund,,2642.82
986,697,132347,10,refund,,1078.66
987,698,93740,2,refund,,1687.22
988,699,45435,9,refund,,1071.58
989,700,4114,3,exchange,143,0.00
990,701,137189,2,refund,,1252.68
991,701,137187,7,refund,,1463.75
992,702,115570,9,refund,,2483.80
993,702,115572,6,refund,,3063.56
994,703,10342,4,refund,,1343.06
995,704,129341,1,exchange,834,0.00
996,704,129343,1,refund,,1278.83
997,705,1366,1,exchange,542,0.00
998,706,116846,4,refund,,1121.67
999,707,80305,5,exchange,286,0.00
1000,708,6097,3,refund,,2993.23
1001,708,6096,1.000,refund,,2758.20
1002,709,64261,6,refund,,3250.05
1003,709,64260,6,refund,,2508.07
1004,710,9002,2,refund,,3252.70
1005,710,9004,7,exchange,238,0.00
1006,711,137190,1,exchange,117,0.00
1007,712,78233,3,exchange,533,0.00
1008,713,78767,2,refund,,1796.67
1009,714,136433,2,refund,,1276.93
1010,715,22463,1,exchange,970,0.00
1011,715,22465,5,refund,,1343.06
1012,716,19641,2,refund,,151.29
1013,717,147145,2,refund,,2758.75
1014,717,147144,10,refund,,874.41
1015,718,63547,6,refund,,2199.80
1016,718,63548,1.000,refund,,2160.03
1017,719,2996,3,exchange,230,0.00
1018,719,2997,3,refund,,3314.63
1019,720,70035,1,refund,,100.17
1020,721,131254,2,refund,,726.72
1021,722,112664,10,refund,,658.74
1022,723,70254,6,exchange,994,0.00
1023,723,70250,3,exchange,264,0.00
1024,724,42128,1,exchange,139,0.00
1025,724,42129,3,refund,,1208.32
1026,725,144660,3,refund,,1309.93
1027,726,105487,4,refund,,2142.50
1028,726,105491,1,refund,,98.79
1029,727,96630,9,refund,,691.74
1030,728,119036,3,refund,,1109.29
1031,728,119037,4,refund,,242.94
1032,729,109324,3,exchange,498,0.00
1033,729,109326,1,refund,,3083.67
1034,730,1374,5,refund,,2002.01
1035,730,1371,8,refund,,755.45
1036,731,69094,1.000,refund,,2219.71
1037,731,69093,1,refund,,2785.44
1038,732,53602,3,exchange,469,0.00
1039,733,134306,8,exchange,532,0.00
1040,734,118083,8,exchange,445,0.00
1041,734,118086,3,exchange,67,0.00
1042,735,56658,6,refund,,2974.82
1043,735,56659,3,refund,,2939.24
1044,736,49020,2,refund,,1753.95
1045,737,50321,4,exchange,460,0.00
1046,738,81969,5,refund,,2417.32
1047,739,9338,1,exchange,681,0.00
1048,740,106471,6,refund,,1425.15
1049,741,41746,9,refund,,135.04
1050,741,41749,2,refund,,532.97
1051,742,33356,4,refund,,1370.50
1052,742,33355,5,exchange,779,0.00
1053,743,4647,4,refund,,1186.18
1054,744,87789,1,refund,,699.53
1055,745,127184,1,refund,,1958.94
1056,746,76273,3,refund,,1109.29
1058,748,125013,2,refund,,2152.22
1059,749,112517,1,refund,,3138.93
1060,749,112516,2,refund,,4130.15
1061,750,87612,1,exchange,850,0.00
1062,751,108176,1.000,refund,,286.64
1063,751,108175,2,exchange,655,0.00
1064,752,45856,2,refund,,2718.89
1065,752,45858,1,refund,,4128.07
1066,753,25605,7,refund,,2874.99
1067,753,25606,7,refund,,3073.64
1068,754,110783,2,refund,,118.69
1069,755,49719,1,refund,,1674.37
1070,756,123909,2,refund,,2719.62
1071,756,123910,5,refund,,2440.23
1072,757,114379,6,exchange,719,0.00
1073,758,24179,3,refund,,151.29
1074,759,51145,2,refund,,1936.17
1075,760,123681,4,refund,,1700.56
1076,761,66328,6,exchange,700,0.00
1077,762,9625,1,exchange,966,0.00
1078,763,116610,7,refund,,2452.69
1079,764,148905,4,refund,,2133.34
1080,765,71163,2,refund,,1211.36
1081,766,6529,1.000,exchange,448,0.00
1082,766,6528,1.000,exchange,318,0.00
1083,767,66313,4,exchange,800,0.00
1084,768,150006,1,refund,,1350.67
1085,768,150008,7,refund,,2399.92
1086,769,20902,1.000,exchange,332,0.00
1087,769,20901,5,refund,,2646.56
1088,770,116271,5,exchange,430,0.00
1089,771,116689,1,refund,,515.43
1090,771,116688,4,refund,,1711.73
1091,772,55861,3,refund,,1866.08
1092,772,55862,7,refund,,2513.67
1093,773,65010,1,refund,,1827.76
1094,773,65009,3,refund,,1982.59
1095,774,144999,9,exchange,422,0.00
1096,775,65119,5,refund,,1077.71
1097,776,19795,4,refund,,2149.95
1098,777,1984,2,refund,,818.75
1099,778,100410,1,exchange,558,0.00
1100,779,101337,4,exchange,397,0.00
1101,779,101338,10,exchange,190,0.00
1102,780,41729,10,refund,,1056.69
1103,780,41730,6,exchange,988,0.00
1104,781,43530,1,refund,,1029.86
1105,781,43531,2,refund,,2460.16
1106,782,5485,2,refund,,621.48
1107,782,5486,1,exchange,315,0.00
1108,783,46228,1,refund,,2651.34
1109,783,46229,1,exchange,82,0.00
1110,784,53760,2,exchange,455,0.00
1111,785,14254,1,refund,,2527.10
1112,785,14256,1.000,exchange,219,0.00
1116,788,95215,1,refund,,1403.13
1117,788,95214,1.000,refund,,704.36
1118,789,115197,4,refund,,1309.93
1119,789,115196,8,refund,,2217.71
1120,790,3120,3,refund,,2561.11
1121,791,35200,6,refund,,1655.69
1122,791,35199,5,exchange,333,0.00
1123,792,30736,8,refund,,2430.46
1124,793,39417,7,exchange,475,0.00
1125,794,40655,3,exchange,771,0.00
1126,795,84595,1,refund,,951.05
1127,795,84593,1,refund,,3163.03
1128,796,116626,3,refund,,1891.34
1129,796,116625,2,refund,,2002.01
1130,797,72349,1,refund,,1915.60
1131,798,13267,1.000,refund,,2483.80
1132,799,54357,1.000,refund,,1389.22
1133,799,54359,4,refund,,130.89
1134,800,100659,8,refund,,3055.12
1135,801,2747,8,exchange,156,0.00
1136,801,2748,7,refund,,272.66
1137,802,28688,3,exchange,133,0.00
1138,803,47222,2,exchange,438,0.00
1139,803,47223,2,refund,,3063.56
1140,804,70998,8,refund,,873.94
1141,805,117614,6,refund,,541.54
1142,806,110764,3,refund,,1742.58
1143,807,100107,1,refund,,2579.96
1144,808,106345,3,refund,,1469.11
1145,809,86958,1,exchange,135,0.00
1146,810,112821,1.000,refund,,1905.32
1147,810,112817,5,refund,,2364.36
1148,811,46813,1.000,refund,,407.01
1149,812,83053,5,exchange,400,0.00
1150,812,83054,1,exchange,571,0.00
1151,813,23057,4,refund,,2758.75
1152,813,23056,2,refund,,539.47
1153,814,123341,1.000,refund,,1654.94
1154,815,62684,2,refund,,1486.53
1155,815,62687,3,exchange,319,0.00
1156,816,131813,6,refund,,1563.67
1157,817,119964,3,refund,,2123.91
1158,818,143397,1,exchange,769,0.00
1159,818,143398,6,refund,,1785.47
1160,819,24603,2,refund,,3513.13
1161,819,24602,4,exchange,575,0.00
1162,820,53599,2,exchange,604,0.00
1163,821,29720,5,refund,,685.52
1164,821,29719,1.000,refund,,381.63
1165,822,25219,2,exchange,496,0.00
1166,823,59355,1.000,refund,,283.33
1167,824,105312,5,refund,,2084.13
1168,825,148307,3,refund,,2398.41
1169,826,23535,1,refund,,1796.67
1170,827,120850,2,refund,,2954.61
1171,827,120849,9,refund,,2160.03
1172,828,36772,1.000,refund,,1475.54
1173,829,80021,2,refund,,764.21
1174,830,112801,8,exchange,142,0.00
1175,831,145442,1,refund,,1563.67
1177,833,137517,2,refund,,3588.36
1178,834,126951,1,exchange,676,0.00
1179,835,24655,7,refund,,1425.15
1180,836,49275,3,refund,,874.41
1181,837,106500,9,refund,,3180.67
1182,838,90768,2,exchange,716,0.00
1183,839,121626,3,refund,,2325.80
1184,840,141010,2,refund,,2414.72
1185,841,135865,1,refund,,2038.04
1186,842,99711,1.000,refund,,2002.01
1187,843,84969,5,refund,,2954.61
1188,843,84967,2,refund,,2622.09
1189,844,71738,4,exchange,856,0.00
1190,844,71737,1,refund,,815.67
1191,845,87615,1.000,refund,,2276.42
1192,846,132858,1.000,refund,,1183.89
1193,847,138131,3,refund,,1896.85
1194,848,85675,4,refund,,1189.10
1195,848,85677,6,refund,,1586.88
1196,849,68965,4,refund,,407.01
1197,850,92974,1.000,refund,,621.48
1198,851,116639,1.000,refund,,54.33
1199,852,47534,2,exchange,90,0.00
1200,852,47536,3,exchange,820,0.00
1201,853,149723,5,refund,,151.29
1202,854,142606,6,refund,,89.51
1203,855,106385,1,refund,,1262.96
1204,855,106384,4,exchange,545,0.00
1205,856,45969,3,refund,,2309.21
1206,857,55178,1,refund,,2344.97
1207,858,86909,7,refund,,1360.44
1208,859,145770,9,refund,,2570.99
1209,859,145771,3,refund,,2403.32
1211,861,149422,4,refund,,2398.41
1212,862,37109,2,exchange,842,0.00
1213,862,37110,6,exchange,85,0.00
1214,863,27057,1.000,refund,,815.67
1215,863,27053,1,refund,,1048.92
1216,864,57478,1,refund,,2092.58
1217,864,57477,1.000,refund,,1245.37
1218,865,76484,2,exchange,971,0.00
1219,866,120748,5,exchange,483,0.00
1220,866,120749,1.000,refund,,543.46
1221,867,101507,2,exchange,671,0.00
1222,867,101506,1,exchange,102,0.00
1223,868,102035,7,refund,,2485.36
1224,868,102036,4,refund,,705.44
1225,869,7575,1,refund,,2351.02
1226,870,113901,2,refund,,2076.65
1227,871,88532,5,refund,,2540.41
1228,872,6416,2,refund,,2112.40
1229,873,141843,1.000,refund,,1325.84
1230,874,68228,7,refund,,1310.13
1231,874,68227,9,refund,,2993.52
1232,875,147710,2,refund,,1325.84
1233,875,147713,5,exchange,484,0.00
1234,876,33941,1,refund,,496.50
1235,877,70473,4,refund,,1135.35
1236,878,56597,1.000,refund,,1744.87
1237,879,37063,1,exchange,735,0.00
1238,880,63253,4,refund,,2412.74
1239,881,39242,2,refund,,1148.81
1240,881,39243,6,exchange,840,0.00
1241,882,86641,4,refund,,390.46
1242,883,131915,3,exchange,871,0.00
1243,884,69046,2,exchange,538,0.00
1244,884,69047,6,refund,,2109.81
1245,885,57981,7,refund,,2414.72
1246,886,75146,1,refund,,283.33
1247,886,75147,1.000,exchange,621,0.00
1248,887,8740,4,exchange,943,0.00
1249,888,4351,1.000,refund,,720.71
1250,888,4353,4,exchange,307,0.00
1251,889,141956,2,refund,,1262.96
1252,890,133327,3,refund,,2760.41
1253,890,133331,2,exchange,608,0.00
1254,891,134168,1,refund,,538.89
1255,891,134167,3,refund,,815.67
1256,892,67265,4,refund,,2518.29
1257,893,148994,5,refund,,1140.17
1258,894,95977,1,refund,,1371.86
1259,895,46949,2,exchange,729,0.00
1260,896,118187,1,refund,,3073.64
1261,897,101854,1.000,refund,,1135.35
1262,898,50393,7,refund,,1038.34
1263,899,41256,7,refund,,1541.68
1264,899,41257,3,refund,,1556.72
1265,900,43162,2,refund,,2979.20
1266,901,79372,4,exchange,90,0.00
1267,901,79371,7,refund,,410.74
1268,902,145895,2,refund,,742.58
1269,903,126963,1,exchange,714,0.00
1270,903,126962,6,refund,,3285.82
1271,904,105632,1,refund,,951.05
1274,906,57970,5,refund,,1043.87
1275,906,57969,1,refund,,410.03
1276,907,110102,9,refund,,1541.68
1277,908,6784,4,exchange,957,0.00
1278,908,6783,3,exchange,191,0.00
1279,909,66766,1,exchange,278,0.00
1280,910,93856,2,refund,,2402.23
1281,911,85526,5,refund,,725.45
1282,912,3873,1.000,refund,,258.05
1283,912,3872,7,refund,,1993.48
1284,913,140917,1,exchange,510,0.00
1285,913,140919,2,refund,,2291.00
1286,914,63830,1.000,refund,,277.89
1287,914,63829,1.000,exchange,989,0.00
1288,915,66625,2,refund,,2250.91
1289,916,82984,2,exchange,578,0.00
1290,917,74698,2,refund,,589.87
1291,918,54444,5,refund,,941.64
1292,919,22571,3,refund,,642.52
1293,920,146882,2,refund,,1955.26
1294,921,71316,7,refund,,2344.97
1295,922,16305,1,refund,,964.88
1296,923,64347,1.000,refund,,2694.24
1297,923,64348,3,refund,,3479.81
1298,924,109307,2,refund,,518.00
1299,925,25272,5,refund,,3334.43
1300,926,101678,1,exchange,137,0.00
1301,926,101676,3,exchange,84,0.00
1302,927,38067,7,exchange,68,0.00
1303,928,143777,3,refund,,2407.35
1304,929,79733,4,refund,,717.98
1305,930,63587,8,refund,,3138.93
1306,930,63588,6,refund,,269.82
1307,931,38071,5,refund,,717.98
1308,931,38072,2,refund,,3170.64
1309,932,15109,1,exchange,876,0.00
1310,933,344,4,refund,,301.17
1311,933,341,2,refund,,1785.47
1312,934,76969,1,refund,,3533.76
1313,935,80114,2,refund,,617.90
1314,936,2727,2,exchange,4,0.00
1315,937,18006,7,exchange,903,0.00
1316,937,18007,1,refund,,1476.72
1317,938,64876,2,exchange,208,0.00
1318,939,20438,2,refund,,2118.14
1319,939,20437,4,refund,,736.62
1320,940,52387,1,refund,,1350.67
1321,941,124695,1.000,refund,,711.87
1322,941,124692,5,exchange,1007,0.00
1323,942,60078,3,refund,,1686.84
1324,942,60080,1,refund,,3170.64
1325,943,64087,7,refund,,1274.13
1326,944,10460,1,refund,,2540.41
1327,945,58969,1.000,refund,,1905.32
1328,945,58968,10,refund,,3734.46
1329,946,26077,5,refund,,2557.48
1330,946,26080,2,exchange,984,0.00
1331,947,47860,2,refund,,3179.38
1332,948,53522,1.000,refund,,959.76
1333,948,53523,2,refund,,1276.82
1334,949,45161,2,refund,,364.81
1335,949,45160,2,refund,,1023.33
1336,950,6010,1,refund,,539.43
1337,950,6011,7,refund,,240.37
1338,951,33284,1,refund,,1696.35
1339,952,113085,4,refund,,390.46
1340,953,68000,6,refund,,1960.57
1341,953,68001,2,refund,,617.90
1342,954,25308,6,refund,,1066.34
1343,955,123108,4,exchange,141,0.00
1344,956,138467,1,exchange,502,0.00
1345,957,139808,1.000,exchange,260,0.00
1346,957,139807,1,refund,,3157.67
1347,958,108506,3,refund,,503.30
1348,958,108504,3,refund,,3990.65
1349,959,142943,8,exchange,726,0.00
1350,960,46585,1.000,refund,,151.29
1351,961,14319,2,refund,,685.52
1352,961,14320,5,exchange,601,0.00
1353,962,44083,1.000,refund,,4128.07
1354,962,44082,6,refund,,3840.35
1355,963,23005,3,exchange,179,0.00
1356,963,23003,3,refund,,420.07
1357,964,18607,2,refund,,2440.23
1358,965,38402,2,refund,,704.36
1359,966,19451,1,refund,,2845.64
1360,967,121423,2,refund,,3250.05
1361,967,121425,1.000,refund,,1463.75
1362,968,68043,6,exchange,934,0.00
1363,969,112994,3,refund,,420.07
1364,970,39666,5,refund,,2369.19
1365,970,39665,8,refund,,487.86
1366,971,133034,3,exchange,696,0.00
1367,972,108779,7,exchange,290,0.00
1368,973,13692,1.000,refund,,178.58
1369,973,13689,3,refund,,2538.86
1370,974,128162,3,refund,,3990.65
1371,974,128160,3,refund,,103.11
1372,975,63634,3,exchange,517,0.00
1373,975,63635,1,refund,,2546.56
1374,976,131646,5,refund,,1517.55
1375,976,131644,9,exchange,210,0.00
1376,977,78768,10,refund,,1676.19
1377,978,136780,1,refund,,3516.69
1378,979,36969,1,refund,,2535.80
1379,980,82218,1.000,refund,,3084.28
1380,980,82217,4,exchange,916,0.00
1381,981,34094,1.000,refund,,406.78
1382,982,17430,2,exchange,174,0.00
1383,982,17432,4,refund,,2409.28
1384,983,49603,4,refund,,2495.73
1385,983,49602,2,refund,,798.36
1386,984,129715,2,refund,,642.52
1387,985,72844,1,refund,,1970.92
1388,986,60439,1,refund,,1178.62
1389,986,60440,3,exchange,16,0.00
1390,987,59802,2,refund,,1310.13
1391,988,52964,3,refund,,2219.20
1392,989,131524,2,refund,,677.01
1393,989,131526,2,exchange,606,0.00
1394,990,73982,1,refund,,3751.57
1395,990,73980,2,exchange,894,0.00
1396,991,22392,5,refund,,544.34
1397,991,22391,1.000,refund,,103.11
1398,992,137043,1,refund,,643.62
1399,993,69211,6,refund,,387.96
1400,994,119152,2,refund,,2527.10
1401,995,1052,1,exchange,483,0.00
1402,995,1051,3,refund,,1605.18
1404,997,149632,7,refund,,2540.41
1405,997,149631,5,refund,,3486.24
1406,998,139596,1,exchange,786,0.00
1407,999,50046,7,refund,,293.35
1408,999,50047,1,refund,,1487.89
1409,1000,3696,1,refund,,1711.49
