id,order_id,nfe_number,nfe_access_key,series,issued_at,status,total_amount,xml_storage_uri,created_at,updated_at
4050,5745,NFE000004050,19401968294138124381162931481870454160276322,001,2024-01-27 00:11:54,authorized,12509.40,s3://lh-nautical-nfe/19401968294138124381162931481870454160276322.xml,2024-01-27 00:11:54,2024-01-27 00:11:54
4051,5746,NFE000004051,02053157112396070436014938955448761966617107,001,2024-10-24 12:14:18,authorized,70482.51,s3://lh-nautical-nfe/02053157112396070436014938955448761966617107.xml,2024-10-24 12:14:18,2024-10-24 12:14:18
4052,5748,NFE000004052,22165749663046302972181260806725447798456823,001,2022-04-11 21:09:34,authorized,68855.50,s3://lh-nautical-nfe/22165749663046302972181260806725447798456823.xml,2022-04-11 21:09:34,2022-04-11 21:09:34
4053,5750,NFE000004053,75710902059087710300300551683534630509961883,001,2020-07-02 10:55:11,authorized,27249.53,s3://lh-nautical-nfe/75710902059087710300300551683534630509961883.xml,2020-07-02 10:55:11,2020-07-02 10:55:11
4054,5751,NFE000004054,24876525069412001339558428295913025846100560,001,2025-03-29 17:33:15,authorized,25534.36,s3://lh-nautical-nfe/24876525069412001339558428295913025846100560.xml,2025-03-29 17:33:15,2025-03-29 17:33:15
4055,5752,NFE000004055,17119812065625300827094145340048764527476266,001,2021-07-04 10:38:59,authorized,18331.52,s3://lh-nautical-nfe/17119812065625300827094145340048764527476266.xml,2021-07-04 10:38:59,2021-07-04 10:38:59
4056,5753,NFE000004056,01830093458832407459633061186971173397284257,001,2023-01-09 08:40:17,authorized,56985.44,s3://lh-nautical-nfe/01830093458832407459633061186971173397284257.xml,2023-01-09 08:40:17,2023-01-09 08:40:17
4057,5755,NFE000004057,03779656725701153898086397032575734863665495,001,2024-10-01 23:07:48,authorized,11936.89,s3://lh-nautical-nfe/03779656725701153898086397032575734863665495.xml,2024-10-01 23:07:48,2024-10-01 23:07:48
4058,5758,NFE000004058,07032128552465418314884692468284483605323083,001,2022-11-06 00:50:42,authorized,45307.89,s3://lh-nautical-nfe/07032128552465418314884692468284483605323083.xml,2022-11-06 00:50:42,2022-11-06 00:50:42
4059,5759,NFE000004059,68974151656699556302161554581021236600977274,001,2025-02-14 19:08:03,authorized,24812.30,s3://lh-nautical-nfe/68974151656699556302161554581021236600977274.xml,2025-02-14 19:08:03,2025-02-14 19:08:03
4060,5760,NFE000004060,83890562945281767323228008169290958346720838,001,2025-01-05 09:52:33,authorized,33359.17,s3://lh-nautical-nfe/83890562945281767323228008169290958346720838.xml,2025-01-05 09:52:33,2025-01-05 09:52:33
4061,5761,NFE000004061,43073093368560398970375018549536558913082655,001,2026-12-13 18:42:28,authorized,71127.90,s3://lh-nautical-nfe/43073093368560398970375018549536558913082655.xml,2026-12-13 18:42:28,2026-12-13 18:42:28
4062,5762,NFE000004062,85357253950150794808322007533146317800567711,001,2025-10-11 21:46:37,authorized,28106.35,s3://lh-nautical-nfe/85357253950150794808322007533146317800567711.xml,2025-10-11 21:46:37,2025-10-11 21:46:37
4064,5764,NFE000004064,99479507321854495256968703027572151727074135,001,2026-05-01 18:17:18,authorized,699.53,s3://lh-nautical-nfe/99479507321854495256968703027572151727074135.xml,2026-05-01 18:17:18,2026-05-01 18:17:18
4065,5766,NFE000004065,05014431657082195335076788571560045842293294,001,2023-09-12 09:12:33,authorized,46656.73,s3://lh-nautical-nfe/05014431657082195335076788571560045842293294.xml,2023-09-12 09:12:33,2023-09-12 09:12:33
4066,5767,NFE000004066,35859002339230301045077439386996018799829482,001,2026-05-02 08:18:25,authorized,15614.24,s3://lh-nautical-nfe/35859002339230301045077439386996018799829482.xml,2026-05-02 08:18:25,2026-05-02 08:18:25
4067,5768,NFE000004067,69775124761168706422288462470337354586925982,001,2021-12-18 08:30:06,authorized,5496.42,s3://lh-nautical-nfe/69775124761168706422288462470337354586925982.xml,2021-12-18 08:30:06,2021-12-18 08:30:06
4068,5769,NFE000004068,83849370229932627949067135388783745459691453,001,2021-01-05 19:15:23,authorized,10825.33,s3://lh-nautical-nfe/83849370229932627949067135388783745459691453.xml,2021-01-05 19:15:23,2021-01-05 19:15:23
4069,5770,NFE000004069,71618516777525101676782547562056188811508175,001,2026-03-07 16:27:38,authorized,36433.10,s3://lh-nautical-nfe/71618516777525101676782547562056188811508175.xml,2026-03-07 16:27:38,2026-03-07 16:27:38
4070,5771,NFE000004070,24635028029681312526575277916016689792664565,001,2024-08-06 23:54:31,authorized,2843.46,s3://lh-nautical-nfe/24635028029681312526575277916016689792664565.xml,2024-08-06 23:54:31,2024-08-06 23:54:31
4071,5772,NFE000004071,83816362932677935125952995999133033624737338,001,2024-02-20 09:56:28,authorized,41261.77,s3://lh-nautical-nfe/83816362932677935125952995999133033624737338.xml,2024-02-20 09:56:28,2024-02-20 09:56:28
4072,5773,NFE000004072,91508481314563120884863403156601094282345550,001,2025-03-13 03:08:35,authorized,9481.39,s3://lh-nautical-nfe/91508481314563120884863403156601094282345550.xml,2025-03-13 03:08:35,2025-03-13 03:08:35
4073,5774,NFE000004073,51041222169563581149656365570292679964732959,001,2023-11-24 00:14:46,authorized,18660.04,s3://lh-nautical-nfe/51041222169563581149656365570292679964732959.xml,2023-11-24 00:14:46,2023-11-24 00:14:46
4074,5777,NFE000004074,92337574991099489912691852470772960449627524,001,2025-02-10 23:07:49,authorized,16040.02,s3://lh-nautical-nfe/92337574991099489912691852470772960449627524.xml,2025-02-10 23:07:49,2025-02-10 23:07:49
4075,5778,NFE000004075,82657052663137814137974970489499422290171326,001,2024-09-11 18:53:30,authorized,103315.08,s3://lh-nautical-nfe/82657052663137814137974970489499422290171326.xml,2024-09-11 18:53:30,2024-09-11 18:53:30
4076,5779,NFE000004076,27000045212970598216924900077398708461098540,001,2026-12-08 13:32:25,authorized,59003.22,s3://lh-nautical-nfe/27000045212970598216924900077398708461098540.xml,2026-12-08 13:32:25,2026-12-08 13:32:25
4077,5780,NFE000004077,83333703113498433293655257661337028316047093,001,2026-10-05 18:37:28,authorized,876.99,s3://lh-nautical-nfe/83333703113498433293655257661337028316047093.xml,2026-10-05 18:37:28,2026-10-05 18:37:28
4078,5781,NFE000004078,45405826853868683722412637449610294809584355,001,2020-11-23 04:21:31,authorized,31458.87,s3://lh-nautical-nfe/45405826853868683722412637449610294809584355.xml,2020-11-23 04:21:31,2020-11-23 04:21:31
4079,5782,NFE000004079,95878521292190210456398867948855796015412374,001,2026-07-06 10:25:02,authorized,6210.28,s3://lh-nautical-nfe/95878521292190210456398867948855796015412374.xml,2026-07-06 10:25:02,2026-07-06 10:25:02
4080,5783,NFE000004080,70015490589508025186578270613704110235419201,001,2022-02-15 16:06:40,authorized,1374.72,s3://lh-nautical-nfe/70015490589508025186578270613704110235419201.xml,2022-02-15 16:06:40,2022-02-15 16:06:40
4081,5786,NFE000004081,45010027319751580460277927065971577021935026,001,2022-09-17 10:21:47,authorized,46504.60,s3://lh-nautical-nfe/45010027319751580460277927065971577021935026.xml,2022-09-17 10:21:47,2022-09-17 10:21:47
4082,5787,NFE000004082,47527914996034304583369271010885854609189612,001,2025-01-03 10:12:18,authorized,83985.91,s3://lh-nautical-nfe/47527914996034304583369271010885854609189612.xml,2025-01-03 10:12:18,2025-01-03 10:12:18
4083,5788,NFE000004083,58254234293361772366831612522423939107930277,001,2024-04-02 16:41:08,authorized,7386.39,s3://lh-nautical-nfe/58254234293361772366831612522423939107930277.xml,2024-04-02 16:41:08,2024-04-02 16:41:08
4084,5789,NFE000004084,05177274843848459086290806986312075307673451,001,2022-06-19 03:30:13,authorized,10606.23,s3://lh-nautical-nfe/05177274843848459086290806986312075307673451.xml,2022-06-19 03:30:13,2022-06-19 03:30:13
4085,5790,NFE000004085,54584002416142743749503649321055387687264176,001,2023-02-02 04:37:37,authorized,2230.62,s3://lh-nautical-nfe/54584002416142743749503649321055387687264176.xml,2023-02-02 04:37:37,2023-02-02 04:37:37
4086,5791,NFE000004086,77023896959530241199389646261053605724906619,001,2025-05-10 08:39:31,authorized,13689.77,s3://lh-nautical-nfe/77023896959530241199389646261053605724906619.xml,2025-05-10 08:39:31,2025-05-10 08:39:31
4087,5792,NFE000004087,26719184436262095435201426107965779060106028,001,2026-04-14 04:59:37,authorized,22896.39,s3://lh-nautical-nfe/26719184436262095435201426107965779060106028.xml,2026-04-14 04:59:37,2026-04-14 04:59:37
4088,5793,NFE000004088,65405971392942620125062703947318996778451102,001,2026-03-02 14:31:39,authorized,24192.03,s3://lh-nautical-nfe/65405971392942620125062703947318996778451102.xml,2026-03-02 14:31:39,2026-03-02 14:31:39
4089,5794,NFE000004089,96562880916604406150893000698784843455079222,001,2020-06-27 03:33:59,authorized,40365.48,s3://lh-nautical-nfe/96562880916604406150893000698784843455079222.xml,2020-06-27 03:33:59,2020-06-27 03:33:59
4090,5795,NFE000004090,45835765005740644156750221183043523212305072,001,2026-11-07 13:25:52,authorized,15246.66,s3://lh-nautical-nfe/45835765005740644156750221183043523212305072.xml,2026-11-07 13:25:52,2026-11-07 13:25:52
4091,5796,NFE000004091,79661282114685072514587651904076793255355400,001,2020-12-24 19:12:12,authorized,43922.24,s3://lh-nautical-nfe/79661282114685072514587651904076793255355400.xml,2020-12-24 19:12:12,2020-12-24 19:12:12
4092,5797,NFE000004092,29971648243871979694088497060869901196631264,001,2024-10-26 09:13:18,authorized,10693.07,s3://lh-nautical-nfe/29971648243871979694088497060869901196631264.xml,2024-10-26 09:13:18,2024-10-26 09:13:18
4093,5798,NFE000004093,98521522020889719800624375624722103641090717,001,2026-02-15 20:40:12,authorized,56132.08,s3://lh-nautical-nfe/98521522020889719800624375624722103641090717.xml,2026-02-15 20:40:12,2026-02-15 20:40:12
4094,5799,NFE000004094,71370958197278153211668163557876595274715291,001,2026-03-12 11:25:16,authorized,52468.30,s3://lh-nautical-nfe/71370958197278153211668163557876595274715291.xml,2026-03-12 11:25:16,2026-03-12 11:25:16
4095,5800,NFE000004095,30654973698807765267192405898114919484305876,001,2020-12-10 12:46:09,authorized,20116.15,s3://lh-nautical-nfe/30654973698807765267192405898114919484305876.xml,2020-12-10 12:46:09,2020-12-10 12:46:09
4096,5802,NFE000004096,43803729168078161000904555941432378412527013,001,2026-12-30 02:48:32,authorized,29325.24,s3://lh-nautical-nfe/43803729168078161000904555941432378412527013.xml,2026-12-30 02:48:32,2026-12-30 02:48:32
4097,5803,NFE000004097,54650947418826147221849626595926324294278393,001,2021-12-05 20:02:59,authorized,54105.15,s3://lh-nautical-nfe/54650947418826147221849626595926324294278393.xml,2021-12-05 20:02:59,2021-12-05 20:02:59
4098,5805,NFE000004098,30770117674775392497334989638414658269260508,001,2020-03-30 17:25:09,authorized,35768.78,s3://lh-nautical-nfe/30770117674775392497334989638414658269260508.xml,2020-03-30 17:25:09,2020-03-30 17:25:09
4099,5806,NFE000004099,00816324474701868659118460682322569812904229,001,2026-12-27 02:34:07,authorized,57561.31,s3://lh-nautical-nfe/00816324474701868659118460682322569812904229.xml,2026-12-27 02:34:07,2026-12-27 02:34:07
4100,5807,NFE000004100,73721949708684390670823618320217507861859004,001,2025-09-15 15:51:40,cancelled,49908.86,s3://lh-nautical-nfe/73721949708684390670823618320217507861859004.xml,2025-09-15 15:51:40,2025-09-15 15:51:40
4101,5808,NFE000004101,61181911826862085186160553602746231286671158,001,2020-10-08 12:56:47,authorized,23917.37,s3://lh-nautical-nfe/61181911826862085186160553602746231286671158.xml,2020-10-08 12:56:47,2020-10-08 12:56:47
4102,5809,NFE000004102,64797509761464282797415066684063913742409877,001,2021-10-05 10:43:08,authorized,42375.10,s3://lh-nautical-nfe/64797509761464282797415066684063913742409877.xml,2021-10-05 10:43:08,2021-10-05 10:43:08
4103,5810,NFE000004103,59121823932802112848641099865431937221209835,001,2021-01-19 08:48:21,authorized,55097.95,s3://lh-nautical-nfe/59121823932802112848641099865431937221209835.xml,2021-01-19 08:48:21,2021-01-19 08:48:21
4104,5811,NFE000004104,29336129409911969294786314037395673565994382,001,2026-05-08 06:54:31,authorized,1311.40,s3://lh-nautical-nfe/29336129409911969294786314037395673565994382.xml,2026-05-08 06:54:31,2026-05-08 06:54:31
4105,5812,NFE000004105,02898444983252010881609665950739607406953216,001,2025-06-06 22:03:43,authorized,64411.57,s3://lh-nautical-nfe/02898444983252010881609665950739607406953216.xml,2025-06-06 22:03:43,2025-06-06 22:03:43
4106,5815,NFE000004106,29076169406394634401311432480389772770159481,001,2022-12-18 20:19:10,authorized,9566.36,s3://lh-nautical-nfe/29076169406394634401311432480389772770159481.xml,2022-12-18 20:19:10,2022-12-18 20:19:10
4107,5817,NFE000004107,17974988661894211453430585581588754020497036,001,2024-07-07 12:57:30,authorized,971.65,s3://lh-nautical-nfe/17974988661894211453430585581588754020497036.xml,2024-07-07 12:57:30,2024-07-07 12:57:30
4108,5819,NFE000004108,62819518720392322389651773682507371547150591,001,2026-12-02 11:32:26,authorized,30824.76,s3://lh-nautical-nfe/62819518720392322389651773682507371547150591.xml,2026-12-02 11:32:26,2026-12-02 11:32:26
4109,5821,NFE000004109,01335227098580791947382441061623220435131976,001,2025-08-12 14:15:43,authorized,14024.44,s3://lh-nautical-nfe/01335227098580791947382441061623220435131976.xml,2025-08-12 14:15:43,2025-08-12 14:15:43
4110,5822,NFE000004110,60883994233835800808104806023104138136587473,001,2025-03-13 08:12:36,authorized,18710.55,s3://lh-nautical-nfe/60883994233835800808104806023104138136587473.xml,2025-03-13 08:12:36,2025-03-13 08:12:36
4111,5824,NFE000004111,27910877594633695115302953011812529729495002,001,2021-02-12 20:13:57,authorized,61328.99,s3://lh-nautical-nfe/27910877594633695115302953011812529729495002.xml,2021-02-12 20:13:57,2021-02-12 20:13:57
4112,5825,NFE000004112,69344953013415018631407009832224489465809074,001,2025-11-07 00:28:24,authorized,3444.51,s3://lh-nautical-nfe/69344953013415018631407009832224489465809074.xml,2025-11-07 00:28:24,2025-11-07 00:28:24
4113,5829,NFE000004113,40342913399693159239329425456905382067755868,001,2026-11-19 02:13:44,authorized,12894.74,s3://lh-nautical-nfe/40342913399693159239329425456905382067755868.xml,2026-11-19 02:13:44,2026-11-19 02:13:44
4114,5830,NFE000004114,01780147702123276016450757180808616098179333,001,2023-07-01 00:02:20,authorized,48323.92,s3://lh-nautical-nfe/01780147702123276016450757180808616098179333.xml,2023-07-01 00:02:20,2023-07-01 00:02:20
4115,5831,NFE000004115,54078113454929789935933801635053309070636869,001,2020-12-06 06:38:23,authorized,62056.19,s3://lh-nautical-nfe/54078113454929789935933801635053309070636869.xml,2020-12-06 06:38:23,2020-12-06 06:38:23
4116,5833,NFE000004116,99870482943821521953476677269174075269163698,001,2021-11-07 22:01:54,authorized,5233.04,s3://lh-nautical-nfe/99870482943821521953476677269174075269163698.xml,2021-11-07 22:01:54,2021-11-07 22:01:54
4117,5834,NFE000004117,48193572897657127410577730997327820386249433,001,2024-01-02 10:27:19,authorized,3639.76,s3://lh-nautical-nfe/48193572897657127410577730997327820386249433.xml,2024-01-02 10:27:19,2024-01-02 10:27:19
4118,5835,NFE000004118,79395273438983830543653892713804177327820128,001,2026-08-29 00:50:03,authorized,70485.25,s3://lh-nautical-nfe/79395273438983830543653892713804177327820128.xml,2026-08-29 00:50:03,2026-08-29 00:50:03
4119,5837,NFE000004119,74013909890902680884262658786420109565165569,001,2026-12-10 23:46:10,authorized,15681.33,s3://lh-nautical-nfe/74013909890902680884262658786420109565165569.xml,2026-12-10 23:46:10,2026-12-10 23:46:10
4120,5839,NFE000004120,68103899487719760246820859599135076015172180,001,2024-02-15 14:09:01,authorized,7805.50,s3://lh-nautical-nfe/68103899487719760246820859599135076015172180.xml,2024-02-15 14:09:01,2024-02-15 14:09:01
4121,5841,NFE000004121,02854764820731506817192395887376861037527141,001,2026-05-09 12:26:19,authorized,21724.82,s3://lh-nautical-nfe/02854764820731506817192395887376861037527141.xml,2026-05-09 12:26:19,2026-05-09 12:26:19
4122,5842,NFE000004122,24844347189708535941201081909038849082479461,001,2022-12-23 00:34:51,rejected,10611.11,s3://lh-nautical-nfe/24844347189708535941201081909038849082479461.xml,2022-12-23 00:34:51,2022-12-23 00:34:51
4123,5843,NFE000004123,49062459994740939538766041676290813252601912,001,2026-09-13 00:03:12,authorized,12155.28,s3://lh-nautical-nfe/49062459994740939538766041676290813252601912.xml,2026-09-13 00:03:12,2026-09-13 00:03:12
4124,5845,NFE000004124,56423529557483442870463664441961046211001888,001,2022-04-29 13:46:52,cancelled,28965.16,s3://lh-nautical-nfe/56423529557483442870463664441961046211001888.xml,2022-04-29 13:46:52,2022-04-29 13:46:52
4125,5846,NFE000004125,62254287820551853517783718200460847816744304,001,2025-03-28 12:30:04,authorized,18166.95,s3://lh-nautical-nfe/62254287820551853517783718200460847816744304.xml,2025-03-28 12:30:04,2025-03-28 12:30:04
4126,5847,NFE000004126,71403936480190449941675297013367349977222212,001,2024-09-17 14:11:00,authorized,8240.35,s3://lh-nautical-nfe/71403936480190449941675297013367349977222212.xml,2024-09-17 14:11:00,2024-09-17 14:11:00
4127,5848,NFE000004127,16275907552893044821917480788634599886837885,001,2025-08-11 22:07:57,authorized,38641.85,s3://lh-nautical-nfe/16275907552893044821917480788634599886837885.xml,2025-08-11 22:07:57,2025-08-11 22:07:57
4128,5849,NFE000004128,54505238808665564041833652076971872519572847,001,2021-12-22 01:03:13,authorized,36301.20,s3://lh-nautical-nfe/54505238808665564041833652076971872519572847.xml,2021-12-22 01:03:13,2021-12-22 01:03:13
4129,5850,NFE000004129,31245959948609348982717826677613229854172154,001,2023-01-15 02:40:10,authorized,41604.60,s3://lh-nautical-nfe/31245959948609348982717826677613229854172154.xml,2023-01-15 02:40:10,2023-01-15 02:40:10
4130,5851,NFE000004130,98905116059578095373373897967222242366553908,001,2025-08-18 01:39:32,authorized,47255.25,s3://lh-nautical-nfe/98905116059578095373373897967222242366553908.xml,2025-08-18 01:39:32,2025-08-18 01:39:32
4131,5852,NFE000004131,80267117492755229663058813785947756155486821,001,2025-03-28 07:26:29,authorized,17708.18,s3://lh-nautical-nfe/80267117492755229663058813785947756155486821.xml,2025-03-28 07:26:29,2025-03-28 07:26:29
4132,5854,NFE000004132,13964665753908340236090311900742813879513288,001,2021-09-08 02:22:31,authorized,17303.57,s3://lh-nautical-nfe/13964665753908340236090311900742813879513288.xml,2021-09-08 02:22:31,2021-09-08 02:22:31
4133,5855,NFE000004133,59518819319067833165922297884101648981189288,001,2023-07-05 13:44:16,authorized,1285.04,s3://lh-nautical-nfe/59518819319067833165922297884101648981189288.xml,2023-07-05 13:44:16,2023-07-05 13:44:16
4135,5861,NFE000004135,38887154061579894473300813374440491766840515,001,2021-11-17 15:06:05,authorized,59225.10,s3://lh-nautical-nfe/38887154061579894473300813374440491766840515.xml,2021-11-17 15:06:05,2021-11-17 15:06:05
4136,5863,NFE000004136,89441556759633232946238206611343133715312061,001,2020-11-07 01:35:20,authorized,17787.97,s3://lh-nautical-nfe/89441556759633232946238206611343133715312061.xml,2020-11-07 01:35:20,2020-11-07 01:35:20
4137,5864,NFE000004137,46940001532496494263611272701563193454905621,001,2025-09-06 20:24:05,authorized,39185.51,s3://lh-nautical-nfe/46940001532496494263611272701563193454905621.xml,2025-09-06 20:24:05,2025-09-06 20:24:05
4138,5866,NFE000004138,96762415877395246741746957093611121058203777,001,2022-10-03 15:19:08,cancelled,2435.18,s3://lh-nautical-nfe/96762415877395246741746957093611121058203777.xml,2022-10-03 15:19:08,2022-10-03 15:19:08
4139,5867,NFE000004139,19302003014609020547902540197312206928911038,001,2023-12-16 10:38:06,authorized,18559.38,s3://lh-nautical-nfe/19302003014609020547902540197312206928911038.xml,2023-12-16 10:38:06,2023-12-16 10:38:06
4140,5869,NFE000004140,32441190749765357635289143525072870627728025,001,2026-01-20 23:14:56,authorized,24278.78,s3://lh-nautical-nfe/32441190749765357635289143525072870627728025.xml,2026-01-20 23:14:56,2026-01-20 23:14:56
4141,5870,NFE000004141,52647931690080560299197247675799189972082945,001,2022-02-12 16:06:28,authorized,15513.33,s3://lh-nautical-nfe/52647931690080560299197247675799189972082945.xml,2022-02-12 16:06:28,2022-02-12 16:06:28
4142,5872,NFE000004142,27874276353574149317966111365471324888953053,001,2021-01-06 09:50:06,authorized,43307.80,s3://lh-nautical-nfe/27874276353574149317966111365471324888953053.xml,2021-01-06 09:50:06,2021-01-06 09:50:06
4143,5874,NFE000004143,24882889720970064896423139081217762533486340,001,2021-12-26 12:21:19,authorized,6945.96,s3://lh-nautical-nfe/24882889720970064896423139081217762533486340.xml,2021-12-26 12:21:19,2021-12-26 12:21:19
4144,5875,NFE000004144,16158639916141510849283020487249941256160620,001,2024-12-03 19:50:49,authorized,85561.82,s3://lh-nautical-nfe/16158639916141510849283020487249941256160620.xml,2024-12-03 19:50:49,2024-12-03 19:50:49
4145,5876,NFE000004145,35915124348339466038372877387378872317966920,001,2023-04-25 06:56:27,authorized,27544.04,s3://lh-nautical-nfe/35915124348339466038372877387378872317966920.xml,2023-04-25 06:56:27,2023-04-25 06:56:27
4146,5879,NFE000004146,47938583505680082885658702660366774546791967,001,2023-04-11 13:57:14,authorized,26644.54,s3://lh-nautical-nfe/47938583505680082885658702660366774546791967.xml,2023-04-11 13:57:14,2023-04-11 13:57:14
4147,5881,NFE000004147,24360477704605280341815731997378961919015165,001,2025-02-14 03:33:59,authorized,28272.32,s3://lh-nautical-nfe/24360477704605280341815731997378961919015165.xml,2025-02-14 03:33:59,2025-02-14 03:33:59
4148,5882,NFE000004148,14826645338947902083670967080660816361667820,001,2020-12-13 21:14:54,authorized,43754.26,s3://lh-nautical-nfe/14826645338947902083670967080660816361667820.xml,2020-12-13 21:14:54,2020-12-13 21:14:54
4149,5884,NFE000004149,37246333415881666152468626206218759850533259,001,2023-01-12 14:12:03,authorized,65512.29,s3://lh-nautical-nfe/37246333415881666152468626206218759850533259.xml,2023-01-12 14:12:03,2023-01-12 14:12:03
4150,5885,NFE000004150,36449178902431036914738561177163367219913119,001,2022-06-10 17:27:03,authorized,26459.84,s3://lh-nautical-nfe/36449178902431036914738561177163367219913119.xml,2022-06-10 17:27:03,2022-06-10 17:27:03
4151,5886,NFE000004151,85135973026804199424613619263748945115573080,001,2026-03-30 17:16:48,authorized,77205.46,s3://lh-nautical-nfe/85135973026804199424613619263748945115573080.xml,2026-03-30 17:16:48,2026-03-30 17:16:48
4152,5887,NFE000004152,77537274179930035604264996528481744870190039,001,2024-11-01 18:27:42,authorized,33492.56,s3://lh-nautical-nfe/77537274179930035604264996528481744870190039.xml,2024-11-01 18:27:42,2024-11-01 18:27:42
4153,5888,NFE000004153,50974857596129746733609447736100857862392021,001,2026-07-08 16:51:21,authorized,61208.94,s3://lh-nautical-nfe/50974857596129746733609447736100857862392021.xml,2026-07-08 16:51:21,2026-07-08 16:51:21
4154,5889,NFE000004154,00989360949657709863627780002950785539016351,001,2025-03-09 17:17:46,authorized,10417.80,s3://lh-nautical-nfe/00989360949657709863627780002950785539016351.xml,2025-03-09 17:17:46,2025-03-09 17:17:46
4155,5890,NFE000004155,16714373821337846326383508433784975303605217,001,2024-12-04 05:28:05,cancelled,20484.66,s3://lh-nautical-nfe/16714373821337846326383508433784975303605217.xml,2024-12-04 05:28:05,2024-12-04 05:28:05
4156,5891,NFE000004156,79907796249781115718033720248703305948783307,001,2022-06-06 22:11:45,authorized,16845.09,s3://lh-nautical-nfe/79907796249781115718033720248703305948783307.xml,2022-06-06 22:11:45,2022-06-06 22:11:45
4157,5892,NFE000004157,77637364504543309773937055863756910560090699,001,2026-05-01 20:39:43,authorized,6841.02,s3://lh-nautical-nfe/77637364504543309773937055863756910560090699.xml,2026-05-01 20:39:43,2026-05-01 20:39:43
4158,5893,NFE000004158,81397638665357580325207933500710889671599114,001,2025-03-03 09:05:59,authorized,48141.92,s3://lh-nautical-nfe/81397638665357580325207933500710889671599114.xml,2025-03-03 09:05:59,2025-03-03 09:05:59
4159,5894,NFE000004159,70620052851337271532314582282614158605316078,001,2025-09-26 06:57:33,authorized,9893.16,s3://lh-nautical-nfe/70620052851337271532314582282614158605316078.xml,2025-09-26 06:57:33,2025-09-26 06:57:33
4160,5895,NFE000004160,71687031577215111496274512493022299183134480,001,2024-01-30 03:38:54,authorized,22335.56,s3://lh-nautical-nfe/71687031577215111496274512493022299183134480.xml,2024-01-30 03:38:54,2024-01-30 03:38:54
4161,5896,NFE000004161,97874619387571187508714589313030875391291989,001,2024-12-19 19:57:24,rejected,8630.19,s3://lh-nautical-nfe/97874619387571187508714589313030875391291989.xml,2024-12-19 19:57:24,2024-12-19 19:57:24
4162,5897,NFE000004162,98939590228254052087330728586633436671221385,001,2023-04-02 13:25:13,authorized,46305.54,s3://lh-nautical-nfe/98939590228254052087330728586633436671221385.xml,2023-04-02 13:25:13,2023-04-02 13:25:13
4163,5898,NFE000004163,83964726267193060830890029610257046619196999,001,2024-10-10 07:22:40,authorized,38547.32,s3://lh-nautical-nfe/83964726267193060830890029610257046619196999.xml,2024-10-10 07:22:40,2024-10-10 07:22:40
4164,5899,NFE000004164,54040083971064949702302610684762638726535820,001,2020-02-23 00:30:38,authorized,34007.76,s3://lh-nautical-nfe/54040083971064949702302610684762638726535820.xml,2020-02-23 00:30:38,2020-02-23 00:30:38
4165,5900,NFE000004165,11391088125215834830589283395323767175850374,001,2021-07-11 10:50:28,authorized,19245.41,s3://lh-nautical-nfe/11391088125215834830589283395323767175850374.xml,2021-07-11 10:50:28,2021-07-11 10:50:28
4166,5901,NFE000004166,45619992944889919811169847107673443994895524,001,2026-12-28 23:46:18,authorized,22477.31,s3://lh-nautical-nfe/45619992944889919811169847107673443994895524.xml,2026-12-28 23:46:18,2026-12-28 23:46:18
4167,5902,NFE000004167,02889146158413196784962442986937233476214651,001,2023-03-08 20:15:05,authorized,21948.68,s3://lh-nautical-nfe/02889146158413196784962442986937233476214651.xml,2023-03-08 20:15:05,2023-03-08 20:15:05
4168,5903,NFE000004168,28756332350476437161149426390508400990765702,001,2020-04-07 11:01:56,authorized,8743.64,s3://lh-nautical-nfe/28756332350476437161149426390508400990765702.xml,2020-04-07 11:01:56,2020-04-07 11:01:56
4169,5904,NFE000004169,36944036555293127934184494721959698857655556,001,2021-08-26 16:07:54,authorized,36028.71,s3://lh-nautical-nfe/36944036555293127934184494721959698857655556.xml,2021-08-26 16:07:54,2021-08-26 16:07:54
4170,5905,NFE000004170,23385533548546667181097618772851354961588897,001,2025-04-27 07:27:07,authorized,19276.14,s3://lh-nautical-nfe/23385533548546667181097618772851354961588897.xml,2025-04-27 07:27:07,2025-04-27 07:27:07
4171,5906,NFE000004171,08343734768424314190014588312037569665137371,001,2026-10-31 04:03:24,authorized,31493.98,s3://lh-nautical-nfe/08343734768424314190014588312037569665137371.xml,2026-10-31 04:03:24,2026-10-31 04:03:24
4172,5907,NFE000004172,92414121190321248377055797998338814330494211,001,2023-04-16 01:59:11,authorized,2546.18,s3://lh-nautical-nfe/92414121190321248377055797998338814330494211.xml,2023-04-16 01:59:11,2023-04-16 01:59:11
4173,5908,NFE000004173,13873003378243219186079881267336475264473415,001,2025-02-26 00:29:21,authorized,10106.37,s3://lh-nautical-nfe/13873003378243219186079881267336475264473415.xml,2025-02-26 00:29:21,2025-02-26 00:29:21
4174,5911,NFE000004174,84216056803545025282626993788985073630801620,001,2022-12-06 22:33:05,authorized,7148.76,s3://lh-nautical-nfe/84216056803545025282626993788985073630801620.xml,2022-12-06 22:33:05,2022-12-06 22:33:05
4175,5912,NFE000004175,47447041142111442694127351912536549358110673,001,2022-01-16 18:08:21,authorized,9206.26,s3://lh-nautical-nfe/47447041142111442694127351912536549358110673.xml,2022-01-16 18:08:21,2022-01-16 18:08:21
