id,goods_receipt_id,purchase_order_item_id,quantity_received
1502,477,1925,24
1503,477,1926,43
1504,478,1927,10
1505,479,1928,12.690
1506,479,1929,1.980
1507,480,1930,25
1508,480,1931,30
1509,481,1934,5.720
1510,481,1935,11.210
1511,481,1936,5.520
1512,481,1937,5.280
1513,482,1938,12.180
1514,482,1939,2.280
1515,482,1940,8.360
1516,482,1941,8.640
1517,483,1942,28
1518,483,1943,42
1519,483,1944,44
1520,483,1945,33
1521,483,1946,20
1522,484,1948,35
1523,484,1949,23
1524,485,1950,49
1525,486,1951,40
1526,486,1952,42
1527,486,1953,32
1528,486,1954,29
1529,487,1956,9
1530,488,1957,13
1531,488,1958,3
1532,488,1959,23
1533,488,1960,15
1534,488,1961,47
1535,489,1962,5.440
1536,489,1963,9.520
1537,489,1964,11.760
1538,489,1965,39.160
1539,489,1966,0.910
1540,490,1967,14
1541,490,1968,41
1542,490,1969,33
1543,490,1970,50
1544,491,1978,29
1545,491,1979,34
1546,491,1980,15
1547,491,1981,3
1548,491,1982,42
1549,492,1983,45
1550,492,1984,8
1551,492,1985,19
1552,493,1986,10.680
1553,493,1987,3.040
1554,493,1988,33.060
1555,493,1989,7.800
1556,494,1992,38
1557,494,1993,13
1558,495,1994,17
1559,495,1995,30
1560,495,1996,41
1561,496,1997,13
1562,496,1998,42
1563,497,1999,25
1564,497,2000,4
1565,497,2001,36
1566,498,2002,43
1567,499,2003,14
1568,499,2004,23
1569,499,2005,42
1570,499,2006,13
1571,499,2007,38
1572,500,2009,26
1573,500,2010,22
1574,500,2011,45
1575,501,2012,5
1576,501,2013,43
1577,501,2014,28
1578,501,2015,39
1579,501,2016,28
1580,502,2019,7
1581,502,2020,49
1582,502,2021,10
1583,502,2022,42
1584,503,2023,43
1585,504,2024,10.080
1586,504,2025,12.100
1587,504,2026,0.640
1588,505,2031,26
1589,505,2032,19
1590,505,2033,4
1591,505,2034,19
1592,506,2035,1
1593,506,2036,20
1594,506,2037,21
1595,506,2038,31
1596,507,2039,32.120
1597,507,2040,17.480
1598,507,2041,19.470
1599,507,2042,24.440
1600,507,2043,31.680
1601,508,2044,24
1602,509,2045,15
1603,509,2046,47
1604,509,2047,28
1605,509,2048,8
1606,510,2054,19
1607,510,2055,8
1608,510,2056,1
1609,510,2057,12
1610,510,2058,14
1611,511,2059,41
1612,511,2060,29
1613,511,2061,5
1614,511,2062,15
1615,511,2063,43
1616,512,2064,32
1617,512,2065,41
1618,512,2066,47
1619,512,2067,40
1620,513,2068,40
1621,513,2069,37
1622,513,2070,17
1623,514,2071,43
1624,514,2072,45
1625,514,2073,45
1626,514,2074,18
1627,515,2075,4
1628,515,2076,15
1629,515,2077,38
1630,516,2078,17
1631,516,2079,20
1632,516,2080,7
1633,517,2081,29
1634,517,2082,23
1635,517,2083,18
1636,517,2084,31
1637,518,2085,30
1638,519,2086,50
1639,519,2087,46
1640,519,2088,9
1641,519,2089,28
1642,519,2090,25
1643,520,2091,30
1644,520,2092,34
1645,520,2093,14
1646,520,2094,32
1647,521,2098,18
1648,522,2101,6.720
1649,522,2102,20.790
1650,523,2103,8
1651,523,2104,39
1652,523,2105,47
1653,523,2106,17
1654,524,2107,7
1655,524,2108,41
1656,524,2109,34
1657,524,2110,25
1658,524,2111,29
1659,525,2112,35.250
1660,525,2113,2.720
1661,525,2114,12.540
1662,525,2115,4.680
1663,526,2116,14
1664,526,2117,35
1665,526,2118,13
1666,527,2119,49
1667,527,2120,50
1668,527,2121,16
1669,527,2122,45
1670,528,2128,27
1671,528,2129,28
1672,529,2130,6
1673,529,2131,29
1674,529,2132,8
1675,530,2133,20
1676,531,2134,9
1677,532,2135,44
1678,532,2136,22
1679,532,2137,30
1680,532,2138,31
1681,533,2139,1.260
1682,534,2142,50
1683,535,2143,1
1684,535,2144,26
1685,536,2145,18
1686,536,2146,37
1687,536,2147,36
1688,536,2148,4
1689,536,2149,25
1690,537,2150,3
1691,538,2151,23
1692,539,2152,9
1693,539,2153,43
1694,540,2154,10
1695,540,2155,21
1696,541,2157,5
1697,541,2158,36
1698,541,2159,21
1699,542,2163,48
1700,542,2164,41
1701,542,2165,30
1702,542,2166,50
1703,542,2167,34
1704,543,2168,45
1705,543,2169,26
1706,543,2170,18
1707,544,2171,11
1708,544,2172,32
1709,544,2173,18
1710,544,2174,40
1711,545,2179,12.420
1712,545,2180,28.000
1713,546,2181,40.940
1714,546,2182,12.500
1715,546,2183,11.970
1716,546,2184,22.000
1717,546,2185,1.360
1718,547,2186,29
1719,548,2190,1.850
1720,548,2191,16.320
1721,548,2192,5.940
1722,548,2193,12.220
1723,549,2194,15
1724,549,2195,38
1725,549,2196,11
1726,549,2197,35
1727,549,2198,18
1728,550,2200,38
1729,550,2201,3
1730,551,2202,3
1731,551,2203,27
1732,552,2204,6
1733,552,2205,23
1734,553,2206,2.880
1735,553,2207,23.460
1736,553,2208,26.040
1737,554,2209,5
1738,554,2210,12
1739,555,2211,33.840
1740,555,2212,5.700
1741,556,2213,16.340
1742,556,2214,2.200
1743,557,2218,9
1744,557,2219,9
1745,558,2220,2.100
1746,558,2221,9.600
1747,559,2222,8.510
1748,559,2223,0.580
1749,559,2224,7.650
1750,560,2225,4
1751,561,2226,38
1752,561,2227,30
1753,562,2229,31
1754,562,2230,38
1755,562,2231,44
1756,562,2232,44
1757,563,2233,6.720
1758,563,2234,26.400
1759,563,2235,9.360
1760,563,2236,3.430
1761,563,2237,8.160
1762,564,2238,24
1763,565,2239,27.060
1764,565,2240,14.490
1765,565,2241,17.200
1766,565,2242,9.120
1767,566,2243,8
1768,566,2244,45
1769,566,2245,17
1770,566,2246,47
1771,566,2247,10
1772,567,2248,49
1773,567,2249,37
1774,567,2250,19
1775,568,2251,45
1776,568,2252,28
1777,568,2253,11
1778,569,2256,11
1779,569,2257,46
1780,570,2258,5
1781,570,2259,18
1782,570,2260,2
1783,570,2261,44
1784,571,2262,17.340
1785,571,2263,12.460
1786,572,2269,2
1787,572,2270,49
1788,572,2271,14
1789,572,2272,36
1790,572,2273,17
1791,573,2274,11
1792,574,2275,34
1793,574,2276,9
1794,574,2277,16
1795,575,2278,5
1796,575,2279,3
1797,575,2280,9
1798,575,2281,11
1799,575,2282,1
1800,576,2283,47
1801,577,2284,1
1802,577,2285,23
1803,578,2286,15.040
1804,578,2287,14.760
1805,578,2288,22.400
1806,578,2289,5.440
1807,578,2290,5.060
1808,579,2291,12
1809,579,2292,34
1810,579,2293,29
1811,579,2294,37
1812,579,2295,19
1813,580,2296,20
1814,580,2297,1
1815,580,2298,7
1816,581,2299,6
1817,581,2300,42
1818,581,2301,50
1819,581,2302,49
1820,582,2303,1.020
1821,582,2304,7.050
1822,582,2305,5.460
1823,582,2306,9.250
1824,582,2307,13.680
1825,583,2308,39.950
1826,583,2309,5.220
1827,583,2310,9.120
1828,583,2311,17.820
1829,583,2312,3.630
1830,584,2317,28.120
1831,584,2318,34.500
1832,584,2319,36.490
1833,584,2320,0.750
1834,585,2321,31
1835,585,2322,7
1836,585,2323,17
1837,586,2324,41
1838,586,2325,4
1839,587,2326,6.700
1840,587,2327,2.750
1841,587,2328,10.850
1842,588,2329,3
1843,589,2330,1.520
1844,589,2331,4.800
1845,589,2332,0.860
1846,590,2333,32
1847,590,2334,35
1848,590,2335,21
1849,591,2336,4
1850,591,2337,47
1851,591,2338,2
1852,591,2339,21
1853,591,2340,41
1854,592,2347,50
1855,592,2348,44
1856,592,2349,47
1857,592,2350,15
1858,593,2351,44
1859,593,2352,17
1860,594,2353,23
1861,594,2354,3
1862,595,2357,17.000
1863,595,2358,13.350
1864,595,2359,17.600
1865,595,2360,19.500
1866,595,2361,7.200
1867,596,2362,10
1868,596,2363,44
1869,596,2364,26
1870,597,2368,19.600
1871,597,2369,9.000
1872,597,2370,6.000
1873,597,2371,3.920
1874,598,2372,18.480
1875,598,2373,6.000
1876,599,2378,24
1877,599,2379,2
1878,599,2380,18
1879,599,2381,8
1880,599,2382,38
1881,600,2386,50
1882,600,2387,15
1883,601,2391,40
1884,601,2392,38
1885,602,2395,12
1886,602,2396,34
1887,602,2397,3
1888,602,2398,37
1889,602,2399,5
1890,603,2403,31
1891,603,2404,9
1892,603,2405,10
1893,604,2406,48
1894,604,2407,6
1895,604,2408,37
1896,605,2409,11
1897,605,2410,32
1898,605,2411,39
1899,605,2412,18
1900,606,2413,22.950
1901,607,2414,5
1902,607,2415,40
1903,607,2416,49
1904,607,2417,6
1905,608,2422,5.670
1906,608,2423,10.810
1907,608,2424,18.000
1908,608,2425,3.800
1909,608,2426,4.940
1910,609,2427,2.640
1911,609,2428,4.160
1912,609,2429,1.380
1913,609,2430,15.130
1914,609,2431,19.600
1915,610,2432,29
1916,610,2433,38
1917,610,2434,11
1918,610,2435,33
1919,611,2436,33
1920,611,2437,21
1921,612,2443,7
1922,612,2444,20
1923,612,2445,46
1924,613,2446,38
1925,613,2447,37
1926,613,2448,24
1927,614,2458,28
1928,615,2460,29.610
1929,615,2461,12.320
1930,616,2462,28
1931,616,2463,44
1932,616,2464,24
1933,617,2465,24
1934,617,2466,2
1935,617,2467,35
1936,617,2468,9
1937,617,2469,44
1938,618,2475,14
1939,619,2476,41
1940,619,2477,34
1941,619,2478,19
1942,619,2479,34
1943,619,2480,38
1944,620,2481,27
1945,620,2482,36
1946,620,2483,29
1947,621,2484,12
1948,622,2485,38
1949,622,2486,25
1950,622,2487,2
1951,623,2488,5.740
1952,624,2490,22.680
1953,624,2491,3.080
1954,624,2492,10.950
1955,624,2493,5.500
1956,625,2500,7.590
1957,625,2501,5.320
1958,626,2502,35
1959,626,2503,5
1960,626,2504,45
1961,626,2505,26
1962,627,2506,26
1963,627,2507,1
1964,627,2508,30
1965,627,2509,47
1966,627,2510,13
1967,628,2511,9.020
1968,628,2512,10.540
1969,628,2513,5.760
1970,629,2514,11
1971,629,2515,26
1972,629,2516,50
1973,629,2517,44
1974,629,2518,37
1975,630,2521,29
1976,630,2522,5
1977,630,2523,1
1978,631,2524,6
1979,631,2525,2
1980,631,2526,42
1981,631,2527,24
1982,631,2528,8
1983,632,2529,10
1984,632,2530,29
1985,632,2531,15
1986,632,2532,24
1987,633,2533,21
1988,633,2534,46
1989,633,2535,46
1990,633,2536,42
1991,634,2537,9.240
1992,634,2538,1.440
1993,634,2539,2.100
1994,634,2540,1.200
1995,634,2541,34.400
1996,635,2542,35
1997,636,2544,3
1998,636,2545,47
1999,636,2546,45
2000,636,2547,32
2001,636,2548,47
2002,637,2549,20.800
2003,637,2550,17.480
2004,638,2554,31
2005,638,2555,17
2006,639,2556,1.200
2007,639,2557,6.510
2008,639,2558,9.360
2009,639,2559,2.150
2010,640,2560,9.310
2011,640,2561,8.880
2012,641,2562,27
2013,641,2563,30
2014,641,2564,21
2015,641,2565,14
2016,641,2566,16
2017,642,2567,13
2018,643,2568,41
2019,643,2569,43
2020,644,2570,2.400
2021,644,2571,9.500
2022,644,2572,5.400
2023,645,2573,7
2024,645,2574,21
2025,645,2575,44
2026,645,2576,32
2027,646,2577,11
2028,646,2578,25
2029,646,2579,3
2030,647,2580,44
2031,647,2581,21
2032,647,2582,44
2033,647,2583,31
2034,648,2584,45
2035,648,2585,6
2036,648,2586,48
2037,648,2587,37
2038,649,2589,4.320
2039,649,2590,44.500
2040,650,2598,5
2041,650,2599,18
2042,650,2600,2
2043,651,2601,45
2044,652,2602,10
2045,652,2603,15
2046,653,2604,27.300
2047,653,2605,3.230
2048,653,2606,8.000
2049,653,2607,1.780
2050,653,2608,22.560
2051,654,2609,13.440
2052,654,2610,15.810
2053,654,2611,2.150
2054,654,2612,21.000
2055,655,2615,11.780
2056,655,2616,15.190
2057,655,2617,14.100
2058,655,2618,11.220
2059,656,2619,48
2060,657,2620,23.040
2061,657,2621,29.480
2062,657,2622,16.170
2063,658,2623,15.210
2064,659,2624,6
2065,659,2625,12
2066,659,2626,47
2067,659,2627,24
2068,660,2628,13.200
2069,660,2629,38.280
2070,660,2630,15.190
2071,660,2631,37.800
2072,661,2634,36
2073,662,2635,22
2074,662,2636,50
2075,662,2637,20
2076,663,2638,10
2077,663,2639,8
2078,663,2640,50
2079,664,2641,3
2080,664,2642,23
2081,664,2643,12
2082,664,2644,34
2083,664,2645,32
2084,665,2647,46
2085,665,2648,3
2086,666,2649,30
2087,666,2650,32
2088,666,2651,27
2089,666,2652,16
2090,667,2653,10.440
2091,668,2654,28
2092,668,2655,20
2093,668,2656,2
2094,668,2657,27
2095,669,2658,4.140
2096,669,2659,12.000
2097,669,2660,30.380
2098,670,2661,46
2099,670,2662,9
2100,670,2663,1
2101,671,2664,7
2102,671,2665,45
2103,671,2666,44
2104,671,2667,42
2105,671,2668,47
2106,672,2669,34
2107,673,2670,3.760
2108,673,2671,10.000
2109,673,2672,24.080
2110,673,2673,24.790
2111,674,2674,1.880
2112,674,2675,18.600
2113,674,2676,12.600
2114,674,2677,11.040
2115,674,2678,5.950
2116,675,2679,19
2117,675,2680,32
2118,675,2681,12
2119,675,2682,17
2120,676,2686,34
2121,676,2687,33
2122,676,2688,21
2123,677,2689,44
2124,677,2690,25
2125,678,2691,9
2126,678,2692,38
2127,678,2693,46
2128,678,2694,32
2129,679,2695,43
2130,679,2696,34
2131,679,2697,22
2132,679,2698,44
2133,679,2699,44
2134,680,2700,0.890
2135,680,2701,1.580
2136,680,2702,21.700
2137,681,2706,7
2138,681,2707,45
2139,681,2708,18
2140,682,2709,7.250
2141,682,2710,7.680
2142,682,2711,23.650
2143,683,2712,15
2144,683,2713,43
2145,684,2714,6
2146,685,2715,6.290
2147,685,2716,7.280
2148,685,2717,8.100
2149,685,2718,10.980
2150,685,2719,29.500
2151,686,2720,17
2152,686,2721,17
2153,686,2722,6
2154,686,2723,39
2155,687,2724,3.510
2156,687,2725,5.890
2157,687,2726,14.100
2158,687,2727,8.000
2159,687,2728,15.930
2160,688,2729,10
2161,688,2730,30
2162,688,2731,23
2163,689,2732,45
2164,689,2733,25
2165,690,2739,12
2166,690,2740,18
2167,690,2741,24
2168,690,2742,49
2169,691,2743,14.190
2170,691,2744,5.520
2171,691,2745,3.410
2172,691,2746,5.640
2173,691,2747,2.160
2174,692,2748,8.460
2175,692,2749,26.970
2176,692,2750,37.260
2177,692,2751,17.280
2178,692,2752,20.790
2179,693,2753,13
2180,693,2754,7
2181,694,2755,18.700
2182,694,2756,1.760
2183,694,2757,1.680
2184,695,2758,50
2185,695,2759,3
2186,695,2760,34
2187,696,2766,43
2188,697,2767,47
2189,697,2768,14
2190,697,2769,34
2191,697,2770,42
2192,698,2771,37
2193,698,2772,36
2194,699,2776,0.720
2195,699,2777,4.600
2196,699,2778,23.850
2197,699,2779,12.960
2198,700,2780,15.200
2199,700,2781,24.640
2200,700,2782,24.640
2201,701,2783,16.800
2202,702,2786,5.060
2203,703,2787,27
2204,703,2788,3
2205,703,2789,13
2206,703,2790,15
2207,703,2791,27
2208,704,2792,41
2209,705,2793,8
2210,705,2794,43
2211,706,2797,14
2212,706,2798,33
2213,707,2799,1.020
2214,707,2800,6.800
2215,707,2801,35.250
2216,707,2802,18.450
2217,707,2803,4.680
2218,708,2804,41
2219,708,2805,46
2220,709,2806,35
2221,709,2807,4
2222,709,2808,10
2223,709,2809,35
2224,709,2810,37
2225,710,2811,28
2226,710,2812,22
2227,711,2813,27
2228,712,2814,21
2229,712,2815,6
2230,713,2820,31.490
2231,714,2821,4.950
2232,714,2822,14.720
2233,714,2823,1.950
2234,715,2828,16
2235,715,2829,28
2236,715,2830,2
2237,715,2831,46
2238,716,2834,20
2239,716,2835,8
2240,716,2836,47
2241,716,2837,20
2242,717,2838,46
2243,717,2839,23
2244,717,2840,16
2245,717,2841,35
2246,718,2845,28
2247,719,2846,20.750
2248,720,2847,10
2249,720,2848,13
2250,720,2849,3
2251,720,2850,33
2252,721,2851,3.060
2253,721,2852,14.490
2254,722,2853,15
2255,723,2854,18
2256,723,2855,48
2257,723,2856,25
2258,723,2857,24
2259,723,2858,10
2260,724,2859,22
2261,725,2860,32
2262,726,2861,13
2263,727,2867,0.100
2264,727,2868,2.520
2265,727,2869,1.340
2266,727,2870,4.320
2267,728,2871,7.500
2268,728,2872,3.220
2269,728,2873,10.560
2270,728,2874,24.190
2271,729,2875,25.200
2272,729,2876,3.400
2273,729,2877,14.400
2274,729,2878,4.480
2275,730,2879,25.370
2276,730,2880,5.520
2277,730,2881,6.600
2278,730,2882,10.560
2279,730,2883,8.160
2280,731,2887,40
2281,731,2888,29
2282,731,2889,26
2283,732,2890,18
2284,732,2891,11
2285,733,2892,39
2286,733,2893,2
2287,733,2894,20
2288,734,2895,2
2289,734,2896,21
2290,734,2897,37
2291,735,2898,12
2292,735,2899,36
2293,736,2900,17.480
2294,736,2901,27.650
2295,736,2902,21.000
2296,736,2903,5.500
2297,737,2909,35
2298,737,2910,36
2299,737,2911,32
2300,738,2912,7.280
2301,738,2913,5.850
2302,738,2914,7.800
2303,738,2915,12.210
2304,738,2916,4.400
2305,739,2917,42
2306,739,2918,7
2307,739,2919,39
2308,740,2920,39
2309,740,2921,31
2310,741,2922,50
2311,741,2923,7
2312,742,2934,5
2313,742,2935,23
2314,742,2936,34
2315,742,2937,39
2316,743,2938,8
2317,743,2939,44
2318,743,2940,45
2319,744,2941,12.580
2320,745,2943,20.300
2321,745,2944,30.360
2322,746,2945,14
2323,746,2946,16
2324,746,2947,27
2325,746,2948,12
2326,747,2949,31
2327,747,2950,17
2328,747,2951,38
2329,748,2952,9
2330,748,2953,42
2331,748,2954,22
2332,748,2955,15
2333,748,2956,46
2334,749,2957,44
2335,750,2958,1.720
2336,750,2959,2.320
2337,750,2960,7.830
2338,751,2961,22
2339,751,2962,44
2340,751,2963,19
2341,751,2964,41
2342,751,2965,46
2343,752,2969,2
2344,753,2970,15.360
2345,753,2971,8.610
2346,753,2972,17.760
2347,754,2973,49
2348,755,2974,6
2349,755,2975,32
2350,755,2976,47
2351,755,2977,45
2352,755,2978,19
2353,756,2979,50
2354,756,2980,24
2355,756,2981,4
2356,757,2982,29
2357,757,2983,7
2358,757,2984,25
2359,757,2985,8
2360,758,2986,7.600
2361,758,2987,9.600
2362,758,2988,4.680
2363,758,2989,2.600
2364,758,2990,5.880
2365,759,2991,22
2366,759,2992,40
2367,760,2993,19
2368,760,2994,40
2369,760,2995,5
2370,760,2996,17
2371,760,2997,24
2372,761,2998,34
2373,761,2999,18
2374,761,3000,22
2375,761,3001,42
2376,762,3002,5.760
2377,763,3003,35
2378,763,3004,14
2379,763,3005,31
2380,763,3006,25
2381,763,3007,17
2382,764,3008,3
2383,764,3009,43
2384,764,3010,7
2385,765,3011,41
2386,765,3012,37
2387,765,3013,29
2388,765,3014,8
2389,765,3015,17
2390,766,3016,41
2391,766,3017,28
2392,766,3018,29
2393,766,3019,27
2394,767,3025,21
2395,767,3026,37
2396,767,3027,43
2397,767,3028,6
2398,767,3029,26
2399,768,3030,46
2400,769,3031,43
2401,769,3032,18
2402,769,3033,47
2403,769,3034,29
2404,770,3044,41
2405,770,3045,37
2406,770,3046,9
2407,771,3047,31
2408,771,3048,15
2409,771,3049,4
2410,771,3050,24
2411,771,3051,30
2412,772,3052,35
2413,773,3053,21
2414,773,3054,26
2415,773,3055,26
2416,774,3056,24
2417,774,3057,10
2418,774,3058,9
2419,774,3059,17
2420,774,3060,50
2421,775,3061,26
2422,775,3062,23
2423,775,3063,8
2424,775,3064,27
2425,775,3065,7
2426,776,3066,47
2427,776,3067,19
2428,777,3068,29.250
2429,777,3069,36.550
2430,777,3070,6.930
2431,777,3071,15.360
2432,778,3072,3
2433,779,3073,20
2434,779,3074,30
2435,779,3075,41
2436,780,3076,27
2437,780,3077,48
2438,780,3078,47
2439,781,3079,6.480
2440,781,3080,37.350
2441,781,3081,4.620
2442,781,3082,2.480
2443,782,3083,22
2444,783,3084,10
2445,784,3085,12.540
2446,784,3086,26.100
2447,785,3087,31
2448,785,3088,35
2449,786,3089,23.220
2450,787,3090,43
2451,788,3092,30
2452,788,3093,3
2453,789,3094,6.160
2454,789,3095,37.920
2455,790,3096,17
2456,790,3097,23
2457,790,3098,42
2458,791,3099,18
2459,791,3100,27
2460,791,3101,9
2461,791,3102,31
2462,791,3103,47
2463,792,3105,6.630
2464,792,3106,7.140
2465,792,3107,12.150
2466,792,3108,12.710
2467,793,3109,45
2468,793,3110,35
2469,793,3111,41
2470,794,3116,4
2471,795,3117,46
2472,795,3118,26
2473,796,3123,19
2474,796,3124,27
2475,796,3125,34
2476,797,3126,26
2477,797,3127,44
2478,797,3128,46
2479,798,3130,2
2480,798,3131,10
2481,798,3132,44
2482,799,3133,22
2483,799,3134,30
2484,799,3135,18
2485,799,3136,7
2486,799,3137,16
2487,800,3138,23
2488,800,3139,28
2489,801,3140,32
2490,801,3141,33
2491,801,3142,26
2492,801,3143,10
2493,802,3144,48
2494,802,3145,15
2495,802,3146,2
2496,803,3147,20
2497,804,3148,45
2498,805,3149,17
2499,805,3150,23
2500,805,3151,36
2501,805,3152,33
2502,806,3154,48
2503,806,3155,26
2504,806,3156,12
2505,806,3157,28
2506,807,3158,49
2507,807,3159,3
2508,808,3165,17.110
2509,808,3166,5.760
2510,808,3167,26.800
2511,808,3168,5.940
2512,808,3169,8.540
2513,809,3170,38
2514,809,3171,28
2515,809,3172,35
2516,810,3173,7
2517,810,3174,13
2518,810,3175,24
2519,810,3176,3
2520,811,3177,8.690
2521,811,3178,5.220
2522,811,3179,25.600
2523,811,3180,9.350
2524,811,3181,13.440
2525,812,3182,18
2526,812,3183,42
2527,813,3184,40
2528,813,3185,46
2529,813,3186,25
2530,814,3187,35
2531,814,3188,29
2532,814,3189,43
2533,814,3190,8
2534,815,3191,6
2535,815,3192,45
2536,815,3193,31
2537,816,3199,16
2538,816,3200,9
2539,816,3201,46
2540,816,3202,2
2541,816,3203,38
2542,817,3204,12
2543,817,3205,28
2544,818,3210,32
2545,818,3211,1
2546,818,3212,13
2547,818,3213,27
2548,818,3214,43
2549,819,3217,42
2550,820,3218,32
2551,820,3219,50
2552,820,3220,45
2553,820,3221,14
2554,821,3222,20
2555,821,3223,8
2556,821,3224,18
2557,821,3225,38
2558,821,3226,26
2559,822,3227,2.700
2560,822,3228,16.720
2561,822,3229,6.380
2562,823,3230,11
2563,824,3231,15
2564,824,3232,12
2565,824,3233,46
2566,825,3234,19
2567,825,3235,6
2568,825,3236,33
2569,825,3237,43
2570,825,3238,25
2571,826,3239,31
2572,826,3240,32
2573,827,3246,28
2574,827,3247,45
2575,828,3255,33
2576,829,3259,9.460
2577,829,3260,12.320
2578,829,3261,16.790
2579,829,3262,28.800
2580,830,3263,7.680
2581,830,3264,29.500
2582,830,3265,1.160
2583,831,3268,17
2584,831,3269,19
2585,831,3270,10
2586,832,3271,11
2587,832,3272,38
2588,832,3273,9
2589,833,3274,35.770
2590,833,3275,6.720
2591,833,3276,3.840
2592,834,3277,10
2593,834,3278,18
2594,834,3279,4
2595,834,3280,33
2596,835,3281,21
2597,835,3282,43
2598,835,3283,4
2599,835,3284,45
2600,835,3285,7
2601,836,3286,45
2602,836,3287,31
2603,836,3288,40
2604,837,3289,35
2605,837,3290,8
2606,838,3291,7.590
2607,838,3292,9.900
2608,839,3293,6
2609,839,3294,25
2610,839,3295,50
2611,839,3296,14
2612,839,3297,37
2613,840,3298,33
2614,841,3300,24.070
2615,841,3301,42.240
2616,841,3302,10.070
2617,841,3303,21.560
2618,841,3304,13.680
2619,842,3305,29
2620,843,3309,30.800
2621,843,3310,1.470
2622,843,3311,18.860
2623,843,3312,20.400
2624,844,3313,28
2625,844,3314,17
2626,844,3315,30
2627,844,3316,12
2628,844,3317,20
2629,845,3322,2.130
2630,845,3323,16.500
2631,845,3324,14.260
2632,845,3325,29.920
2633,846,3326,17
2634,846,3327,18
2635,846,3328,15
2636,846,3329,1
2637,847,3330,31
2638,847,3331,1
2639,847,3332,29
2640,847,3333,33
2641,847,3334,31
2642,848,3335,32
2643,848,3336,5
2644,849,3337,23
2645,849,3338,6
2646,849,3339,8
2647,849,3340,48
2648,850,3341,7
2649,850,3342,21
2650,850,3343,33
2651,850,3344,47
2652,851,3345,47
2653,851,3346,44
2654,851,3347,9
2655,851,3348,5
2656,851,3349,26
2657,852,3350,43
2658,852,3351,25
2659,853,3352,34
2660,853,3353,49
2661,853,3354,50
2662,853,3355,39
2663,853,3356,38
2664,854,3357,8.550
2665,854,3358,31.160
2666,855,3359,21.560
2667,855,3360,21.160
2668,856,3362,9
2669,856,3363,17
2670,856,3364,11
2671,856,3365,47
2672,857,3366,29
2673,857,3367,28
2674,857,3368,14
2675,857,3369,5
2676,858,3370,24
2677,858,3371,20
2678,858,3372,20
2679,858,3373,11
2680,859,3374,12
2681,860,3375,30
2682,861,3381,23
2683,861,3382,47
2684,862,3383,1
2685,863,3384,45
2686,864,3390,33
2687,865,3391,40
2688,865,3392,20
2689,865,3393,1
2690,866,3394,10
2691,866,3395,45
2692,867,3396,37
2693,867,3397,40
2694,867,3398,7
2695,867,3399,44
2696,867,3400,35
2697,868,3401,50
2698,868,3402,23
2699,869,3403,45
2700,870,3408,8.640
2701,870,3409,25.280
2702,870,3410,6.800
2703,870,3411,14.800
2704,871,3422,41
2705,871,3423,30
2706,871,3424,7
2707,871,3425,41
2708,871,3426,48
2709,872,3427,25
2710,873,3433,25.010
2711,874,3434,45
2712,874,3435,26
2713,874,3436,45
2714,874,3437,46
2715,875,3438,31
2716,875,3439,3
2717,875,3440,30
2718,876,3441,0.210
2719,877,3442,33
2720,877,3443,37
2721,878,3444,6
2722,878,3445,5
2723,879,3446,26
2724,879,3447,45
2725,880,3448,45
2726,880,3449,3
2727,880,3450,1
2728,881,3451,40
2729,881,3452,19
2730,881,3453,25
2731,881,3454,39
2732,881,3455,26
2733,882,3456,18
2734,882,3457,14
2735,882,3458,7
2736,883,3459,42
2737,883,3460,13
2738,883,3461,8
2739,883,3462,45
2740,884,3463,28.670
2741,884,3464,1.170
2742,884,3465,25.480
2743,885,3470,39
2744,885,3471,21
2745,885,3472,16
2746,886,3473,32
2747,887,3475,29
2748,887,3476,2
2749,887,3477,32
2750,888,3478,43
2751,888,3479,13
2752,888,3480,40
2753,888,3481,20
2754,888,3482,37
2755,889,3483,38
2756,889,3484,38
2757,889,3485,33
2758,889,3486,3
2759,889,3487,16
2760,890,3492,35
2761,891,3498,31.820
2762,891,3499,11.590
2763,891,3500,19.680
2764,892,3501,4.480
2765,892,3502,26.460
2766,893,3507,41
2767,894,3508,5.600
2768,894,3509,0.100
2769,894,3510,3.780
2770,894,3511,41.830
2771,894,3512,5.740
2772,895,3516,0.800
2773,895,3517,22.620
2774,896,3518,49
2775,896,3519,3
2776,896,3520,32
2777,896,3521,12
2778,897,3522,44
2779,897,3523,6
2780,897,3524,11
2781,897,3525,45
2782,897,3526,12
2783,898,3527,2
2784,898,3528,47
2785,898,3529,16
2786,898,3530,40
2787,898,3531,18
2788,899,3533,18
2789,899,3534,31
2790,899,3535,17
2791,900,3536,47
2792,900,3537,29
2793,900,3538,35
2794,900,3539,35
2795,900,3540,3
2796,901,3541,2.070
2797,902,3542,35
2798,903,3545,28.200
2799,903,3546,4.680
2800,903,3547,0.540
2801,904,3548,10
2802,904,3549,40
2803,904,3550,40
2804,905,3551,27
2805,905,3552,49
2806,905,3553,11
2807,906,3554,46
2808,907,3556,43
2809,908,3557,4.550
2810,908,3558,17.850
2811,908,3559,5.980
2812,908,3560,7.020
2813,909,3561,11
2814,909,3562,16
2815,910,3563,33
2816,910,3564,47
2817,910,3565,50
2818,910,3566,9
2819,911,3575,9
2820,912,3576,4.050
2821,912,3577,2.880
2822,912,3578,24.380
2823,912,3579,4.200
2824,913,3580,1.980
2825,913,3581,10.500
