id,name,description,brand_id,category_id,ncm_code,unit_of_measure,is_active,created_at,updated_at
192,GPS Plotter 649,GPS chartplotter com cartografia,6,12,67924889,UN,TRUE,2021-11-21 14:42:20,2026-02-06 15:29:02
193,Cabo Náutico 8225,Cabo de polipropileno trançado,1,14,17028124,M,TRUE,2024-07-11 08:42:14,2025-12-11 03:15:14
194,Hélice de Alumínio 7846,Hélice 3 pás para motor de popa,1,7,75771245,UN,TRUE,2023-11-09 22:17:01,2026-10-16 00:38:05
195,Bateria Náutica 4683,Bateria estacionária 105Ah náutica,4,4,31525726,UN,TRUE,2024-10-10 20:09:37,2026-10-15 13:14:28
196,Colete Salva-Vidas 9616,Colete homologado classe III,4,9,81525665,UN,TRUE,2024-01-09 18:39:59,2024-11-09 20:27:57
197,Motor de Popa 2175,Motor de popa 4 tempos para embarcações de lazer,9,8,87538150,UN,TRUE,2022-07-27 13:06:59,2022-10-14 04:46:25
198,Hélice de Alumínio 8067,Hélice 3 pás para motor de popa,7,1,84790829,UN,TRUE,2024-07-29 17:42:30,2025-11-16 04:14:22
199,Colete Salva-Vidas 2755,Colete homologado classe III,4,3,31145170,UN,FALSE,2025-02-24 01:03:07,2026-03-04 17:20:23
200,Tinta Antifouling 4777,Tinta antiincrustante 3.6L para casco,7,7,35420386,L,TRUE,2025-03-27 07:19:46,2025-10-22 13:00:35
201,Sonar Transducer 2387,Transdutor de sonar para profundidade,2,1,38238316,UN,TRUE,2025-11-30 01:41:50,2026-01-17 11:45:16
202,Cabo Náutico 5453,Cabo de polipropileno trançado,11,11,78577508,M,TRUE,2025-08-14 14:45:11,2025-09-19 01:33:47
203,Sonar Transducer 1690,Transdutor de sonar para profundidade,4,3,70729293,UN,TRUE,2021-11-13 18:44:23,2024-12-16 15:47:36
204,Sonar Transducer 7487,Transdutor de sonar para profundidade,12,5,62581636,UN,TRUE,2026-02-19 22:53:51,2026-07-24 15:24:18
205,Cabo Náutico 6267,Cabo de polipropileno trançado,7,8,16057494,M,TRUE,2021-03-04 19:41:05,2025-06-03 02:33:57
206,Âncora Bruce 6320,Âncora de garra tipo Bruce em aço galvanizado,5,1,68838566,UN,TRUE,2023-08-03 20:03:19,2024-09-24 07:18:25
207,Tinta Antifouling 179,,6,12,42483629,L,TRUE,2026-10-06 02:55:04,2026-12-14 15:52:02
208,Motor de Popa 9560,Motor de popa 4 tempos para embarcações de lazer,4,8,98022399,UN,TRUE,2022-03-21 23:44:06,2026-05-16 10:55:09
209,Cabo Náutico 7626,Cabo de polipropileno trançado,11,13,28522396,M,TRUE,2026-04-10 08:20:20,2026-05-05 22:29:43
210,João da Silva,Motor de popa 4 tempos para embarcações de lazer,11,1,62494419,UN,TRUE,2022-09-13 22:50:45,2024-12-04 21:33:53
211,Cabo Náutico 9796,Cabo de polipropileno trançado,11,6,37653017,M,TRUE,2022-04-06 08:17:01,2022-07-09 12:35:22
212,Sonar Transducer 594,Transdutor de sonar para profundidade,8,2,77764415,UN,TRUE,2022-07-14 22:16:37,2022-09-04 03:28:38
213,Tinta Antifouling 8939,Tinta antiincrustante 3.6L para casco,8,6,73953631,L,TRUE,2023-09-02 00:06:49,2024-11-19 09:09:00
214,Hélice de Alumínio 8208,Hélice 3 pás para motor de popa,7,3,75088020,UN,TRUE,2025-03-18 10:30:04,2025-08-07 17:53:40
215,Âncora Bruce 3775,Âncora de garra tipo Bruce em aço galvanizado,9,2,54730543,UN,TRUE,2021-05-10 10:14:14,2026-03-13 05:39:34
216,Âncora Bruce 1018,Âncora de garra tipo Bruce em aço galvanizado,8,5,17546850,UN,TRUE,2022-09-11 15:11:38,2026-05-30 10:44:44
217,Bateria Náutica 5611,Bateria estacionária 105Ah náutica,7,9,74154777,UN,TRUE,2026-10-09 21:20:22,2026-10-19 20:20:28
218,Bússola de Bordo 4059,Bússola magnética líquida com iluminação,8,12,10365568,UN,TRUE,2024-11-12 09:54:52,2024-11-28 09:24:15
219,Colete Salva-Vidas 502,Colete homologado classe III,12,10,84507814,UN,TRUE,2020-11-12 21:43:15,2024-12-11 10:06:09
220,Tinta Antifouling 5225,Tinta antiincrustante 3.6L para casco,3,8,81487543,L,TRUE,2024-07-06 06:17:27,2024-12-23 11:12:36
221,Sonar Transducer 4498,TODO: add description,7,10,30675315,UN,TRUE,2025-07-30 06:46:21,2026-10-09 09:35:12
222,GPS Plotter 4088,GPS chartplotter com cartografia,5,12,61991625,UN,TRUE,2025-12-10 18:23:58,2026-05-06 04:11:07
223,GPS Plotter 582,GPS chartplotter com cartografia,1,2,71439279,UN,TRUE,2020-06-14 19:35:30,2023-10-09 11:14:43
224,Tinta Antifouling 1614,Tinta antiincrustante 3.6L para casco,8,12,10174302,L,TRUE,2025-02-14 15:58:00,2026-03-24 11:08:45
225,Âncora Bruce 7480,Âncora de garra tipo Bruce em aço galvanizado,7,14,23092404,UN,TRUE,2023-02-26 13:28:03,2023-05-13 00:42:10
226,Hélice de Alumínio 3756,Hélice 3 pás para motor de popa,9,3,47663384,UN,TRUE,2025-07-22 10:56:46,2026-03-02 01:53:18
227,Colete Salva-Vidas 3392,Colete homologado classe III,3,3,56370670,UN,TRUE,2023-01-07 07:51:10,2026-12-29 13:56:02
228,Defensa Náutica 9651,Defensa cilíndrica em PVC,11,8,96900780,PC,TRUE,2021-01-27 01:58:22,2026-01-10 11:05:37
229,Bateria Náutica 5653,Bateria estacionária 105Ah náutica,5,4,41045712,UN,TRUE,2020-12-17 06:13:46,2026-04-05 10:11:16
230,Bússola de Bordo 4361,Bússola magnética líquida com iluminação,9,14,88752907,UN,TRUE,2020-01-15 19:21:14,2024-12-05 10:40:22
231,GPS Plotter 6626,GPS chartplotter com cartografia,11,8,29469039,UN,TRUE,2020-04-02 10:07:37,2023-04-04 01:09:05
232,Hélice de Alumínio 5784,Hélice 3 pás para motor de popa,6,3,68236590,UN,TRUE,2025-01-12 18:48:58,2025-11-05 09:07:18
233,Bateria Náutica 6163,Bateria estacionária 105Ah náutica,1,7,24051629,UN,TRUE,2022-09-20 10:04:01,2024-07-08 06:41:36
234,Defensa Náutica 417,Defensa cilíndrica em PVC,3,3,13276834,PC,TRUE,2024-10-09 18:33:32,2024-10-30 18:40:39
235,GPS Plotter 1842,GPS chartplotter com cartografia,5,7,41294838,UN,TRUE,2022-05-29 02:16:28,2024-05-18 07:54:54
236,Bateria Náutica 9272,Bateria estacionária 105Ah náutica,5,3,94401105,UN,TRUE,2020-04-22 01:04:05,2026-09-21 07:42:05
237,Cabo Náutico 9307,Cabo de polipropileno trançado,11,14,37359825,M,TRUE,2025-11-11 03:21:13,2026-08-02 17:22:12
238,Motor de Popa 4350,Motor de popa 4 tempos para embarcações de lazer,11,5,84676560,UN,TRUE,2021-03-14 09:27:32,2022-01-04 18:45:17
239,Colete Salva-Vidas 326,Colete homologado classe III,2,13,22699766,UN,FALSE,2020-02-23 08:17:01,2022-11-19 19:51:19
240,Bússola de Bordo 702,Bússola magnética líquida com iluminação,8,7,91287147,UN,TRUE,2026-06-22 00:02:10,2026-11-18 21:03:07
241,Defensa Náutica 5179,Defensa cilíndrica em PVC,11,12,17655078,PC,TRUE,2024-08-20 00:09:57,2025-07-22 14:41:10
242,Âncora Bruce 7665,Âncora de garra tipo Bruce em aço galvanizado,3,3,14312569,UN,TRUE,2026-09-03 19:58:14,2026-12-29 15:55:35
243,Bússola de Bordo 994,Bússola magnética líquida com iluminação,6,14,79475958,UN,TRUE,2026-12-20 12:40:00,2026-12-22 12:48:14
244,Sonar Transducer 6595,Transdutor de sonar para profundidade,11,10,32140446,UN,TRUE,2024-10-21 07:22:19,2024-12-04 20:03:43
245,Cabo Náutico 7064,Cabo de polipropileno trançado,7,13,69589540,M,TRUE,2023-04-18 15:43:54,2023-12-14 19:25:48
246,Motor de Popa 1365,Motor de popa 4 tempos para embarcações de lazer,3,1,71926724,UN,TRUE,2025-04-28 04:47:18,2026-09-01 21:34:17
247,Defensa Náutica 7459,Defensa cilíndrica em PVC,8,8,31735528,PC,TRUE,2021-01-11 11:28:52,2024-12-18 18:54:41
248,Tinta Antifouling 3953,Tinta antiincrustante 3.6L para casco,12,10,45909769,L,TRUE,2026-03-29 20:48:34,2026-11-10 06:56:28
249,Motor de Popa 1606,Motor de popa 4 tempos para embarcações de lazer,1,12,16339897,UN,TRUE,2023-08-17 13:16:21,2025-10-29 02:18:10
250,Hélice de Alumínio 8577,Hélice 3 pás para motor de popa,3,7,96732444,UN,TRUE,2022-05-29 12:04:46,2025-02-01 02:58:25
251,Motor de Popa 6346,Motor de popa 4 tempos para embarcações de lazer,1,7,23107503,UN,TRUE,2020-12-05 22:02:03,2026-01-08 22:16:27
252,Defensa Náutica 9558,Defensa cilíndrica em PVC,1,4,10280205,PC,TRUE,2023-06-15 12:30:33,2025-03-31 17:51:39
253,Bússola de Bordo 3611,Bússola magnética líquida com iluminação,5,3,23997150,UN,TRUE,2021-02-19 12:48:43,2024-07-25 05:17:54
254,Bússola de Bordo 7825,Bússola magnética líquida com iluminação,3,5,95190955,UN,TRUE,2023-09-11 04:42:13,2025-09-14 00:50:54
255,Sonar Transducer 5593,Transdutor de sonar para profundidade,12,14,67435480,UN,TRUE,2020-01-25 12:34:42,2021-06-21 21:12:13
256,Tinta Antifouling 866,Tinta antiincrustante 3.6L para casco,4,10,25451923,L,TRUE,2022-03-01 18:58:35,2024-08-07 10:01:03
257,Colete Salva-Vidas 8800,Colete homologado classe III,8,4,98613446,UN,TRUE,2022-02-06 15:49:44,2024-04-25 12:12:44
258,Bateria Náutica 5523,Bateria estacionária 105Ah náutica,7,9,74520915,UN,TRUE,2025-07-09 21:46:22,2026-05-04 22:49:28
259,Bússola de Bordo 5451,Bússola magnética líquida com iluminação,2,14,16599321,UN,TRUE,2021-07-19 12:14:27,2026-12-21 21:51:11
260,Cliente Genérico,Vela mestra em dacron para veleiros 32 pés,2,10,44693241,UN,TRUE,2023-07-20 03:41:25,2024-05-02 13:29:53
261,Âncora Bruce 7226,Âncora de garra tipo Bruce em aço galvanizado,1,4,37927628,UN,TRUE,2025-04-21 18:23:42,2026-10-10 12:03:01
262,Hélice de Alumínio 9192,Hélice 3 pás para motor de popa,1,12,61152405,UN,TRUE,2020-11-23 20:11:13,2020-12-20 16:08:37
263,Tinta Antifouling 3557,Tinta antiincrustante 3.6L para casco,1,10,93480532,L,TRUE,2026-07-25 06:04:29,2026-08-27 02:13:57
264,Bateria Náutica 1358,Bateria estacionária 105Ah náutica,9,13,47625982,UN,TRUE,2024-06-05 20:53:39,2024-06-07 16:31:54
265,Âncora Bruce 2284,Âncora de garra tipo Bruce em aço galvanizado,9,3,44273867,UN,TRUE,2020-10-04 04:05:49,2021-11-21 01:41:48
266,Bússola de Bordo 9356,Bússola magnética líquida com iluminação,12,3,34139403,UN,TRUE,2023-08-23 05:02:39,2026-11-20 21:45:18
267,GPS Plotter 475,GPS chartplotter com cartografia,6,1,42387465,UN,TRUE,2025-01-11 12:32:24,2026-11-05 13:07:28
268,Motor de Popa 9800,Motor de popa 4 tempos para embarcações de lazer,3,14,38718514,UN,TRUE,2024-09-19 11:28:04,2026-11-06 08:31:46
269,Bússola de Bordo 1854,Bússola magnética líquida com iluminação,10,6,43643307,UN,TRUE,2025-02-15 09:22:58,2026-04-29 13:05:18
270,Defensa Náutica 8531,Defensa cilíndrica em PVC,1,10,48407313,PC,TRUE,2021-10-31 09:32:54,2023-02-11 13:39:03
271,Tinta Antifouling 5976,Tinta antiincrustante 3.6L para casco,2,10,27631932,L,TRUE,2025-04-02 18:48:25,2025-08-27 00:07:50
272,Cabo Náutico 4571,Cabo de polipropileno trançado,5,11,64210331,M,TRUE,2021-10-21 18:22:41,2023-01-13 22:24:37
273,Vela Mestra 3325,Vela mestra em dacron para veleiros 32 pés,4,2,80575453,UN,TRUE,2024-01-05 14:19:09,2024-10-27 09:28:53
274,Tinta Antifouling 5779,Tinta antiincrustante 3.6L para casco,1,8,91314261,L,TRUE,2021-01-07 15:55:44,2023-04-13 05:48:24
275,Cabo Náutico 5921,Cabo de polipropileno trançado,2,12,65691283,M,TRUE,2024-10-19 05:21:51,2026-04-01 02:13:41
276,GPS Plotter 4567,GPS chartplotter com cartografia,12,9,30409252,UN,TRUE,2022-01-14 07:33:27,2022-03-13 10:54:46
277,Cabo Náutico 3697,Cabo de polipropileno trançado,10,3,59674222,M,TRUE,2022-01-10 03:48:29,2023-10-24 08:05:16
278,Sonar Transducer 5470,Transdutor de sonar para profundidade,12,10,40585357,UN,TRUE,2021-05-14 08:48:58,2023-09-21 14:39:36
279,Vela Mestra 8447,Vela mestra em dacron para veleiros 32 pés,3,14,47592753,UN,TRUE,2026-12-22 14:36:12,2026-12-31 04:40:05
280,Defensa Náutica 7532,Defensa cilíndrica em PVC,8,14,23730306,PC,TRUE,2021-10-31 13:31:06,2023-06-30 11:43:07
281,Vela Mestra 8105,Vela mestra em dacron para veleiros 32 pés,9,5,71546276,UN,TRUE,2025-01-14 10:47:44,2025-04-05 00:00:51
282,Cabo Náutico 8086,Cabo de polipropileno trançado,5,1,85261382,M,TRUE,2023-10-02 00:33:24,2025-09-22 04:26:21
283,Defensa Náutica 3209,Defensa cilíndrica em PVC,1,8,93647400,PC,TRUE,2022-04-22 19:53:43,2022-11-16 10:57:55
284,Bússola de Bordo 7525,,7,5,75583728,UN,TRUE,2023-11-06 05:29:41,2025-02-22 02:01:17
285,Âncora Bruce 1131,Âncora de garra tipo Bruce em aço galvanizado,6,1,20662250,UN,TRUE,2021-07-20 10:10:14,2022-06-12 19:42:08
286,Bússola de Bordo 7461,Bússola magnética líquida com iluminação,5,5,15705321,UN,TRUE,2021-08-03 12:19:28,2022-07-30 17:47:24
287,Âncora Bruce 4980,Âncora de garra tipo Bruce em aço galvanizado,9,5,63040083,UN,TRUE,2024-07-03 10:21:53,2025-08-30 12:50:51
288,Vela Mestra 5566,Vela mestra em dacron para veleiros 32 pés,8,8,56593785,UN,TRUE,2025-01-18 08:22:14,2026-07-16 20:37:02
289,Motor de Popa 8515,Motor de popa 4 tempos para embarcações de lazer,9,11,31465311,UN,TRUE,2026-03-03 14:10:59,2026-12-31 22:03:23
290,Defensa Náutica 6113,Defensa cilíndrica em PVC,4,1,11894235,PC,TRUE,2020-02-13 06:14:10,2025-11-05 07:49:57
291,GPS Plotter 4422,GPS chartplotter com cartografia,4,8,83012797,UN,TRUE,2026-07-09 14:41:57,2026-09-30 20:29:45
292,Vela Mestra 7242,Vela mestra em dacron para veleiros 32 pés,8,8,19196102,UN,TRUE,2022-06-10 03:19:50,2026-08-31 07:47:57
293,GPS Plotter 7173,GPS chartplotter com cartografia,11,13,94083440,UN,TRUE,2021-05-17 13:39:27,2025-06-17 12:10:25
294,Vela Mestra 5034,Vela mestra em dacron para veleiros 32 pés,5,7,96493154,UN,TRUE,2021-07-18 09:38:46,2022-10-29 22:49:30
295,Cabo Náutico 2105,Cabo de polipropileno trançado,7,8,96535904,M,TRUE,2021-12-27 16:37:39,2026-01-31 06:36:26
296,Vela Mestra 9794,Vela mestra em dacron para veleiros 32 pés,10,4,63850364,UN,TRUE,2026-07-28 10:17:59,2026-10-29 11:02:05
297,Tinta Antifouling 9136,Tinta antiincrustante 3.6L para casco,12,8,16298869,L,TRUE,2020-06-04 11:22:14,2024-08-09 11:41:08
298,Motor de Popa 2640,Motor de popa 4 tempos para embarcações de lazer,11,4,41321254,UN,TRUE,2024-08-05 05:19:42,2026-06-06 15:31:41
299,Hélice de Alumínio 9238,Hélice 3 pás para motor de popa,5,13,24924446,UN,FALSE,2022-01-14 12:40:16,2026-03-21 06:15:22
300,GPS Plotter 7543,GPS chartplotter com cartografia,5,2,53140608,UN,TRUE,2024-12-31 10:22:06,2025-03-14 11:39:50
301,Bússola de Bordo 4621,Bússola magnética líquida com iluminação,6,8,39174855,UN,TRUE,2022-08-17 02:04:22,2025-03-10 09:08:44
302,GPS Plotter 9135,GPS chartplotter com cartografia,9,7,47838717,UN,TRUE,2021-08-22 19:08:42,2024-09-22 17:05:34
303,Bússola de Bordo 7024,Bússola magnética líquida com iluminação,6,2,92372356,UN,TRUE,2024-10-25 01:29:29,2026-01-29 06:55:14
304,Hélice de Alumínio 7333,Hélice 3 pás para motor de popa,8,3,13869626,UN,TRUE,2026-04-12 08:59:23,2026-12-25 03:21:10
305,Bateria Náutica 5556,Bateria estacionária 105Ah náutica,2,11,62713640,UN,TRUE,2021-11-23 04:59:30,2022-09-19 10:27:39
306,Cabo Náutico 9175,Cabo de polipropileno trançado,3,5,48093139,M,TRUE,2022-12-24 13:29:39,2023-12-06 05:16:00
307,Vela Mestra 6857,Vela mestra em dacron para veleiros 32 pés,2,5,99797994,UN,TRUE,2022-06-01 04:59:55,2026-03-29 21:36:27
308,Motor de Popa 1540,Motor de popa 4 tempos para embarcações de lazer,7,9,53823373,UN,TRUE,2021-10-09 08:13:19,2022-02-03 14:25:49
309,Motor de Popa 4415,Motor de popa 4 tempos para embarcações de lazer,6,12,19330662,UN,TRUE,2021-10-02 20:11:05,2021-12-10 17:39:24
310,Vela Mestra 8489,Vela mestra em dacron para veleiros 32 pés,6,4,96941724,UN,TRUE,2023-01-20 10:29:15,2026-10-18 12:10:11
311,GPS Plotter 2249,GPS chartplotter com cartografia,9,8,79004343,UN,TRUE,2025-10-17 13:37:55,2026-10-28 04:09:41
312,Âncora Bruce 831,Âncora de garra tipo Bruce em aço galvanizado,5,11,97383668,UN,TRUE,2021-03-31 07:11:46,2021-04-26 16:53:50
313,Colete Salva-Vidas 3456,Colete homologado classe III,1,6,85931561,UN,TRUE,2023-02-11 12:04:07,2025-12-25 10:39:01
314,Tinta Antifouling 2982,Tinta antiincrustante 3.6L para casco,5,12,95666107,L,TRUE,2021-06-14 02:02:11,2025-01-27 19:30:21
315,Defensa Náutica 2949,Defensa cilíndrica em PVC,4,6,59372387,PC,TRUE,2024-10-07 06:51:55,2026-02-06 09:36:11
316,Cabo Náutico 6564,Cabo de polipropileno trançado,9,5,89348467,M,TRUE,2022-09-23 19:26:34,2023-02-28 11:30:57
317,Defensa Náutica 3153,Defensa cilíndrica em PVC,2,2,35688444,PC,TRUE,2023-07-03 05:41:42,2024-10-14 04:06:42
318,Defensa Náutica 6926,Defensa cilíndrica em PVC,3,1,12085418,PC,TRUE,2022-10-30 09:37:49,2023-05-02 20:43:16
319,Defensa Náutica 8553,Defensa cilíndrica em PVC,6,14,74134688,PC,TRUE,2022-01-05 09:27:59,2024-08-28 07:19:22
320,Colete Salva-Vidas 7959,,11,4,74335603,UN,TRUE,2024-05-31 00:27:32,2026-02-26 02:26:22
321,Colete Salva-Vidas 7573,Colete homologado classe III,5,6,37566276,UN,TRUE,2024-09-22 22:15:08,2025-12-11 17:24:54
322,Bateria Náutica 2619,Bateria estacionária 105Ah náutica,5,7,69535726,UN,TRUE,2026-04-30 06:49:06,2026-12-01 00:32:16
323,Âncora Bruce 7053,Âncora de garra tipo Bruce em aço galvanizado,4,3,88471323,UN,TRUE,2022-01-20 08:30:10,2024-03-21 23:50:13
324,Colete Salva-Vidas 5603,Colete homologado classe III,10,6,67292394,UN,TRUE,2022-07-07 10:31:14,2023-05-07 14:30:35
325,Âncora Bruce 5388,Âncora de garra tipo Bruce em aço galvanizado,11,5,50750897,UN,TRUE,2020-05-12 12:56:34,2022-06-08 11:56:57
326,Defensa Náutica 824,Defensa cilíndrica em PVC,4,14,54959077,PC,TRUE,2024-08-23 19:52:44,2024-10-07 17:34:07
327,Sonar Transducer 4970,Transdutor de sonar para profundidade,12,1,99253380,UN,TRUE,2026-08-03 19:08:26,2026-12-16 09:56:34
328,Vela Mestra 8368,Vela mestra em dacron para veleiros 32 pés,10,5,79749297,UN,TRUE,2020-03-27 06:34:48,2022-05-21 14:07:32
329,Colete Salva-Vidas 3098,Colete homologado classe III,9,5,56405625,UN,TRUE,2025-04-28 16:50:25,2026-08-29 20:51:11
330,Bússola de Bordo 4659,Bússola magnética líquida com iluminação,9,6,81088863,UN,TRUE,2024-11-17 05:15:35,2025-06-12 13:48:05
331,Bateria Náutica 5936,Bateria estacionária 105Ah náutica,1,5,15478544,UN,TRUE,2020-10-19 05:52:05,2024-05-18 05:00:41
332,Bateria Náutica 9527,Bateria estacionária 105Ah náutica,2,5,86608788,UN,TRUE,2022-02-20 22:44:06,2023-05-22 20:55:29
333,Bússola de Bordo 180,Bússola magnética líquida com iluminação,2,5,28986916,UN,TRUE,2022-02-28 12:28:36,2026-01-01 12:24:00
334,Tinta Antifouling 3404,Tinta antiincrustante 3.6L para casco,7,7,19995161,L,TRUE,2025-03-12 19:14:04,2026-06-21 05:16:51
335,Vela Mestra 8049,Vela mestra em dacron para veleiros 32 pés,12,11,86149733,UN,TRUE,2023-06-17 07:30:58,2026-08-30 05:45:50
336,Bateria Náutica 2400,Bateria estacionária 105Ah náutica,5,1,44078473,UN,TRUE,2025-02-13 11:27:22,2025-07-19 20:45:04
337,Cabo Náutico 9048,Cabo de polipropileno trançado,7,6,65984906,M,TRUE,2020-06-06 19:39:07,2024-07-15 21:15:38
338,Cabo Náutico 5724,Cabo de polipropileno trançado,10,8,12126860,M,TRUE,2024-12-24 17:34:55,2026-07-17 01:48:10
339,Sonar Transducer 6256,Transdutor de sonar para profundidade,6,9,70968357,UN,TRUE,2023-10-29 16:44:58,2026-05-03 04:00:14
340,GPS Pltoter 3205,GPS chartplotter com cartografia,3,14,59533228,UN,TRUE,2025-06-25 11:16:44,2026-08-10 18:18:02
341,Vela Mestra 7122,,1,12,13703585,UN,TRUE,2022-07-26 10:24:01,2023-04-19 04:19:50
342,asdf,Cabo de polipropileno trançado,10,12,75867902,M,TRUE,2020-03-16 12:14:11,2020-04-25 08:36:42
343,Bússola de Bordo 2338,Bússola magnética líquida com iluminação,7,11,39411903,UN,TRUE,2024-01-08 07:19:55,2026-11-30 07:43:18
344,Âncora Bruce 3286,Âncora de garra tipo Bruce em aço galvanizado,5,13,51509934,UN,TRUE,2020-10-20 05:08:06,2021-06-22 06:12:01
345,Vela Mestra 1741,Vela mestra em dacron para veleiros 32 pés,11,7,57891714,UN,TRUE,2022-10-17 08:35:48,2024-08-08 01:20:47
346,GPS Plotter 830,GPS chartplotter com cartografia,6,7,20957471,UN,TRUE,2024-12-13 02:23:24,2026-09-20 17:58:40
347,Bússola de Bordo 9956,Bússola magnética líquida com iluminação,7,4,29194132,UN,TRUE,2024-11-17 01:10:05,2026-09-28 16:01:59
348,Âncora Bruce 1231,Âncora de garra tipo Bruce em aço galvanizado,1,1,24531080,UN,TRUE,2024-04-27 09:37:51,2024-05-16 10:06:03
349,Bateria Náutica 5090,Bateria estacionária 105Ah náutica,12,2,12959922,UN,TRUE,2023-02-19 19:55:32,2025-10-01 21:15:56
350,Motor de Popa 1007,Motor de popa 4 tempos para embarcações de lazer,10,14,95531163,UN,TRUE,2020-09-29 19:06:02,2022-02-18 02:08:04
351,GPS Plotter 845,GPS chartplotter com cartografia,8,14,86152349,UN,TRUE,2020-06-02 13:36:18,2021-01-07 16:04:32
352,Âncora Bruce 7571,Âncora de garra tipo Bruce em aço galvanizado,9,1,83914891,UN,TRUE,2024-10-10 00:30:26,2024-12-16 04:38:37
353,Cabo Náutico 2862,Cabo de polipropileno trançado,8,8,28443192,M,TRUE,2024-10-27 11:40:48,2026-05-07 02:50:04
354,Bússola de Bordo 1372,Bússola magnética líquida com iluminação,12,5,21490399,UN,TRUE,2022-03-14 00:38:11,2026-07-13 12:13:45
355,Cabo Náutico 1755,Cabo de polipropileno trançado,5,2,21481227,M,TRUE,2020-04-25 11:49:32,2021-05-05 01:19:09
356,Vela Mestra 1319,Vela mestra em dacron para veleiros 32 pés,9,12,83264849,UN,TRUE,2020-02-23 17:08:01,2022-05-19 02:46:02
357,NAO INFORMADO,Bússola magnética líquida com iluminação,9,7,31350953,UN,TRUE,2023-08-26 23:20:14,2026-04-15 20:56:28
358,Motor de Popa 553,Motor de popa 4 tempos para embarcações de lazer,1,8,24441355,UN,TRUE,2024-12-24 07:53:46,2026-04-11 05:24:55
359,Hélice de Alumínio 8562,Hélice 3 pás para motor de popa,2,2,69666237,UN,TRUE,2026-02-06 21:01:34,2026-11-14 12:41:24
360,Bateria Náutica 2558,Bateria estacionária 105Ah náutica,6,7,69253387,UN,TRUE,2024-07-18 00:53:05,2024-11-11 04:55:26
361,Bússola de Bordo 3152,Bússola magnética líquida com iluminação,8,11,39704644,UN,FALSE,2024-11-16 06:33:02,2026-02-28 07:13:28
362,Âncora Bruce 3524,Âncora de garra tipo Bruce em aço galvanizado,7,12,16726627,UN,TRUE,2023-11-27 13:35:22,2025-04-27 06:23:35
363,Motor de Popa 1279,Motor de popa 4 tempos para embarcações de lazer,11,3,63487199,UN,TRUE,2025-06-11 13:42:51,2026-02-27 19:26:26
364,Vela Mestra 4634,Vela mestra em dacron para veleiros 32 pés,7,3,78190172,UN,TRUE,2020-06-13 07:28:49,2021-10-05 23:40:59
365,Sonar Transducer 455,Transdutor de sonar para profundidade,9,11,20088133,UN,TRUE,2020-11-06 10:27:25,2020-11-12 17:46:15
366,Bússola de Bordo 1762,Bússola magnética líquida com iluminação,9,6,14959814,UN,TRUE,2026-04-25 08:34:21,2026-07-24 23:48:40
367,Sonar Transducer 4574,Transdutor de sonar para profundidade,3,3,47798201,UN,TRUE,2021-06-21 01:32:47,2021-09-13 07:32:16
368,Cabo Náutico 7039,Cabo de polipropileno trançado,2,11,18866604,M,TRUE,2021-07-12 06:01:07,2026-08-29 10:49:44
369,Hélice de Alumínio 393,,9,3,96313230,UN,TRUE,2025-01-21 07:24:01,2026-09-11 20:42:43
370,Tinta Antifouling 5865,Tinta antiincrustante 3.6L para casco,10,6,94493891,L,TRUE,2025-08-20 07:57:38,2026-05-30 20:08:44
371,Motor de Popa 4088,Motor de popa 4 tempos para embarcações de lazer,11,7,71965261,UN,TRUE,2024-04-26 03:11:15,2026-04-11 13:44:17
372,Vela Mestra 500,Vela mestra em dacron para veleiros 32 pés,9,13,20354506,UN,TRUE,2023-07-31 03:46:43,2026-08-01 15:25:54
373,Cabo Náutico 2300,Cabo de polipropileno trançado,2,2,42788693,M,TRUE,2026-09-22 04:21:24,2026-10-17 07:44:25
374,Âncora Bruce 9527,Âncora de garra tipo Bruce em aço galvanizado,7,11,62684446,UN,TRUE,2026-02-15 04:07:38,2026-11-11 18:21:15
375,Sonar Transducer 3481,Transdutor de sonar para profundidade,6,2,16912082,UN,TRUE,2022-10-04 22:50:19,2023-06-04 09:50:08
376,Defensa Náutica 7831,Defensa cilíndrica em PVC,6,6,48310348,PC,TRUE,2024-04-21 03:07:51,2026-01-12 16:03:07
377,Cabo Náutico 5117,Cabo de polipropileno trançado,7,8,35306823,M,TRUE,2021-08-06 11:26:42,2025-04-05 02:56:36
378,Cabo Náutico 5157,Cabo de polipropileno trançado,6,11,30325557,M,TRUE,2023-08-24 08:23:31,2025-05-28 09:25:00
379,Bateria Náutica 3343,Bateria estacionária 105Ah náutica,1,6,80032637,UN,TRUE,2021-04-22 14:31:59,2025-02-25 00:21:22
380,Sonar Transducer 8538,Transdutor de sonar para profundidade,11,11,91022994,UN,TRUE,2023-08-26 10:57:31,2025-10-05 05:56:32
381,Cabo Náutico 9083,Cabo de polipropileno trançado,11,6,18179420,M,TRUE,2023-11-11 09:41:38,2025-11-15 22:45:04
382,Cabo Náutico 4851,Cabo de polipropileno trançado,6,8,25635518,M,TRUE,2026-02-12 03:40:36,2026-07-09 01:58:21
383,Sonar Transducer 7919,Transdutor de sonar para profundidade,8,8,68917102,UN,TRUE,2023-08-18 06:32:36,2025-05-09 07:27:42
384,Bateria Náutica 684,Bateria estacionária 105Ah náutica,11,8,73320460,UN,TRUE,2024-09-21 18:15:23,2026-08-24 06:19:34
