id,order_id,product_variant_id,quantity,unit_price,icms_rate,ipi_rate,line_total
35943,11928,310,7,3447.79,18.00,5.00,24134.53
35944,11928,708,9,556.23,18.00,5.00,5006.07
35945,11928,151,3,1696.35,17.00,0.00,5089.05
35946,11929,124,1,946.24,17.00,10.00,946.24
35947,11929,759,8,1563.67,17.00,10.00,12509.36
35948,11929,174,4,3040.55,17.00,10.00,12162.20
35949,11929,347,6,2651.34,12.00,0.00,15908.04
35950,11930,912,4,1038.60,12.00,10.00,4154.40
35951,11931,122,7,887.99,18.00,5.00,6215.93
35952,11931,100,7,3529.00,12.00,10.00,24703.00
35953,11932,93,1,1972.36,12.00,5.00,1972.36
35954,11932,927,7,2506.19,18.00,0.00,17543.33
35955,11932,406,1,4130.15,12.00,5.00,4130.15
35956,11932,402,8,1676.19,17.00,0.00,13409.52
35957,11933,780,8,190.17,12.00,5.00,1521.36
35958,11933,25,8,516.75,17.00,5.00,4134.00
35959,11934,529,2,1891.34,12.00,0.00,3782.68
35960,11934,222,3,1843.68,12.00,5.00,5531.04
35961,11934,338,2,311.37,17.00,10.00,622.74
35962,11935,882,8,333.59,17.00,0.00,2668.72
35963,11935,412,8,1770.44,12.00,0.00,14163.52
35964,11936,883,9,401.36,18.00,10.00,3612.24
35965,11936,440,4,2540.37,17.00,10.00,10161.48
35966,11936,866,8,738.01,12.00,0.00,5904.08
35967,11936,577,8,2670.70,12.00,0.00,21365.60
35968,11937,593,4,2583.58,17.00,0.00,10334.32
35969,11937,538,6,2358.30,12.00,0.00,14149.80
35970,11937,327,2,2109.45,12.00,5.00,4218.90
35971,11937,895,7,2440.23,17.00,10.00,17081.61
35972,11937,770,7,36.99,18.00,0.00,258.93
35973,11938,969,9,1232.20,18.00,10.00,11089.80
35974,11938,27,5,2928.08,12.00,5.00,14640.40
35975,11939,84,4,841.59,17.00,10.00,3366.36
35976,11939,974,5,1737.68,12.00,10.00,8688.40
35977,11939,217,10,531.03,17.00,10.00,5310.30
35978,11939,1002,1,2757.24,17.00,0.00,2757.24
35979,11939,838,6,2379.75,18.00,10.00,14278.50
35980,11940,275,10,2249.39,18.00,10.00,22493.90
35981,11940,124,10,946.24,17.00,10.00,9462.40
35982,11940,614,5,2116.68,18.00,5.00,10583.40
35983,11940,725,6,1102.60,12.00,10.00,6615.60
35984,11940,499,5,1958.94,17.00,10.00,9794.70
35985,11941,899,5,2153.35,17.00,10.00,10766.75
35986,11942,772,10,2546.56,17.00,0.00,25465.60
35987,11942,637,7,1006.34,18.00,0.00,7044.38
35988,11942,197,6,431.48,12.00,0.00,2588.88
35989,11943,327,3,2109.45,12.00,5.00,6328.35
35990,11943,430,3,376.66,17.00,5.00,1129.98
35991,11943,644,6,2127.27,17.00,0.00,12763.62
35992,11944,719,9,590.95,17.00,10.00,5318.55
35993,11944,220,7,1370.50,18.00,0.00,9593.50
35994,11945,443,8,2293.63,17.00,5.00,18349.04
35995,11945,862,4,3102.21,18.00,5.00,12408.84
35996,11945,287,10,996.89,17.00,0.00,9968.90
35997,11945,615,4,2256.51,18.00,10.00,9026.04
35998,11945,265,7,2832.12,17.00,0.00,19824.84
35999,11946,159,10,1425.15,12.00,10.00,14251.50
36000,11946,529,3,1891.34,12.00,0.00,5674.02
36001,11946,146,2,2100.65,12.00,5.00,4201.30
36002,11946,388,7,2589.27,12.00,5.00,18124.89
36003,11947,73,9,755.45,12.00,5.00,6799.05
36004,11948,533,9,1796.67,18.00,10.00,16170.03
36005,11948,558,6,1757.24,18.00,10.00,10543.44
36006,11949,707,10,314.18,17.00,0.00,3141.80
36007,11949,504,8,509.32,17.00,0.00,4074.56
36008,11949,472,7,2364.36,17.00,10.00,16550.52
36009,11950,508,1,2240.19,17.00,10.00,2240.19
36010,11950,211,3,1981.38,12.00,10.00,5944.14
36011,11951,314,5,2967.96,17.00,0.00,14839.80
36012,11951,654,4,689.26,12.00,0.00,2757.04
36013,11951,606,1,2160.03,18.00,0.00,2160.03
36014,11951,460,1,2023.30,17.00,5.00,2023.30
36015,11951,435,5,3107.16,17.00,5.00,15535.80
36016,11952,440,3,2540.37,17.00,10.00,7621.11
36017,11953,147,2,3400.77,17.00,5.00,6801.54
36018,11953,525,7,4353.53,12.00,5.00,30474.71
36019,11953,69,1,301.17,18.00,10.00,301.17
36020,11953,819,10,2643.99,12.00,5.00,26439.90
36021,11953,40,4,1813.06,12.00,5.00,7252.24
36027,11955,942,6,2326.21,17.00,10.00,13957.26
36028,11955,288,5,45.56,12.00,5.00,227.80
36029,11955,988,3,130.89,12.00,10.00,392.67
36030,11955,637,2,1006.34,18.00,0.00,2012.68
36031,11956,439,4,178.58,17.00,10.00,714.32
36032,11956,551,2,2758.75,17.00,0.00,5517.50
36036,11958,710,1,3513.13,18.00,5.00,3513.13
36037,11959,442,6,107.74,17.00,0.00,646.44
36038,11959,261,8,2489.83,17.00,0.00,19918.64
36039,11959,518,10,1469.13,12.00,10.00,14691.30
36040,11959,349,7,770.28,12.00,5.00,5391.96
36041,11960,895,7,2440.23,17.00,10.00,17081.61
36042,11960,558,6,1757.24,18.00,10.00,10543.44
36043,11960,437,7,860.44,12.00,10.00,6023.08
36044,11960,598,8,1907.91,17.00,0.00,15263.28
36045,11961,818,8,2561.11,12.00,10.00,20488.88
36046,11962,435,6,3107.16,17.00,5.00,18642.96
36047,11962,362,2,1475.97,12.00,0.00,2951.94
36048,11963,357,9,323.50,17.00,10.00,2911.50
36049,11963,868,1,246.02,17.00,10.00,246.02
36050,11963,928,6,2760.41,17.00,10.00,16562.46
36051,11963,63,3,1025.37,12.00,0.00,3076.11
36052,11963,1003,1,2068.61,17.00,10.00,2068.61
36053,11964,687,5,1168.61,17.00,5.00,5843.05
36054,11965,11,3,1838.76,12.00,10.00,5516.28
36055,11965,993,6,2476.49,12.00,0.00,14858.94
36056,11966,432,7,884.04,12.00,0.00,6188.28
36057,11966,753,7,3250.05,18.00,0.00,22750.35
36058,11967,830,4,2149.95,12.00,0.00,8599.80
36059,11968,863,4,2108.46,18.00,0.00,8433.84
36060,11968,173,5,1352.38,12.00,5.00,6761.90
36061,11969,1002,4,2757.24,17.00,0.00,11028.96
36062,11969,85,9,2235.99,18.00,0.00,20123.91
36063,11969,392,1,1043.87,12.00,0.00,1043.87
36064,11969,424,10,45.75,17.00,10.00,457.50
36065,11969,120,1,1677.29,18.00,5.00,1677.29
36066,11970,737,4,2907.49,18.00,10.00,11629.96
36067,11970,153,5,233.91,18.00,0.00,1169.55
36068,11970,55,10,2780.63,18.00,5.00,27806.30
36069,11970,767,8,736.94,12.00,5.00,5895.52
36070,11970,632,10,1472.59,18.00,5.00,14725.90
36071,11971,592,8,589.87,18.00,5.00,4718.96
36072,11971,459,10,381.17,18.00,5.00,3811.70
36073,11972,444,2,544.34,12.00,5.00,1088.68
36074,11973,467,9,718.42,12.00,5.00,6465.78
36075,11974,685,1,616.77,12.00,10.00,616.77
36076,11975,767,1,736.94,12.00,5.00,736.94
36077,11975,96,6,1553.87,12.00,10.00,9323.22
36078,11975,167,4,414.66,18.00,0.00,1658.64
36079,11976,813,6,3479.45,17.00,0.00,20876.70
36080,11977,480,9,850.69,12.00,10.00,7656.21
36081,11977,449,6,3486.24,18.00,5.00,20917.44
36082,11977,727,4,1343.06,12.00,10.00,5372.24
36083,11977,950,5,920.67,12.00,5.00,4603.35
36084,11977,560,5,2092.58,12.00,5.00,10462.90
36085,11978,1005,5,1320.30,12.00,5.00,6601.50
36086,11978,719,10,590.95,17.00,10.00,5909.50
36087,11978,57,2,3035.13,12.00,10.00,6070.26
36088,11979,652,5,3265.94,18.00,10.00,16329.70
36089,11979,680,3,1389.22,12.00,5.00,4167.66
36090,11979,51,6,1113.93,17.00,5.00,6683.58
36091,11979,554,3,1121.67,12.00,0.00,3365.01
36092,11980,527,1,1140.17,12.00,10.00,1140.17
36093,11980,947,9,1463.75,17.00,0.00,13173.75
36094,11980,965,10,1023.33,18.00,10.00,10233.30
36095,11981,46,6,764.40,12.00,0.00,4586.40
36096,11981,714,3,1370.36,12.00,0.00,4111.08
36097,11982,268,8,2402.23,12.00,10.00,19217.84
36098,11982,465,7,1776.02,17.00,0.00,12432.14
36099,11982,522,10,672.80,12.00,0.00,6728.00
36100,11982,574,3,2342.19,17.00,5.00,7026.57
36101,11983,602,10,2133.34,18.00,5.00,21333.40
36102,11983,751,5,1956.29,17.00,5.00,9781.45
36103,11983,4,7,2111.04,12.00,10.00,14777.28
36104,11984,557,3,2378.94,17.00,10.00,7136.82
36105,11985,188,10,360.16,17.00,5.00,3601.60
36106,11985,634,1,2123.91,18.00,5.00,2123.91
36107,11985,185,3,686.55,18.00,10.00,2059.65
36108,11986,178,7,2799.66,17.00,5.00,19597.62
36109,11986,162,2,1137.61,12.00,10.00,2275.22
36110,11986,206,5,253.79,17.00,5.00,1268.95
36111,11986,312,3,1186.18,17.00,10.00,3558.54
36112,11986,752,7,1997.91,12.00,0.00,13985.37
36113,11987,333,10,1071.58,18.00,0.00,10715.80
36114,11988,752,5,1997.91,12.00,0.00,9989.55
36115,11988,183,8,818.75,12.00,0.00,6550.00
36116,11988,408,4,364.81,18.00,5.00,1459.24
36117,11988,247,6,3483.18,17.00,10.00,20899.08
36118,11988,76,5,1096.27,18.00,5.00,5481.35
36119,11989,766,7,4026.81,18.00,10.00,28187.67
36120,11989,391,7,1362.27,17.00,5.00,9535.89
36125,11991,554,9,1121.67,12.00,0.00,10095.03
36126,11991,24,10,2659.65,12.00,10.00,26596.50
36127,11991,426,8,1094.61,18.00,5.00,8756.88
36128,11991,917,4,588.80,12.00,5.00,2355.20
36129,11992,155,7,52.57,17.00,0.00,367.99
36130,11992,749,6,1364.77,17.00,0.00,8188.62
36131,11993,298,8,1028.21,17.00,10.00,8225.68
36132,11993,392,1,1043.87,12.00,0.00,1043.87
36133,11993,925,10,134.34,17.00,10.00,1343.40
36134,11993,769,10,113.10,12.00,0.00,1131.00
36135,11993,430,10,376.66,17.00,5.00,3766.60
36136,11994,349,6,770.28,12.00,5.00,4621.68
36137,11994,38,5,2178.52,18.00,10.00,10892.60
36138,11994,380,5,1042.47,12.00,10.00,5212.35
36139,11995,353,6,371.77,18.00,5.00,2230.62
36140,11995,23,4,1629.17,18.00,10.00,6516.68
36141,11995,1,1,2452.69,18.00,5.00,2452.69
36142,11995,621,2,541.54,12.00,0.00,1083.08
36143,11995,196,9,1078.66,18.00,0.00,9707.94
36144,11996,54,2,2767.51,17.00,5.00,5535.02
36145,11997,68,9,381.63,18.00,10.00,3434.67
36146,11997,234,6,1089.75,17.00,0.00,6538.50
36147,11997,639,10,2542.44,12.00,10.00,25424.40
36148,11998,710,7,3513.13,18.00,5.00,24591.91
36149,11998,463,9,2512.58,12.00,10.00,22613.22
36150,11998,943,10,1880.22,17.00,10.00,18802.20
36151,11998,598,8,1907.91,17.00,0.00,15263.28
36152,11999,590,2,1446.19,12.00,5.00,2892.38
36153,11999,850,6,450.94,17.00,0.00,2705.64
36154,11999,284,2,2079.95,18.00,10.00,4159.90
36155,11999,911,10,1711.49,18.00,0.00,17114.90
36156,12000,219,7,2189.02,12.00,5.00,15323.14
36157,12000,355,5,407.01,18.00,10.00,2035.05
36158,12000,381,1,2111.00,18.00,10.00,2111.00
36159,12000,104,5,821.14,18.00,0.00,4105.70
36160,12001,436,1,2668.95,18.00,10.00,2668.95
36161,12002,714,9,1370.36,12.00,0.00,12333.24
36162,12002,259,7,356.80,17.00,5.00,2497.60
36163,12002,481,9,3425.33,12.00,0.00,30827.97
36164,12003,803,10,2809.14,12.00,0.00,28091.40
36165,12004,971,1,1149.60,12.00,10.00,1149.60
36166,12004,911,6,1711.49,18.00,0.00,10268.94
36167,12004,106,1,1185.50,18.00,10.00,1185.50
36168,12004,876,7,1041.97,18.00,10.00,7293.79
36169,12004,590,5,1446.19,12.00,5.00,7230.95
36170,12005,659,6,1282.94,17.00,5.00,7697.64
36171,12005,594,4,1601.47,17.00,0.00,6405.88
36172,12005,283,2,2111.43,17.00,5.00,4222.86
36173,12005,257,4,69.33,18.00,10.00,277.32
36174,12006,263,5,2974.82,12.00,0.00,14874.10
36175,12006,260,10,1489.60,17.00,10.00,14896.00
36176,12006,562,9,2350.61,18.00,5.00,21155.49
36177,12007,627,7,638.76,18.00,5.00,4471.32
36178,12007,510,10,319.25,17.00,10.00,3192.50
36179,12008,513,2,2632.87,12.00,0.00,5265.74
36180,12008,441,3,538.84,18.00,0.00,1616.52
36181,12008,249,9,2147.93,18.00,0.00,19331.37
36182,12008,134,9,993.85,18.00,5.00,8944.65
36183,12009,771,4,699.53,18.00,0.00,2798.12
36184,12009,154,8,2700.16,18.00,5.00,21601.28
36185,12009,144,9,3426.88,17.00,0.00,30841.92
36186,12009,637,5,1006.34,18.00,0.00,5031.70
36187,12010,427,6,3734.46,12.00,10.00,22406.76
36188,12010,611,5,2127.18,12.00,10.00,10635.90
36189,12011,439,10,178.58,17.00,10.00,1785.80
36190,12011,291,1,2264.25,18.00,10.00,2264.25
36191,12011,458,4,495.33,12.00,10.00,1981.32
36192,12012,941,7,1826.97,18.00,5.00,12788.79
36193,12013,503,9,2245.27,17.00,5.00,20207.43
36194,12013,819,3,2643.99,12.00,5.00,7931.97
36195,12013,893,8,2690.48,12.00,0.00,21523.84
36196,12013,341,3,265.57,17.00,0.00,796.71
36197,12013,132,8,1089.12,17.00,10.00,8712.96
36198,12014,392,4,1043.87,12.00,0.00,4175.48
36199,12014,593,1,2583.58,17.00,0.00,2583.58
36200,12014,274,5,1636.39,18.00,5.00,8181.95
36201,12015,932,3,2417.32,12.00,0.00,7251.96
36202,12015,69,1,301.17,18.00,10.00,301.17
36203,12015,330,2,1896.93,12.00,5.00,3793.86
36204,12015,384,1,751.10,18.00,10.00,751.10
36205,12015,270,4,103.60,17.00,0.00,414.40
36206,12016,497,9,420.07,18.00,10.00,3780.63
36207,12016,295,3,2261.84,12.00,5.00,6785.52
36208,12016,736,7,174.99,12.00,5.00,1224.93
36209,12016,187,3,3257.01,17.00,10.00,9771.03
36210,12017,287,8,996.89,17.00,0.00,7975.12
36211,12018,816,10,3142.72,17.00,10.00,31427.20
36212,12018,263,9,2974.82,12.00,0.00,26773.38
36213,12018,682,1,3599.89,17.00,10.00,3599.89
36214,12018,392,10,1043.87,12.00,0.00,10438.70
36215,12018,404,5,271.65,17.00,0.00,1358.25
36216,12019,341,1,265.57,17.00,0.00,265.57
36217,12019,589,1,1148.81,12.00,10.00,1148.81
36218,12019,715,8,2036.26,12.00,5.00,16290.08
36219,12019,263,5,2974.82,12.00,0.00,14874.10
36220,12020,832,1,1858.79,17.00,0.00,1858.79
36221,12020,186,1,1771.29,17.00,5.00,1771.29
36222,12020,429,1,90.45,12.00,0.00,90.45
36223,12021,560,8,2092.58,12.00,5.00,16740.64
36224,12022,406,6,4130.15,12.00,5.00,24780.90
36225,12022,884,4,1955.26,17.00,5.00,7821.04
36226,12023,635,10,2637.92,17.00,10.00,26379.20
36227,12023,82,7,1719.63,17.00,10.00,12037.41
36228,12023,112,6,549.47,17.00,10.00,3296.82
36229,12024,683,5,2956.19,17.00,0.00,14780.95
36230,12025,801,9,1075.09,18.00,5.00,9675.81
36231,12026,116,3,2748.90,12.00,5.00,8246.70
36232,12027,675,7,3588.36,17.00,10.00,25118.52
36233,12027,583,4,1532.52,17.00,5.00,6130.08
36234,12028,514,6,2369.19,18.00,10.00,14215.14
36235,12028,550,10,538.89,12.00,0.00,5388.90
36236,12028,711,1,1200.87,12.00,0.00,1200.87
36237,12028,523,5,2812.60,12.00,0.00,14063.00
36238,12028,726,3,218.97,12.00,5.00,656.91
36239,12029,550,5,538.89,12.00,0.00,2694.45
36240,12029,57,1,3035.13,12.00,10.00,3035.13
36241,12029,63,1,1025.37,12.00,0.00,1025.37
36242,12029,954,10,729.85,17.00,0.00,7298.50
36243,12029,989,3,3285.82,12.00,0.00,9857.46
36244,12030,777,8,54.38,17.00,10.00,435.04
36245,12030,79,9,983.07,12.00,10.00,8847.63
36246,12030,770,1,36.99,18.00,0.00,36.99
36247,12030,990,3,836.28,12.00,10.00,2508.84
36248,12030,726,7,218.97,12.00,5.00,1532.79
36249,12031,986,6,293.35,17.00,0.00,1760.10
36250,12031,932,8,2417.32,12.00,0.00,19338.56
36251,12031,941,8,1826.97,18.00,5.00,14615.76
36252,12031,306,10,501.46,17.00,10.00,5014.60
36253,12032,989,7,3285.82,12.00,0.00,23000.74
36254,12032,803,4,2809.14,12.00,0.00,11236.56
36255,12032,697,4,2643.33,12.00,0.00,10573.32
36256,12032,187,2,3257.01,17.00,10.00,6514.02
36257,12033,145,7,2690.81,17.00,10.00,18835.67
36258,12033,11,4,1838.76,12.00,10.00,7355.04
36259,12033,368,4,2939.24,17.00,5.00,11756.96
36262,12035,732,6,1274.13,18.00,10.00,7644.78
36263,12036,404,6,271.65,17.00,0.00,1629.90
36264,12036,692,6,1636.08,12.00,10.00,9816.48
36265,12036,800,7,153.59,17.00,5.00,1075.13
36266,12036,990,1,836.28,12.00,10.00,836.28
36267,12036,438,5,1004.76,12.00,5.00,5023.80
36268,12037,239,3,624.14,18.00,10.00,1872.42
36269,12037,700,3,1282.91,17.00,0.00,3848.73
36270,12037,779,4,61.22,12.00,10.00,244.88
36271,12038,762,10,3721.66,12.00,10.00,37216.60
36272,12038,440,2,2540.37,17.00,10.00,5080.74
36273,12038,229,9,3854.29,12.00,0.00,34688.61
36274,12039,372,1,2922.48,18.00,5.00,2922.48
36275,12040,416,1,1368.78,18.00,10.00,1368.78
36276,12041,123,4,2205.88,17.00,10.00,8823.52
36277,12041,431,4,2554.55,17.00,5.00,10218.20
36278,12041,353,10,371.77,18.00,5.00,3717.70
36279,12041,991,6,3266.89,18.00,0.00,19601.34
36280,12041,885,2,718.84,17.00,10.00,1437.68
36281,12042,490,9,2428.81,12.00,0.00,21859.29
36282,12042,232,6,2403.32,12.00,0.00,14419.92
36283,12042,785,6,450.85,18.00,5.00,2705.10
36284,12042,913,3,391.96,18.00,5.00,1175.88
36285,12043,4,1,2111.04,12.00,10.00,2111.04
36286,12043,929,1,145.81,12.00,0.00,145.81
36287,12043,337,2,1135.35,17.00,5.00,2270.70
36288,12043,785,2,450.85,18.00,5.00,901.70
36289,12044,42,5,1847.00,17.00,0.00,9235.00
36290,12044,603,4,2282.68,17.00,5.00,9130.72
36291,12044,751,1,1956.29,17.00,5.00,1956.29
36292,12044,38,5,2178.52,18.00,10.00,10892.60
36293,12045,567,2,146.48,12.00,5.00,292.96
36294,12046,249,3,2147.93,18.00,0.00,6443.79
36295,12046,341,8,265.57,17.00,0.00,2124.56
36296,12046,776,5,2342.94,18.00,5.00,11714.70
36297,12047,511,8,1729.09,17.00,5.00,13832.72
36298,12047,927,2,2506.19,18.00,0.00,5012.38
36299,12047,398,4,960.29,12.00,10.00,3841.16
36300,12048,404,9,271.65,17.00,0.00,2444.85
36301,12048,672,6,172.41,12.00,5.00,1034.46
36302,12048,278,4,1751.22,12.00,5.00,7004.88
36303,12049,711,2,1200.87,12.00,0.00,2401.74
36304,12049,414,9,387.96,12.00,10.00,3491.64
36305,12049,805,8,2540.41,18.00,10.00,20323.28
36306,12049,535,3,3650.91,18.00,10.00,10952.73
36307,12050,706,3,2734.36,17.00,0.00,8203.08
36308,12050,329,5,2541.11,12.00,5.00,12705.55
36309,12050,554,3,1121.67,12.00,0.00,3365.01
36310,12050,162,9,1137.61,12.00,10.00,10238.49
36311,12051,85,2,2235.99,18.00,0.00,4471.98
36312,12051,6,4,2505.20,17.00,10.00,10020.80
36313,12052,388,10,2589.27,12.00,5.00,25892.70
36314,12052,481,8,3425.33,12.00,0.00,27402.64
36315,12052,795,4,1245.37,17.00,5.00,4981.48
36316,12052,773,2,1486.53,18.00,0.00,2973.06
36317,12053,829,8,2736.28,17.00,10.00,21890.24
36318,12053,834,10,98.79,18.00,0.00,987.90
36319,12053,654,10,689.26,12.00,0.00,6892.60
36320,12053,938,3,568.93,17.00,0.00,1706.79
36321,12054,764,2,1391.74,17.00,10.00,2783.48
36322,12054,925,7,134.34,17.00,10.00,940.38
36323,12054,492,2,2694.24,17.00,0.00,5388.48
36324,12055,216,8,3139.00,18.00,5.00,25112.00
36325,12055,407,6,2324.71,12.00,0.00,13948.26
36326,12056,205,2,2217.71,17.00,0.00,4435.42
36327,12056,429,6,90.45,12.00,0.00,542.70
36328,12056,149,6,406.56,17.00,10.00,2439.36
36329,12056,796,9,1572.87,18.00,10.00,14155.83
36330,12056,559,10,893.57,12.00,0.00,8935.70
36331,12057,899,9,2153.35,17.00,10.00,19380.15
36332,12057,77,8,1516.00,17.00,5.00,12128.00
36333,12058,546,8,2466.25,12.00,5.00,19730.00
36334,12058,1001,7,1687.22,18.00,5.00,11810.54
36335,12058,830,10,2149.95,12.00,0.00,21499.50
36336,12058,137,4,1038.34,18.00,0.00,4153.36
36337,12059,265,10,2832.12,17.00,0.00,28321.20
36338,12059,214,1,713.36,12.00,5.00,713.36
36339,12059,157,5,2382.63,18.00,0.00,11913.15
36340,12059,735,10,617.90,17.00,5.00,6179.00
36341,12060,364,4,1049.51,18.00,0.00,4198.04
36342,12060,926,7,824.94,18.00,10.00,5774.58
36343,12060,962,8,2309.76,12.00,5.00,18478.08
36344,12061,701,9,1036.97,12.00,0.00,9332.73
36345,12061,631,10,2538.86,17.00,0.00,25388.60
36346,12062,169,10,2148.39,18.00,0.00,21483.90
36347,12062,553,9,2778.62,12.00,10.00,25007.58
36348,12062,178,2,2799.66,17.00,5.00,5599.32
36349,12062,481,9,3425.33,12.00,0.00,30827.97
36350,12063,989,3,3285.82,12.00,0.00,9857.46
36351,12063,995,10,1564.09,18.00,10.00,15640.90
36352,12063,603,3,2282.68,17.00,5.00,6848.04
36353,12063,143,5,742.58,18.00,0.00,3712.90
36354,12063,79,7,983.07,12.00,10.00,6881.49
36355,12064,944,1,2247.99,18.00,0.00,2247.99
36356,12064,806,5,964.88,17.00,5.00,4824.40
36357,12064,64,10,2665.92,17.00,10.00,26659.20
36358,12065,568,10,731.85,12.00,5.00,7318.50
36359,12065,654,10,689.26,12.00,0.00,6892.60
36360,12065,529,9,1891.34,12.00,0.00,17022.06
36361,12065,164,9,1761.91,12.00,10.00,15857.19
36362,12066,675,9,3588.36,17.00,10.00,32295.24
36363,12066,611,2,2127.18,12.00,10.00,4254.36
36364,12067,591,3,2199.16,12.00,0.00,6597.48
36365,12067,299,10,266.31,12.00,0.00,2663.10
36366,12068,167,3,414.66,18.00,0.00,1243.98
36367,12068,230,1,1744.87,18.00,10.00,1744.87
36368,12068,815,5,2213.00,17.00,5.00,11065.00
36369,12069,908,10,1959.04,18.00,10.00,19590.40
36370,12069,347,8,2651.34,12.00,0.00,21210.72
36371,12069,609,1,1498.60,17.00,5.00,1498.60
36372,12069,520,3,71.33,12.00,0.00,213.99
36373,12070,749,2,1364.77,17.00,0.00,2729.54
36374,12070,561,10,3757.73,18.00,0.00,37577.30
36375,12071,141,8,2126.12,18.00,5.00,17008.96
36376,12071,766,9,4026.81,18.00,10.00,36241.29
36377,12071,701,6,1036.97,12.00,0.00,6221.82
36378,12071,220,8,1370.50,18.00,0.00,10964.00
36379,12071,35,5,1255.65,18.00,5.00,6278.25
36380,12072,921,8,3321.81,18.00,10.00,26574.48
36381,12072,121,3,2225.11,12.00,10.00,6675.33
36382,12072,405,9,2954.61,17.00,5.00,26591.49
36383,12072,289,10,3243.15,18.00,0.00,32431.50
36384,12073,284,2,2079.95,18.00,10.00,4159.90
36385,12073,264,10,1981.04,17.00,0.00,19810.40
36386,12073,704,8,1458.32,17.00,5.00,11666.56
36387,12073,221,1,1543.13,12.00,0.00,1543.13
36388,12074,771,6,699.53,18.00,0.00,4197.18
36389,12074,933,4,1189.10,12.00,5.00,4756.40
36390,12074,838,2,2379.75,18.00,10.00,4759.50
36391,12074,621,2,541.54,12.00,0.00,1083.08
36392,12075,545,4,518.00,18.00,10.00,2072.00
36393,12075,192,5,3134.40,18.00,10.00,15672.00
36394,12075,589,5,1148.81,12.00,10.00,5744.05
36395,12075,401,7,2763.78,18.00,5.00,19346.46
36396,12075,523,4,2812.60,12.00,0.00,11250.40
36397,12076,967,4,1151.37,12.00,5.00,4605.48
36398,12076,126,9,1045.61,17.00,5.00,9410.49
36399,12076,289,5,3243.15,18.00,0.00,16215.75
36400,12076,940,1,1035.00,17.00,0.00,1035.00
36401,12076,323,6,2902.38,18.00,10.00,17414.28
36402,12077,704,2,1458.32,17.00,5.00,2916.64
36403,12077,838,6,2379.75,18.00,10.00,14278.50
36404,12078,252,5,1266.06,17.00,10.00,6330.30
36405,12079,326,3,2882.29,17.00,0.00,8646.87
36406,12079,140,4,658.74,17.00,5.00,2634.96
36407,12079,525,2,4353.53,12.00,5.00,8707.06
36408,12080,377,7,1749.78,12.00,5.00,12248.46
36409,12080,481,1,3425.33,12.00,0.00,3425.33
36410,12080,339,7,2476.76,17.00,5.00,17337.32
36411,12080,1004,4,3533.76,17.00,0.00,14135.04
36412,12081,944,10,2247.99,18.00,0.00,22479.90
36413,12081,98,4,2546.18,17.00,10.00,10184.72
36414,12081,514,5,2369.19,18.00,10.00,11845.95
36415,12081,610,1,1191.46,17.00,0.00,1191.46
36416,12081,179,3,1325.84,18.00,10.00,3977.52
36417,12082,417,1,2063.82,17.00,10.00,2063.82
36418,12082,1007,8,3154.28,12.00,5.00,25234.24
36419,12082,348,3,2160.77,12.00,0.00,6482.31
36420,12082,445,10,4125.08,12.00,5.00,41250.80
36421,12082,744,6,2928.56,18.00,10.00,17571.36
36422,12083,417,10,2063.82,17.00,10.00,20638.20
36423,12083,46,2,764.40,12.00,0.00,1528.80
36424,12083,226,3,1724.28,12.00,0.00,5172.84
36425,12083,121,7,2225.11,12.00,10.00,15575.77
36426,12084,53,7,1628.81,12.00,10.00,11401.67
36427,12084,293,1,2398.41,17.00,10.00,2398.41
36428,12084,143,4,742.58,18.00,0.00,2970.32
36429,12085,663,4,2491.36,18.00,10.00,9965.44
36430,12086,42,9,1847.00,17.00,0.00,16623.00
36431,12086,270,10,103.60,17.00,0.00,1036.00
36432,12087,349,3,770.28,12.00,5.00,2310.84
36433,12087,975,6,1936.17,17.00,0.00,11617.02
36434,12088,841,9,3516.69,18.00,10.00,31650.21
36435,12088,257,7,69.33,18.00,10.00,485.31
36436,12089,881,5,2109.81,12.00,10.00,10549.05
36437,12089,840,4,3049.10,17.00,10.00,12196.40
36438,12089,112,4,549.47,17.00,10.00,2197.88
36439,12090,777,6,54.38,17.00,10.00,326.28
36440,12091,862,1,3102.21,18.00,5.00,3102.21
36441,12091,915,4,654.46,12.00,0.00,2617.84
36442,12091,444,1,544.34,12.00,5.00,544.34
36443,12091,921,3,3321.81,18.00,10.00,9965.43
36444,12092,680,4,1389.22,12.00,5.00,5556.88
36445,12093,938,1,568.93,17.00,0.00,568.93
36446,12093,692,10,1636.08,12.00,10.00,16360.80
36447,12093,845,1,1753.95,12.00,5.00,1753.95
36448,12093,789,8,815.67,17.00,5.00,6525.36
36449,12094,233,3,2415.40,17.00,5.00,7246.20
36450,12094,838,8,2379.75,18.00,10.00,19038.00
36451,12094,895,10,2440.23,17.00,10.00,24402.30
36452,12094,570,6,2364.78,17.00,5.00,14188.68
36453,12094,926,7,824.94,18.00,10.00,5774.58
36454,12095,598,5,1907.91,17.00,0.00,9539.55
36455,12095,852,6,2066.47,17.00,5.00,12398.82
36456,12095,267,5,839.41,12.00,0.00,4197.05
36457,12096,284,7,2079.95,18.00,10.00,14559.65
36458,12096,19,7,1517.55,18.00,10.00,10622.85
36459,12096,160,10,843.86,17.00,0.00,8438.60
36460,12096,818,3,2561.11,12.00,10.00,7683.33
