id,po_number,supplier_id,buyer_id,destination_location_id,status,currency,subtotal,total,placed_at,expected_delivery_at,created_at,updated_at
480,PO-000480,3,5,3,received,BRL,21111.67,21111.67,2023-11-21 11:05:05,2023-12-13,2023-11-21 11:05:05,2023-11-21 11:05:05
481,PO-000481,8,5,6,partially_received,USD,51979.57,51979.57,2022-10-30 04:24:55,2022-12-14,2022-10-30 04:24:55,2022-10-30 04:24:55
482,PO-000482,18,13,5,partially_received,BRL,108289.47,108289.47,2025-08-25 22:56:01,2025-09-28,2025-08-25 22:56:01,2025-08-25 22:56:01
483,PO-000483,16,5,5,received,BRL,85571.45,85571.45,2023-11-12 13:39:30,2023-11-15,2023-11-12 13:39:30,2023-11-12 13:39:30
484,PO-000484,25,5,1,received,BRL,45950.81,45950.81,2026-10-01 05:53:35,,2026-10-01 05:53:35,2026-10-01 05:53:35
485,PO-000485,3,5,5,sent,BRL,6224.49,6224.49,2024-10-28 18:12:34,2024-12-05,2024-10-28 18:12:34,2024-10-28 18:12:34
486,PO-000486,25,5,1,partially_received,BRL,87010.09,87010.09,2026-10-08 20:17:30,2026-12-06,2026-10-08 20:17:30,2026-10-08 20:17:30
487,PO-000487,12,5,3,received,USD,75089.46,75089.46,2022-12-19 21:07:07,2023-02-15,2022-12-19 21:07:07,2022-12-19 21:07:07
488,PO-000488,7,13,2,partially_received,BRL,59839.42,59839.42,2024-05-27 17:29:54,2024-07-09,2024-05-27 17:29:54,2024-05-27 17:29:54
489,PO-000489,23,5,4,sent,BRL,122626.84,122626.84,2020-09-09 12:33:14,2020-10-06,2020-09-09 12:33:14,2020-09-09 12:33:14
490,PO-000490,14,13,1,received,BRL,149085.17,149085.17,2020-10-15 04:36:02,2020-12-05,2020-10-15 04:36:02,2020-10-15 04:36:02
491,PO-000491,14,5,2,received,BRL,27571.46,27571.46,2022-01-05 05:10:40,2022-02-14,2022-01-05 05:10:40,2022-01-05 05:10:40
492,PO-000492,4,5,2,received,BRL,121335.03,121335.03,2024-11-05 02:57:14,2024-12-28,2024-11-05 02:57:14,2024-11-05 02:57:14
493,PO-000493,5,13,4,received,BRL,80792.91,80792.91,2026-09-27 03:41:54,,2026-09-27 03:41:54,2026-09-27 03:41:54
494,PO-000494,15,13,1,received,BRL,118028.00,118028.00,2020-08-12 10:20:25,2020-08-24,2020-08-12 10:20:25,2020-08-12 10:20:25
495,PO-000495,12,13,6,partially_received,EUR,121420.18,121420.18,2025-05-05 15:10:00,2025-07-02,2025-05-05 15:10:00,2025-05-05 15:10:00
496,PO-000496,1,13,2,partially_received,BRL,132436.67,132436.67,2025-04-01 18:37:34,2025-05-18,2025-04-01 18:37:34,2025-04-01 18:37:34
497,PO-000497,17,13,2,received,BRL,150312.52,150312.52,2021-09-28 19:14:33,2021-10-06,2021-09-28 19:14:33,2021-09-28 19:14:33
498,PO-000498,13,13,6,received,BRL,88394.46,88394.46,2026-10-10 05:09:56,2026-11-23,2026-10-10 05:09:56,2026-10-10 05:09:56
499,PO-000499,16,13,3,received,BRL,116363.19,116363.19,2023-03-18 21:04:51,2023-04-28,2023-03-18 21:04:51,2023-03-18 21:04:51
500,PO-000500,20,5,2,draft,BRL,214714.54,214714.54,2025-08-26 12:33:46,,2025-08-26 12:33:46,2025-08-26 12:33:46
501,PO-000501,19,5,6,received,BRL,11413.79,11413.79,2024-12-28 19:46:01,2025-01-19,2024-12-28 19:46:01,2024-12-28 19:46:01
502,PO-000502,17,13,2,received,BRL,102334.58,102334.58,2026-04-23 00:03:41,2026-06-21,2026-04-23 00:03:41,2026-04-23 00:03:41
503,PO-000503,24,5,1,received,BRL,16018.58,16018.58,2022-05-06 06:09:17,2022-06-02,2022-05-06 06:09:17,2022-05-06 06:09:17
504,PO-000504,1,13,6,draft,BRL,62612.16,62612.16,2024-03-06 11:33:59,,2024-03-06 11:33:59,2024-03-06 11:33:59
505,PO-000505,6,13,4,received,BRL,33144.54,33144.54,2026-07-14 08:55:43,2026-08-28,2026-07-14 08:55:43,2026-07-14 08:55:43
506,PO-000506,8,13,1,received,USD,120733.59,120733.59,2022-09-06 13:51:32,2022-10-26,2022-09-06 13:51:32,2022-09-06 13:51:32
507,PO-000507,21,5,1,cancelled,BRL,16378.11,16378.11,2024-10-15 17:01:42,,2024-10-15 17:01:42,2024-10-15 17:01:42
508,PO-000508,12,13,4,sent,USD,17792.46,17792.46,2023-09-12 19:05:22,2023-09-15,2023-09-12 19:05:22,2023-09-12 19:05:22
509,PO-000509,22,5,6,received,BRL,68914.85,68914.85,2022-02-01 09:34:59,2022-03-23,2022-02-01 09:34:59,2022-02-01 09:34:59
510,PO-000510,1,5,2,received,BRL,152980.92,152980.92,2026-08-29 04:38:01,,2026-08-29 04:38:01,2026-08-29 04:38:01
511,PO-000511,24,5,3,partially_received,BRL,42980.72,42980.72,2024-05-27 13:20:31,2024-06-26,2024-05-27 13:20:31,2024-05-27 13:20:31
512,PO-000512,3,13,1,partially_received,BRL,76576.02,76576.02,2026-09-22 18:00:00,,2026-09-22 18:00:00,2026-09-22 18:00:00
513,PO-000513,21,5,1,received,BRL,110762.60,110762.60,2023-01-31 06:13:30,2023-02-19,2023-01-31 06:13:30,2023-01-31 06:13:30
514,PO-000514,16,13,5,partially_received,BRL,211504.83,211504.83,2020-08-18 11:40:38,2020-09-17,2020-08-18 11:40:38,2020-08-18 11:40:38
515,PO-000515,11,13,3,received,BRL,91668.80,91668.80,2021-08-21 18:05:47,2021-08-31,2021-08-21 18:05:47,2021-08-21 18:05:47
516,PO-000516,8,5,3,cancelled,EUR,185460.57,185460.57,2024-05-01 23:55:10,2024-06-22,2024-05-01 23:55:10,2024-05-01 23:55:10
517,PO-000517,19,13,5,received,BRL,83939.21,83939.21,2023-10-03 16:44:49,2023-10-13,2023-10-03 16:44:49,2023-10-03 16:44:49
518,PO-000518,15,5,3,received,BRL,114180.94,114180.94,2025-04-17 17:26:49,2025-06-04,2025-04-17 17:26:49,2025-04-17 17:26:49
519,PO-000519,13,5,1,draft,BRL,50952.46,50952.46,2026-08-06 07:07:54,2026-08-21,2026-08-06 07:07:54,2026-08-06 07:07:54
520,PO-000520,15,5,1,partially_received,BRL,67140.22,67140.22,2024-09-08 18:27:21,2024-11-01,2024-09-08 18:27:21,2024-09-08 18:27:21
521,PO-000521,16,13,3,sent,BRL,48296.80,48296.80,2024-06-23 03:47:02,2024-07-03,2024-06-23 03:47:02,2024-06-23 03:47:02
522,PO-000522,14,5,3,received,BRL,1792.24,1792.24,2021-06-11 06:55:22,2021-06-26,2021-06-11 06:55:22,2021-06-11 06:55:22
523,PO-000523,2,5,2,received,BRL,101428.92,101428.92,2026-01-08 01:17:12,2026-01-18,2026-01-08 01:17:12,2026-01-08 01:17:12
524,PO-000524,22,13,4,sent,BRL,63810.74,63810.74,2026-04-18 19:14:32,2026-05-03,2026-04-18 19:14:32,2026-04-18 19:14:32
525,PO-000525,10,13,2,draft,BRL,78544.30,78544.30,2024-12-22 01:40:20,2025-01-23,2024-12-22 01:40:20,2024-12-22 01:40:20
526,PO-000526,11,13,1,received,BRL,8104.56,8104.56,2024-03-04 21:01:10,2024-03-13,2024-03-04 21:01:10,2024-03-04 21:01:10
527,PO-000527,12,13,6,received,USD,135825.45,135825.45,2021-10-02 07:02:17,2021-10-31,2021-10-02 07:02:17,2021-10-02 07:02:17
528,PO-000528,8,5,4,received,USD,280.19,280.19,2022-09-21 04:26:06,2022-11-11,2022-09-21 04:26:06,2022-09-21 04:26:06
529,PO-000529,12,13,6,partially_received,BRL,53052.00,53052.00,2022-01-01 18:51:47,2022-02-03,2022-01-01 18:51:47,2022-01-01 18:51:47
530,PO-000530,8,5,5,received,EUR,94611.74,94611.74,2023-11-11 03:09:49,2023-11-20,2023-11-11 03:09:49,2023-11-11 03:09:49
531,PO-000531,13,5,2,sent,BRL,30241.41,30241.41,2024-05-10 08:00:35,2024-06-25,2024-05-10 08:00:35,2024-05-10 08:00:35
532,PO-000532,13,13,2,received,BRL,135469.06,135469.06,2026-01-26 16:50:27,2026-03-24,2026-01-26 16:50:27,2026-01-26 16:50:27
533,PO-000533,25,5,4,received,BRL,96500.62,96500.62,2026-07-29 16:26:39,2026-09-27,2026-07-29 16:26:39,2026-07-29 16:26:39
534,PO-000534,1,13,6,draft,BRL,5021.15,5021.15,2020-08-01 08:30:01,,2020-08-01 08:30:01,2020-08-01 08:30:01
535,PO-000535,13,5,2,partially_received,BRL,71665.83,71665.83,2024-11-01 08:35:39,2024-11-22,2024-11-01 08:35:39,2024-11-01 08:35:39
536,PO-000536,23,5,3,received,BRL,135796.92,135796.92,2024-03-13 12:49:48,2024-04-22,2024-03-13 12:49:48,2024-03-13 12:49:48
537,PO-000537,4,5,2,draft,BRL,36129.90,36129.90,2020-09-23 06:25:41,2020-11-10,2020-09-23 06:25:41,2020-09-23 06:25:41
538,PO-000538,10,13,6,received,BRL,60380.04,60380.04,2024-07-03 01:29:14,2024-08-25,2024-07-03 01:29:14,2024-07-03 01:29:14
539,PO-000539,25,5,3,sent,BRL,18971.88,18971.88,2026-06-10 19:50:07,2026-06-15,2026-06-10 19:50:07,2026-06-10 19:50:07
540,PO-000540,4,13,4,received,BRL,146737.16,146737.16,2020-11-29 20:00:42,2020-12-04,2020-11-29 20:00:42,2020-11-29 20:00:42
541,PO-000541,10,13,4,draft,BRL,187243.59,187243.59,2023-12-05 04:21:53,2023-12-29,2023-12-05 04:21:53,2023-12-05 04:21:53
542,PO-000542,9,5,1,sent,BRL,71201.52,71201.52,2026-10-18 21:01:45,2026-12-01,2026-10-18 21:01:45,2026-10-18 21:01:45
543,PO-000543,4,5,4,partially_received,BRL,107630.36,107630.36,2024-08-21 10:31:01,2024-09-13,2024-08-21 10:31:01,2024-08-21 10:31:01
544,PO-000544,24,13,2,cancelled,BRL,101001.99,101001.99,2023-10-16 23:30:35,2023-11-04,2023-10-16 23:30:35,2023-10-16 23:30:35
545,PO-000545,10,5,4,received,BRL,56975.80,56975.80,2026-02-19 11:14:58,,2026-02-19 11:14:58,2026-02-19 11:14:58
546,PO-000546,21,5,2,cancelled,BRL,68155.64,68155.64,2025-10-12 08:06:31,2025-11-08,2025-10-12 08:06:31,2025-10-12 08:06:31
547,PO-000547,8,5,4,received,EUR,59723.40,59723.40,2025-08-04 16:23:05,2025-09-01,2025-08-04 16:23:05,2025-08-04 16:23:05
548,PO-000548,5,13,6,sent,BRL,163008.78,163008.78,2021-12-25 04:20:18,2022-01-16,2021-12-25 04:20:18,2021-12-25 04:20:18
549,PO-000549,6,13,2,received,BRL,71353.35,71353.35,2026-10-12 01:11:57,2026-11-08,2026-10-12 01:11:57,2026-10-12 01:11:57
550,PO-000550,1,13,2,received,BRL,106943.06,106943.06,2026-09-04 21:51:18,2026-10-25,2026-09-04 21:51:18,2026-09-04 21:51:18
551,PO-000551,5,5,5,received,BRL,76835.38,76835.38,2021-12-19 03:34:43,2021-12-25,2021-12-19 03:34:43,2021-12-19 03:34:43
552,PO-000552,6,13,2,received,BRL,10338.60,10338.60,2026-08-08 13:09:28,2026-08-15,2026-08-08 13:09:28,2026-08-08 13:09:28
553,PO-000553,17,5,2,received,BRL,84965.43,84965.43,2022-11-06 11:35:24,2022-12-08,2022-11-06 11:35:24,2022-11-06 11:35:24
554,PO-000554,4,5,3,received,BRL,74764.09,74764.09,2024-07-09 06:32:17,2024-08-25,2024-07-09 06:32:17,2024-07-09 06:32:17
555,PO-000555,7,5,4,received,BRL,176143.45,176143.45,2024-10-10 22:02:00,2024-11-26,2024-10-10 22:02:00,2024-10-10 22:02:00
556,PO-000556,17,5,1,received,BRL,32280.30,32280.30,2022-01-01 12:05:30,2022-01-11,2022-01-01 12:05:30,2022-01-01 12:05:30
557,PO-000557,2,13,2,received,BRL,7589.68,7589.68,2025-09-26 17:59:42,2025-10-29,2025-09-26 17:59:42,2025-09-26 17:59:42
558,PO-000558,18,13,6,received,BRL,14850.14,14850.14,2025-09-10 13:31:47,2025-10-16,2025-09-10 13:31:47,2025-09-10 13:31:47
559,PO-000559,16,5,6,partially_received,BRL,113595.58,113595.58,2025-02-07 08:03:15,,2025-02-07 08:03:15,2025-02-07 08:03:15
560,PO-000560,14,5,3,received,BRL,228304.31,228304.31,2021-06-29 03:28:17,2021-07-31,2021-06-29 03:28:17,2021-06-29 03:28:17
561,PO-000561,20,5,4,partially_received,BRL,64016.17,64016.17,2025-08-18 00:45:45,2025-09-14,2025-08-18 00:45:45,2025-08-18 00:45:45
562,PO-000562,17,5,2,received,BRL,96163.08,96163.08,2023-12-14 10:42:53,,2023-12-14 10:42:53,2023-12-14 10:42:53
563,PO-000563,17,5,5,sent,BRL,31162.51,31162.51,2025-10-07 00:03:18,2025-10-25,2025-10-07 00:03:18,2025-10-07 00:03:18
564,PO-000564,10,5,1,received,BRL,1658.62,1658.62,2026-11-02 05:34:25,2026-12-19,2026-11-02 05:34:25,2026-11-02 05:34:25
565,PO-000565,5,13,3,partially_received,BRL,146133.40,146133.40,2024-01-18 00:08:24,2024-02-04,2024-01-18 00:08:24,2024-01-18 00:08:24
566,PO-000566,6,5,4,received,BRL,8036.84,8036.84,2026-11-24 21:46:33,2026-12-16,2026-11-24 21:46:33,2026-11-24 21:46:33
567,PO-000567,8,5,1,received,BRL,46070.01,46070.01,2026-10-01 08:14:36,2026-10-25,2026-10-01 08:14:36,2026-10-01 08:14:36
568,PO-000568,21,5,2,sent,BRL,41546.26,41546.26,2024-10-21 02:57:38,2024-11-24,2024-10-21 02:57:38,2024-10-21 02:57:38
569,PO-000569,24,13,4,received,BRL,26612.25,26612.25,2024-12-29 13:16:14,2025-01-07,2024-12-29 13:16:14,2024-12-29 13:16:14
570,PO-000570,21,13,2,received,BRL,101407.19,101407.19,2021-09-28 00:23:06,2021-10-23,2021-09-28 00:23:06,2021-09-28 00:23:06
571,PO-000571,19,13,6,received,BRL,158239.71,158239.71,2025-08-09 09:40:54,2025-09-25,2025-08-09 09:40:54,2025-08-09 09:40:54
572,PO-000572,16,13,4,received,BRL,85818.08,85818.08,2020-01-21 11:45:41,2020-03-15,2020-01-21 11:45:41,2020-01-21 11:45:41
573,PO-000573,4,5,2,partially_received,BRL,46169.24,46169.24,2025-09-14 16:20:03,,2025-09-14 16:20:03,2025-09-14 16:20:03
574,PO-000574,14,5,3,received,BRL,85318.02,85318.02,2025-01-27 21:48:24,,2025-01-27 21:48:24,2025-01-27 21:48:24
575,PO-000575,3,5,3,received,BRL,102969.24,102969.24,2025-10-05 04:35:41,2025-11-02,2025-10-05 04:35:41,2025-10-05 04:35:41
576,PO-000576,14,5,3,sent,BRL,32349.66,32349.66,2020-09-27 07:09:28,2020-10-02,2020-09-27 07:09:28,2020-09-27 07:09:28
577,PO-000577,20,13,4,sent,BRL,62098.08,62098.08,2023-03-27 21:10:56,2023-05-19,2023-03-27 21:10:56,2023-03-27 21:10:56
578,PO-000578,25,13,3,received,BRL,272096.24,272096.24,2021-08-17 08:50:49,2021-08-30,2021-08-17 08:50:49,2021-08-17 08:50:49
579,PO-000579,25,13,5,received,BRL,88765.52,88765.52,2025-05-22 01:17:53,2025-06-10,2025-05-22 01:17:53,2025-05-22 01:17:53
580,PO-000580,23,13,4,received,BRL,42649.20,42649.20,2026-01-31 09:44:10,2026-03-20,2026-01-31 09:44:10,2026-01-31 09:44:10
581,PO-000581,19,5,6,received,BRL,141176.46,141176.46,2023-06-08 02:23:38,2023-06-13,2023-06-08 02:23:38,2023-06-08 02:23:38
582,PO-000582,23,5,2,received,BRL,65474.13,65474.13,2023-10-16 16:00:56,2023-11-21,2023-10-16 16:00:56,2023-10-16 16:00:56
583,PO-000583,16,13,4,received,BRL,106722.91,106722.91,2025-09-22 09:21:19,2025-11-17,2025-09-22 09:21:19,2025-09-22 09:21:19
584,PO-000584,11,5,6,received,BRL,92923.44,92923.44,2023-09-13 06:19:53,2023-10-06,2023-09-13 06:19:53,2023-09-13 06:19:53
585,PO-000585,8,5,6,received,EUR,114307.52,114307.52,2020-10-27 14:18:45,2020-12-18,2020-10-27 14:18:45,2020-10-27 14:18:45
586,PO-000586,19,5,5,cancelled,BRL,91060.34,91060.34,2026-09-11 06:27:07,2026-10-20,2026-09-11 06:27:07,2026-09-11 06:27:07
587,PO-000587,22,5,1,draft,BRL,147583.49,147583.49,2026-09-30 15:45:57,2026-11-14,2026-09-30 15:45:57,2026-09-30 15:45:57
588,PO-000588,7,13,1,partially_received,BRL,18922.80,18922.80,2023-09-24 18:19:46,2023-10-30,2023-09-24 18:19:46,2023-09-24 18:19:46
589,PO-000589,15,5,5,sent,BRL,14073.38,14073.38,2020-11-16 06:40:46,2020-12-20,2020-11-16 06:40:46,2020-11-16 06:40:46
590,PO-000590,13,13,6,partially_received,BRL,186970.52,186970.52,2021-09-17 18:31:56,,2021-09-17 18:31:56,2021-09-17 18:31:56
591,PO-000591,22,13,3,received,BRL,81020.10,81020.10,2023-01-18 20:08:46,2023-03-12,2023-01-18 20:08:46,2023-01-18 20:08:46
592,PO-000592,19,13,4,partially_received,BRL,7247.04,7247.04,2022-06-14 17:16:36,,2022-06-14 17:16:36,2022-06-14 17:16:36
593,PO-000593,14,13,2,cancelled,BRL,14903.89,14903.89,2026-06-08 01:37:33,2026-06-23,2026-06-08 01:37:33,2026-06-08 01:37:33
594,PO-000594,14,5,5,received,BRL,72064.52,72064.52,2024-01-06 12:59:24,2024-01-24,2024-01-06 12:59:24,2024-01-06 12:59:24
595,PO-000595,2,13,1,partially_received,BRL,90484.95,90484.95,2020-08-04 23:15:24,2020-08-30,2020-08-04 23:15:24,2020-08-04 23:15:24
596,PO-000596,15,13,5,partially_received,BRL,102429.90,102429.90,2023-07-07 19:01:05,2023-07-24,2023-07-07 19:01:05,2023-07-07 19:01:05
597,PO-000597,20,5,6,received,BRL,59864.49,59864.49,2023-08-14 01:00:14,2023-09-11,2023-08-14 01:00:14,2023-08-14 01:00:14
598,PO-000598,5,5,3,received,BRL,217826.12,217826.12,2020-10-17 23:13:14,2020-12-05,2020-10-17 23:13:14,2020-10-17 23:13:14
599,PO-000599,4,5,2,received,BRL,119351.24,119351.24,2025-11-25 04:13:14,2025-12-19,2025-11-25 04:13:14,2025-11-25 04:13:14
600,PO-000600,14,5,5,received,BRL,181950.95,181950.95,2022-04-07 07:40:15,2022-06-06,2022-04-07 07:40:15,2022-04-07 07:40:15
601,PO-000601,3,5,2,cancelled,BRL,43241.55,43241.55,2025-10-12 16:10:49,2025-11-03,2025-10-12 16:10:49,2025-10-12 16:10:49
602,PO-000602,25,13,5,received,BRL,125314.43,125314.43,2026-09-21 00:51:07,2026-10-04,2026-09-21 00:51:07,2026-09-21 00:51:07
603,PO-000603,20,13,1,sent,BRL,125122.58,125122.58,2022-06-06 09:56:17,,2022-06-06 09:56:17,2022-06-06 09:56:17
604,PO-000604,12,13,4,partially_received,EUR,51852.80,51852.80,2023-07-12 20:12:03,,2023-07-12 20:12:03,2023-07-12 20:12:03
605,PO-000605,17,13,6,received,BRL,117953.51,117953.51,2023-02-25 06:19:20,2023-04-09,2023-02-25 06:19:20,2023-02-25 06:19:20
606,PO-000606,8,13,2,draft,USD,167750.02,167750.02,2022-10-30 13:06:08,2022-12-12,2022-10-30 13:06:08,2022-10-30 13:06:08
607,PO-000607,25,13,3,received,BRL,187125.00,187125.00,2025-09-25 06:12:13,2025-11-20,2025-09-25 06:12:13,2025-09-25 06:12:13
608,PO-000608,5,13,6,sent,BRL,93678.74,93678.74,2025-01-31 02:35:37,2025-03-28,2025-01-31 02:35:37,2025-01-31 02:35:37
609,PO-000609,24,5,2,partially_received,BRL,176031.57,176031.57,2026-01-20 16:34:52,2026-03-17,2026-01-20 16:34:52,2026-01-20 16:34:52
610,PO-000610,11,5,6,cancelled,BRL,99463.19,99463.19,2023-09-06 23:37:56,2023-09-22,2023-09-06 23:37:56,2023-09-06 23:37:56
611,PO-000611,21,5,5,sent,BRL,120604.89,120604.89,2025-11-03 18:49:56,,2025-11-03 18:49:56,2025-11-03 18:49:56
612,PO-000612,3,5,5,sent,BRL,139523.96,139523.96,2025-12-14 01:12:20,2026-02-10,2025-12-14 01:12:20,2025-12-14 01:12:20
613,PO-000613,24,5,6,received,BRL,145357.34,145357.34,2024-03-14 04:27:42,2024-03-27,2024-03-14 04:27:42,2024-03-14 04:27:42
614,PO-000614,3,13,5,received,BRL,18647.01,18647.01,2025-09-16 15:17:45,,2025-09-16 15:17:45,2025-09-16 15:17:45
615,PO-000615,23,5,3,sent,BRL,2429.70,2429.70,2020-09-23 06:58:44,,2020-09-23 06:58:44,2020-09-23 06:58:44
616,PO-000616,19,5,6,received,BRL,103856.16,103856.16,2026-01-07 13:44:54,2026-01-23,2026-01-07 13:44:54,2026-01-07 13:44:54
617,PO-000617,12,5,3,received,BRL,140827.69,140827.69,2025-05-26 08:00:01,2025-06-19,2025-05-26 08:00:01,2025-05-26 08:00:01
618,PO-000618,15,5,4,received,BRL,82869.82,82869.82,2026-11-17 09:02:21,2026-12-13,2026-11-17 09:02:21,2026-11-17 09:02:21
619,PO-000619,18,13,1,partially_received,BRL,45780.94,45780.94,2022-12-29 09:38:54,2023-02-10,2022-12-29 09:38:54,2022-12-29 09:38:54
620,PO-000620,21,5,2,sent,BRL,114655.28,114655.28,2024-12-01 21:27:00,2024-12-14,2024-12-01 21:27:00,2024-12-01 21:27:00
621,PO-000621,22,13,6,received,BRL,170959.88,170959.88,2020-10-27 04:02:17,2020-12-06,2020-10-27 04:02:17,2020-10-27 04:02:17
622,PO-000622,10,13,1,received,BRL,121969.19,121969.19,2026-11-16 07:59:12,2026-12-02,2026-11-16 07:59:12,2026-11-16 07:59:12
623,PO-000623,13,13,3,received,BRL,6158.70,6158.70,2025-06-16 18:11:21,,2025-06-16 18:11:21,2025-06-16 18:11:21
624,PO-000624,10,13,6,partially_received,BRL,36755.73,36755.73,2024-10-22 20:21:12,2024-12-18,2024-10-22 20:21:12,2024-10-22 20:21:12
625,PO-000625,1,13,5,received,BRL,29749.75,29749.75,2025-08-27 18:54:35,,2025-08-27 18:54:35,2025-08-27 18:54:35
626,PO-000626,9,13,2,sent,BRL,107635.55,107635.55,2026-11-03 11:52:17,2027-01-02,2026-11-03 11:52:17,2026-11-03 11:52:17
627,PO-000627,15,5,4,partially_received,BRL,46857.52,46857.52,2022-06-09 21:00:45,2022-07-21,2022-06-09 21:00:45,2022-06-09 21:00:45
628,PO-000628,15,13,1,partially_received,BRL,30449.82,30449.82,2020-08-04 02:51:05,2020-08-23,2020-08-04 02:51:05,2020-08-04 02:51:05
629,PO-000629,5,13,3,received,BRL,172241.90,172241.90,2025-06-23 04:48:39,2025-07-10,2025-06-23 04:48:39,2025-06-23 04:48:39
630,PO-000630,10,5,5,cancelled,BRL,37350.00,37350.00,2020-09-25 12:10:29,2020-10-09,2020-09-25 12:10:29,2020-09-25 12:10:29
631,PO-000631,6,13,5,received,BRL,79149.20,79149.20,2022-10-08 15:56:04,2022-11-16,2022-10-08 15:56:04,2022-10-08 15:56:04
632,PO-000632,23,13,5,received,BRL,12148.57,12148.57,2025-11-01 20:39:09,2025-12-07,2025-11-01 20:39:09,2025-11-01 20:39:09
633,PO-000633,22,5,6,received,BRL,138255.81,138255.81,2025-05-30 00:43:15,2025-07-22,2025-05-30 00:43:15,2025-05-30 00:43:15
634,PO-000634,12,13,6,cancelled,EUR,2964.08,2964.08,2023-04-13 22:22:53,2023-04-23,2023-04-13 22:22:53,2023-04-13 22:22:53
635,PO-000635,25,5,6,received,BRL,7305.39,7305.39,2022-07-10 08:49:01,2022-07-16,2022-07-10 08:49:01,2022-07-10 08:49:01
636,PO-000636,3,5,4,received,BRL,94459.75,94459.75,2021-09-26 12:45:16,2021-11-15,2021-09-26 12:45:16,2021-09-26 12:45:16
637,PO-000637,23,5,3,partially_received,BRL,46887.21,46887.21,2020-12-28 03:19:35,2021-01-14,2020-12-28 03:19:35,2020-12-28 03:19:35
638,PO-000638,15,5,2,received,BRL,123938.78,123938.78,2024-02-15 01:05:48,2024-03-06,2024-02-15 01:05:48,2024-02-15 01:05:48
639,PO-000639,6,13,3,draft,BRL,36304.96,36304.96,2020-05-25 01:33:16,2020-06-12,2020-05-25 01:33:16,2020-05-25 01:33:16
640,PO-000640,2,13,6,draft,BRL,121745.64,121745.64,2021-03-27 11:15:18,2021-05-18,2021-03-27 11:15:18,2021-03-27 11:15:18
641,PO-000641,19,5,4,received,BRL,105397.70,105397.70,2025-08-09 07:14:06,2025-09-27,2025-08-09 07:14:06,2025-08-09 07:14:06
642,PO-000642,17,5,4,received,BRL,105422.22,105422.22,2026-10-29 19:51:21,2026-12-19,2026-10-29 19:51:21,2026-10-29 19:51:21
643,PO-000643,2,5,6,partially_received,BRL,96702.28,96702.28,2025-10-05 06:50:09,2025-11-08,2025-10-05 06:50:09,2025-10-05 06:50:09
644,PO-000644,15,5,4,sent,BRL,37207.80,37207.80,2024-08-19 23:51:42,2024-10-13,2024-08-19 23:51:42,2024-08-19 23:51:42
645,PO-000645,15,13,4,received,BRL,58139.77,58139.77,2024-11-14 01:41:53,2025-01-07,2024-11-14 01:41:53,2024-11-14 01:41:53
646,PO-000646,11,5,6,received,BRL,37679.22,37679.22,2022-12-10 16:55:10,2023-02-08,2022-12-10 16:55:10,2022-12-10 16:55:10
647,PO-000647,23,5,6,received,BRL,38471.69,38471.69,2021-08-13 16:47:17,2021-08-24,2021-08-13 16:47:17,2021-08-13 16:47:17
648,PO-000648,5,5,3,received,BRL,91750.27,91750.27,2023-11-30 10:27:31,,2023-11-30 10:27:31,2023-11-30 10:27:31
649,PO-000649,25,13,6,received,BRL,67364.66,67364.66,2023-07-05 03:56:06,2023-08-19,2023-07-05 03:56:06,2023-07-05 03:56:06
650,PO-000650,11,13,5,received,BRL,88476.61,88476.61,2024-07-30 21:27:51,2024-08-26,2024-07-30 21:27:51,2024-07-30 21:27:51
651,PO-000651,22,5,5,sent,BRL,27428.52,27428.52,2020-12-12 05:13:44,2021-02-02,2020-12-12 05:13:44,2020-12-12 05:13:44
652,PO-000652,14,13,3,received,BRL,86467.57,86467.57,2026-11-24 04:00:38,2027-01-16,2026-11-24 04:00:38,2026-11-24 04:00:38
653,PO-000653,12,5,5,received,EUR,114417.84,114417.84,2025-01-21 07:26:50,2025-03-05,2025-01-21 07:26:50,2025-01-21 07:26:50
654,PO-000654,24,5,3,sent,BRL,73514.68,73514.68,2025-07-21 18:51:16,2025-08-29,2025-07-21 18:51:16,2025-07-21 18:51:16
655,PO-000655,18,13,5,received,BRL,97938.33,97938.33,2025-03-17 22:38:52,2025-03-27,2025-03-17 22:38:52,2025-03-17 22:38:52
656,PO-000656,20,13,3,received,BRL,52200.71,52200.71,2022-12-20 14:14:55,2023-01-27,2022-12-20 14:14:55,2022-12-20 14:14:55
657,PO-000657,19,5,1,partially_received,BRL,39373.94,39373.94,2025-03-29 08:07:25,2025-05-06,2025-03-29 08:07:25,2025-03-29 08:07:25
658,PO-000658,25,5,3,draft,BRL,150425.21,150425.21,2023-06-22 22:36:13,,2023-06-22 22:36:13,2023-06-22 22:36:13
659,PO-000659,18,13,4,received,BRL,100619.81,100619.81,2026-09-03 23:33:38,2026-10-30,2026-09-03 23:33:38,2026-09-03 23:33:38
660,PO-000660,8,5,5,received,EUR,89954.29,89954.29,2025-03-27 18:40:47,2025-05-10,2025-03-27 18:40:47,2025-03-27 18:40:47
661,PO-000661,16,13,6,partially_received,BRL,272103.04,272103.04,2022-06-01 18:17:36,2022-07-09,2022-06-01 18:17:36,2022-06-01 18:17:36
662,PO-000662,19,13,1,received,BRL,45623.04,45623.04,2022-10-21 21:56:27,2022-12-01,2022-10-21 21:56:27,2022-10-21 21:56:27
